Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;Folds;Feat. Selec. Strategy;Features;Model
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
