Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Train MSE,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Val. MSE,Bal. Strategy,% of Features,% of Dataset,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
KNeighborsClassifier,0.8459,0.8527,0.8459,0.8452,0.1491,0.8509,0.8783,0.8509,0.8483,0.8579,0.885,0.8579,0.8554,0.9299,0.1421,not-balanced,50,20,10,9,1,942,kbest,"['surprise', 'a_score']","{'surprise': 0.0002, 'a_score': 0.3424}",KNeighborsClassifier()
KNeighborsClassifier,0.8305,0.844,0.8305,0.8289,0.1613,0.8387,0.8565,0.8387,0.8367,0.8579,0.8748,0.8579,0.8563,0.9291,0.1421,not-balanced,70,20,10,3,5,379,kbest,"['fear', 'anticipation', 'surprise', 'joy', 'a_score']","{'fear': 0.0039, 'anticipation': 0.0051, 'surprise': 0.0026, 'joy': 0.003, 'a_score': 0.3499}",KNeighborsClassifier()
KNeighborsClassifier,0.8438,0.869,0.8438,0.8409,0.1514,0.8486,0.8767,0.8486,0.8456,0.8579,0.8848,0.8579,0.8554,0.9355,0.1421,not-balanced,50,20,10,1,5,840,kbest,"['surprise', 'a_score']","{'surprise': 0.0014, 'a_score': 0.348}",KNeighborsClassifier()
KNeighborsClassifier,0.8371,0.8533,0.8371,0.8352,0.1482,0.8518,0.8855,0.8518,0.8483,0.857,0.8887,0.857,0.8542,0.9381,0.143,not-balanced,50,20,10,5,3,801,kbest,"['surprise', 'a_score']","{'surprise': 0.0003, 'a_score': 0.3486}",KNeighborsClassifier()
KNeighborsClassifier,0.8379,0.8531,0.8379,0.8361,0.1469,0.8531,0.8811,0.8531,0.8509,0.857,0.883,0.857,0.8547,0.9254,0.143,not-balanced,50,20,10,4,3,364,kbest,"['surprise', 'a_score']","{'surprise': -0.0019, 'a_score': 0.3509}",KNeighborsClassifier()
KNeighborsClassifier,0.8331,0.8494,0.8331,0.8309,0.146,0.854,0.8869,0.854,0.8508,0.857,0.8889,0.857,0.8541,0.9375,0.143,not-balanced,50,20,10,10,2,302,kbest,"['surprise', 'a_score']","{'surprise': -0.0, 'a_score': 0.3516}",KNeighborsClassifier()
KNeighborsClassifier,0.8326,0.8445,0.8326,0.8309,0.1595,0.8405,0.8722,0.8405,0.8374,0.857,0.883,0.857,0.8547,0.9289,0.143,not-balanced,50,20,10,9,5,549,kbest,"['surprise', 'a_score']","{'surprise': 0.0002, 'a_score': 0.3515}",KNeighborsClassifier()
KNeighborsClassifier,0.8195,0.8399,0.8195,0.8164,0.1509,0.8491,0.8842,0.8491,0.8456,0.8568,0.8888,0.8568,0.8539,0.9336,0.1432,not-balanced,50,20,10,2,1,881,kbest,"['fear', 'a_score']","{'fear': -0.0, 'a_score': 0.3504}",KNeighborsClassifier()
KNeighborsClassifier,0.8352,0.8489,0.8352,0.8335,0.1539,0.8461,0.8728,0.8461,0.8432,0.8568,0.8827,0.8568,0.8545,0.9283,0.1432,not-balanced,60,20,10,6,5,69,kbest,"['anger', 'surprise', 'a_score']","{'anger': 0.0001, 'surprise': 0.0008, 'a_score': 0.3527}",KNeighborsClassifier()
KNeighborsClassifier,0.8374,0.8491,0.8374,0.836,0.1536,0.8464,0.8729,0.8464,0.8436,0.8568,0.8827,0.8568,0.8545,0.935,0.1432,not-balanced,60,20,10,6,4,380,kbest,"['fear', 'surprise', 'a_score']","{'fear': 0.0003, 'surprise': 0.0023, 'a_score': 0.3504}",KNeighborsClassifier()
KNeighborsClassifier,0.8314,0.8437,0.8314,0.83,0.1487,0.8513,0.8774,0.8513,0.849,0.8566,0.8825,0.8566,0.8542,0.9312,0.1434,not-balanced,60,20,10,9,3,608,kbest,"['fear', 'surprise', 'a_score']","{'fear': 0.0027, 'surprise': 0.0011, 'a_score': 0.3462}",KNeighborsClassifier()
