Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Feat. Selec. Strategy,Features,Features Importance,Model
RandomForestClassifier,0.863,0.8751,0.863,0.862,0.8476,0.8633,0.8476,0.8459,0.8557,0.8703,0.8557,0.8544,0.9519,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0077, 'anger': 0.0063, 'anticipation': 0.0084, 'trust': 0.0093, 'surprise': 0.0057, 'sadness': 0.0143, 'disgust': 0.0066, 'joy': 0.0098, 'a_score': 0.3791}",RandomForestClassifier()
RandomForestClassifier,0.8642,0.8779,0.8642,0.8631,0.8464,0.8616,0.8464,0.8448,0.8545,0.8678,0.8545,0.8532,0.9523,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0096, 'anger': 0.0065, 'anticipation': 0.0075, 'trust': 0.012, 'surprise': 0.0063, 'sadness': 0.0135, 'disgust': 0.0073, 'joy': 0.0129, 'a_score': 0.3773}",RandomForestClassifier()
DecisionTreeClassifier,0.8546,0.8674,0.8546,0.8533,0.851,0.8635,0.851,0.8499,0.8543,0.8672,0.8543,0.8531,0.936,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0125, 'anger': 0.0083, 'anticipation': 0.0081, 'trust': 0.011, 'surprise': 0.0067, 'sadness': 0.014, 'disgust': 0.0089, 'joy': 0.0085, 'a_score': 0.3773}",DecisionTreeClassifier()
RandomForestClassifier,0.8651,0.8785,0.8651,0.864,0.8461,0.8603,0.8461,0.8446,0.8542,0.8671,0.8542,0.853,0.9527,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0092, 'anger': 0.0043, 'anticipation': 0.0076, 'trust': 0.0106, 'surprise': 0.0069, 'sadness': 0.015, 'disgust': 0.0072, 'joy': 0.0126, 'a_score': 0.3787}",RandomForestClassifier()
RandomForestClassifier,0.8653,0.8782,0.8653,0.8643,0.8464,0.8613,0.8464,0.8448,0.8542,0.8679,0.8542,0.8529,0.9535,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0066, 'anger': 0.0054, 'anticipation': 0.0083, 'trust': 0.0116, 'surprise': 0.0069, 'sadness': 0.0131, 'disgust': 0.0082, 'joy': 0.0134, 'a_score': 0.3769}",RandomForestClassifier()
RandomForestClassifier,0.8639,0.8753,0.8639,0.863,0.847,0.8622,0.847,0.8454,0.8542,0.868,0.8542,0.8529,0.9525,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0106, 'anger': 0.0067, 'anticipation': 0.0095, 'trust': 0.0116, 'surprise': 0.0053, 'sadness': 0.0156, 'disgust': 0.0073, 'joy': 0.0115, 'a_score': 0.3816}",RandomForestClassifier()
DecisionTreeClassifier,0.8515,0.8619,0.8515,0.8504,0.8504,0.863,0.8504,0.8493,0.8541,0.867,0.8541,0.8528,0.9348,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0128, 'anger': 0.0074, 'anticipation': 0.0084, 'trust': 0.0123, 'surprise': 0.0081, 'sadness': 0.0142, 'disgust': 0.0075, 'joy': 0.0094, 'a_score': 0.3755}",DecisionTreeClassifier()
RandomForestClassifier,0.8618,0.8754,0.8618,0.8608,0.8468,0.862,0.8468,0.8452,0.8541,0.8676,0.8541,0.8528,0.952,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0104, 'anger': 0.0059, 'anticipation': 0.0086, 'trust': 0.0122, 'surprise': 0.0075, 'sadness': 0.0144, 'disgust': 0.0071, 'joy': 0.0125, 'a_score': 0.3799}",RandomForestClassifier()
RandomForestClassifier,0.8634,0.8747,0.8634,0.8626,0.847,0.8623,0.847,0.8454,0.854,0.8679,0.854,0.8527,0.9526,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0093, 'anger': 0.0062, 'anticipation': 0.0075, 'trust': 0.0105, 'surprise': 0.0058, 'sadness': 0.0158, 'disgust': 0.0069, 'joy': 0.014, 'a_score': 0.3791}",RandomForestClassifier()
RandomForestClassifier,0.8662,0.8782,0.8662,0.8653,0.8473,0.8634,0.8473,0.8456,0.8539,0.8679,0.8539,0.8526,0.9524,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0087, 'anger': 0.006, 'anticipation': 0.0085, 'trust': 0.0125, 'surprise': 0.007, 'sadness': 0.0143, 'disgust': 0.0075, 'joy': 0.0135, 'a_score': 0.3789}",RandomForestClassifier()
DecisionTreeClassifier,0.8508,0.8638,0.8508,0.8495,0.8509,0.8661,0.8509,0.8495,0.8536,0.8693,0.8536,0.8522,0.9353,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0101, 'anger': 0.0085, 'anticipation': 0.0083, 'trust': 0.0118, 'surprise': 0.0087, 'sadness': 0.0114, 'disgust': 0.0077, 'joy': 0.0094, 'a_score': 0.3758}",DecisionTreeClassifier()
RandomForestClassifier,0.8604,0.8724,0.8604,0.8594,0.8464,0.8612,0.8464,0.8448,0.8535,0.8671,0.8535,0.8522,0.9521,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0087, 'anger': 0.006, 'anticipation': 0.0082, 'trust': 0.0134, 'surprise': 0.0071, 'sadness': 0.0147, 'disgust': 0.006, 'joy': 0.0118, 'a_score': 0.3775}",RandomForestClassifier()
RandomForestClassifier,0.8647,0.8771,0.8647,0.8637,0.8452,0.86,0.8452,0.8436,0.8534,0.867,0.8534,0.8521,0.9527,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.01, 'anger': 0.0056, 'anticipation': 0.0084, 'trust': 0.0127, 'surprise': 0.0079, 'sadness': 0.0146, 'disgust': 0.0077, 'joy': 0.012, 'a_score': 0.3829}",RandomForestClassifier()
DecisionTreeClassifier,0.8521,0.8638,0.8521,0.851,0.8506,0.8621,0.8506,0.8496,0.8533,0.8653,0.8533,0.8522,0.937,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0121, 'anger': 0.0082, 'anticipation': 0.0082, 'trust': 0.012, 'surprise': 0.0078, 'sadness': 0.013, 'disgust': 0.0069, 'joy': 0.0086, 'a_score': 0.381}",DecisionTreeClassifier()
DecisionTreeClassifier,0.852,0.8643,0.852,0.8508,0.8512,0.8636,0.8512,0.8501,0.8532,0.8665,0.8532,0.8519,0.9352,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0128, 'anger': 0.0081, 'anticipation': 0.0096, 'trust': 0.0125, 'surprise': 0.0076, 'sadness': 0.011, 'disgust': 0.0074, 'joy': 0.0118, 'a_score': 0.3773}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8515,0.8633,0.8515,0.8503,0.8494,0.8617,0.8494,0.8483,0.8531,0.8665,0.8531,0.8518,0.9352,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0119, 'anger': 0.0084, 'anticipation': 0.0082, 'trust': 0.0106, 'surprise': 0.0086, 'sadness': 0.014, 'disgust': 0.0094, 'joy': 0.0135, 'a_score': 0.3787}",DecisionTreeClassifier()
