Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Feat. Selec. Strategy,Features,Features Importance,Model
DecisionTreeClassifier,0.9145,0.9197,0.9145,0.903,0.9128,0.9188,0.9128,0.9105,0.9137,0.9193,0.9137,0.9114,0.965,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0049, 'anger': 0.0041, 'anticipation': 0.0061, 'trust': 0.007, 'surprise': 0.0041, 'sadness': 0.0073, 'disgust': 0.0055, 'joy': 0.0073, 'a_score': 0.3688}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9121,0.9167,0.9121,0.9004,0.9114,0.9171,0.9114,0.9092,0.913,0.9182,0.913,0.9107,0.9636,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0044, 'anger': 0.0038, 'anticipation': 0.0069, 'trust': 0.0078, 'surprise': 0.0051, 'sadness': 0.009, 'disgust': 0.0055, 'joy': 0.0068, 'a_score': 0.365}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9132,0.9177,0.9132,0.9017,0.9125,0.9178,0.9125,0.9103,0.9129,0.9179,0.9129,0.9107,0.9626,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0086, 'anger': 0.0045, 'anticipation': 0.0069, 'trust': 0.0076, 'surprise': 0.0056, 'sadness': 0.0091, 'disgust': 0.0057, 'joy': 0.0079, 'a_score': 0.3694}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9154,0.9202,0.9154,0.9042,0.9138,0.9194,0.9138,0.9117,0.9127,0.9177,0.9127,0.9105,0.9663,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0052, 'anger': 0.0053, 'anticipation': 0.007, 'trust': 0.0071, 'surprise': 0.0054, 'sadness': 0.0105, 'disgust': 0.0069, 'joy': 0.0073, 'a_score': 0.3667}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9112,0.9161,0.9112,0.8993,0.9137,0.9194,0.9137,0.9115,0.9127,0.9181,0.9127,0.9105,0.9636,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.005, 'anger': 0.0051, 'anticipation': 0.0062, 'trust': 0.0069, 'surprise': 0.0031, 'sadness': 0.0097, 'disgust': 0.006, 'joy': 0.0078, 'a_score': 0.3643}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9121,0.9166,0.9121,0.9004,0.9129,0.9184,0.9129,0.9108,0.9127,0.9179,0.9127,0.9105,0.9649,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0056, 'anger': 0.0036, 'anticipation': 0.0059, 'trust': 0.0072, 'surprise': 0.0053, 'sadness': 0.0093, 'disgust': 0.005, 'joy': 0.0074, 'a_score': 0.3615}",DecisionTreeClassifier()
DecisionTreeClassifier,0.915,0.9204,0.915,0.9035,0.9128,0.918,0.9128,0.9106,0.9124,0.9174,0.9124,0.9102,0.965,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0042, 'anger': 0.0051, 'anticipation': 0.006, 'trust': 0.0078, 'surprise': 0.0039, 'sadness': 0.0093, 'disgust': 0.0089, 'joy': 0.0066, 'a_score': 0.369}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9133,0.9185,0.9133,0.9016,0.9129,0.9185,0.9129,0.9107,0.9124,0.9176,0.9124,0.9102,0.9648,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0053, 'anger': 0.0041, 'anticipation': 0.0075, 'trust': 0.0069, 'surprise': 0.0049, 'sadness': 0.0086, 'disgust': 0.0044, 'joy': 0.006, 'a_score': 0.3646}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9098,0.914,0.9098,0.898,0.9131,0.9186,0.9131,0.9109,0.9122,0.9174,0.9122,0.91,0.9638,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0053, 'anger': 0.0036, 'anticipation': 0.0064, 'trust': 0.0063, 'surprise': 0.005, 'sadness': 0.0079, 'disgust': 0.0046, 'joy': 0.006, 'a_score': 0.3684}",DecisionTreeClassifier()
RandomForestClassifier,0.9065,0.9119,0.9065,0.8943,0.9132,0.9183,0.9132,0.911,0.9122,0.9175,0.9122,0.91,0.9714,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0067, 'anger': 0.0053, 'anticipation': 0.007, 'trust': 0.0065, 'surprise': 0.005, 'sadness': 0.0073, 'disgust': 0.0092, 'joy': 0.0063, 'a_score': 0.3683}",RandomForestClassifier()
RandomForestClassifier,0.9083,0.9138,0.9083,0.8962,0.9125,0.918,0.9125,0.9102,0.9118,0.9176,0.9118,0.9094,0.974,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0069, 'anger': 0.0057, 'anticipation': 0.0059, 'trust': 0.0061, 'surprise': 0.0052, 'sadness': 0.0085, 'disgust': 0.0084, 'joy': 0.0062, 'a_score': 0.3695}",RandomForestClassifier()
RandomForestClassifier,0.9053,0.9106,0.9053,0.8929,0.9126,0.9181,0.9126,0.9103,0.9116,0.9175,0.9116,0.9092,0.9732,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0066, 'anger': 0.0051, 'anticipation': 0.0059, 'trust': 0.007, 'surprise': 0.0043, 'sadness': 0.008, 'disgust': 0.0073, 'joy': 0.006, 'a_score': 0.3658}",RandomForestClassifier()
