Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Feat. Selec. Strategy,Features,Features Importance,Model
RandomForestClassifier,0.8498,0.8687,0.8498,0.7848,0.8457,0.8615,0.8457,0.8447,0.8526,0.8702,0.8526,0.8525,0.9622,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0109, 'anger': 0.007, 'anticipation': 0.0099, 'trust': 0.0105, 'surprise': 0.0073, 'sadness': 0.012, 'disgust': 0.006, 'joy': 0.0089, 'a_score': 0.4439}",RandomForestClassifier()
RandomForestClassifier,0.8471,0.8644,0.8471,0.7787,0.845,0.8605,0.845,0.8442,0.8523,0.8689,0.8523,0.8523,0.96,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0091, 'anger': 0.0078, 'anticipation': 0.0116, 'trust': 0.0105, 'surprise': 0.0077, 'sadness': 0.0109, 'disgust': 0.0074, 'joy': 0.0106, 'a_score': 0.4446}",RandomForestClassifier()
RandomForestClassifier,0.8487,0.8674,0.8487,0.7864,0.8442,0.8599,0.8442,0.8434,0.8522,0.8694,0.8522,0.8523,0.9623,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0103, 'anger': 0.0072, 'anticipation': 0.0121, 'trust': 0.0107, 'surprise': 0.0066, 'sadness': 0.0118, 'disgust': 0.0111, 'joy': 0.0079, 'a_score': 0.4465}",RandomForestClassifier()
RandomForestClassifier,0.8463,0.8643,0.8463,0.7808,0.8453,0.8619,0.8453,0.8443,0.8521,0.87,0.8521,0.852,0.9612,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0109, 'anger': 0.009, 'anticipation': 0.0114, 'trust': 0.0104, 'surprise': 0.0071, 'sadness': 0.0116, 'disgust': 0.0074, 'joy': 0.0086, 'a_score': 0.4421}",RandomForestClassifier()
DecisionTreeClassifier,0.8412,0.8539,0.8412,0.764,0.8531,0.868,0.8531,0.8529,0.8519,0.867,0.8519,0.8521,0.9417,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0166, 'anger': 0.0113, 'anticipation': 0.0123, 'trust': 0.0114, 'surprise': 0.008, 'sadness': 0.0139, 'disgust': 0.0148, 'joy': 0.0101, 'a_score': 0.4387}",DecisionTreeClassifier()
RandomForestClassifier,0.8459,0.8634,0.8459,0.7773,0.8469,0.8638,0.8469,0.8459,0.8519,0.87,0.8519,0.8517,0.9609,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0119, 'anger': 0.0081, 'anticipation': 0.0091, 'trust': 0.0104, 'surprise': 0.0066, 'sadness': 0.0097, 'disgust': 0.007, 'joy': 0.0087, 'a_score': 0.4447}",RandomForestClassifier()
DecisionTreeClassifier,0.8451,0.862,0.8451,0.7794,0.8492,0.8655,0.8492,0.8491,0.8517,0.8683,0.8517,0.852,0.9444,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0142, 'anger': 0.0108, 'anticipation': 0.0112, 'trust': 0.0116, 'surprise': 0.0085, 'sadness': 0.014, 'disgust': 0.0134, 'joy': 0.0096, 'a_score': 0.4435}",DecisionTreeClassifier()
RandomForestClassifier,0.8484,0.8655,0.8484,0.7827,0.846,0.8618,0.846,0.8449,0.8516,0.8693,0.8516,0.8515,0.9623,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0108, 'anger': 0.0076, 'anticipation': 0.0109, 'trust': 0.0108, 'surprise': 0.0075, 'sadness': 0.0123, 'disgust': 0.0068, 'joy': 0.0069, 'a_score': 0.4425}",RandomForestClassifier()
DecisionTreeClassifier,0.8443,0.8606,0.8443,0.7806,0.8507,0.8669,0.8507,0.8506,0.8513,0.8683,0.8513,0.8516,0.9447,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0137, 'anger': 0.01, 'anticipation': 0.0157, 'trust': 0.0126, 'surprise': 0.0092, 'sadness': 0.0159, 'disgust': 0.01, 'joy': 0.0087, 'a_score': 0.4404}",DecisionTreeClassifier()
RandomForestClassifier,0.8459,0.8627,0.8459,0.7777,0.8454,0.8607,0.8454,0.8447,0.8513,0.8687,0.8513,0.8513,0.9617,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0107, 'anger': 0.0067, 'anticipation': 0.0112, 'trust': 0.009, 'surprise': 0.0067, 'sadness': 0.0102, 'disgust': 0.0104, 'joy': 0.0093, 'a_score': 0.4428}",RandomForestClassifier()
DecisionTreeClassifier,0.8428,0.8584,0.8428,0.7775,0.8513,0.8667,0.8513,0.851,0.8513,0.8675,0.8513,0.8514,0.9464,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0146, 'anger': 0.0096, 'anticipation': 0.0142, 'trust': 0.0115, 'surprise': 0.0085, 'sadness': 0.0149, 'disgust': 0.0122, 'joy': 0.0098, 'a_score': 0.4432}",DecisionTreeClassifier()
