Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
KNeighborsClassifier,0.888,0.8933,0.888,0.8777,0.894,0.8974,0.894,0.8914,0.8984,0.902,0.8984,0.896,0.9576,not-balanced,100,10,1,3,109,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0118, 'anger': 0.0084, 'anticipation': 0.006, 'trust': 0.0054, 'surprise': 0.0076, 'sadness': 0.0102, 'disgust': 0.0089, 'joy': 0.0076, 'a_score': 0.3491}",KNeighborsClassifier()
KNeighborsClassifier,0.8867,0.8912,0.8867,0.8751,0.898,0.9006,0.898,0.8958,0.8977,0.9009,0.8977,0.8953,0.9575,not-balanced,100,10,3,3,418,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0076, 'anger': 0.008, 'anticipation': 0.0091, 'trust': 0.0064, 'surprise': 0.0101, 'sadness': 0.0087, 'disgust': 0.0092, 'joy': 0.0063, 'a_score': 0.3502}",KNeighborsClassifier()
KNeighborsClassifier,0.8817,0.8869,0.8817,0.8712,0.8971,0.9004,0.8971,0.8946,0.8973,0.9015,0.8973,0.8946,0.9523,not-balanced,100,10,4,2,508,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0056, 'anger': 0.0054, 'anticipation': 0.0099, 'trust': 0.0038, 'surprise': 0.0071, 'sadness': 0.0047, 'disgust': 0.0081, 'joy': 0.0068, 'a_score': 0.3491}",KNeighborsClassifier()
KNeighborsClassifier,0.8873,0.8917,0.8873,0.8761,0.8895,0.8925,0.8895,0.8868,0.8964,0.9001,0.8964,0.8938,0.9588,not-balanced,100,10,2,1,921,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0093, 'anger': 0.0092, 'anticipation': 0.0114, 'trust': 0.0059, 'surprise': 0.0079, 'sadness': 0.0074, 'disgust': 0.0111, 'joy': 0.0067, 'a_score': 0.3475}",KNeighborsClassifier()
KNeighborsClassifier,0.8891,0.8934,0.8891,0.8775,0.8944,0.8978,0.8944,0.8919,0.8964,0.9003,0.8964,0.8938,0.946,not-balanced,100,10,2,4,582,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0056, 'anger': 0.0077, 'anticipation': 0.0091, 'trust': 0.0055, 'surprise': 0.0089, 'sadness': 0.0051, 'disgust': 0.0086, 'joy': 0.0077, 'a_score': 0.3518}",KNeighborsClassifier()
KNeighborsClassifier,0.8847,0.89,0.8847,0.8738,0.8981,0.9022,0.8981,0.8955,0.8964,0.9014,0.8964,0.8935,0.9581,not-balanced,100,10,3,4,685,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0099, 'anger': 0.0091, 'anticipation': 0.0073, 'trust': 0.0042, 'surprise': 0.007, 'sadness': 0.0087, 'disgust': 0.012, 'joy': 0.0074, 'a_score': 0.345}",KNeighborsClassifier()
KNeighborsClassifier,0.8699,0.8788,0.8699,0.8615,0.8951,0.8989,0.8951,0.8923,0.8957,0.8994,0.8957,0.8932,0.9569,not-balanced,100,10,9,2,467,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0077, 'anger': 0.0091, 'anticipation': 0.0081, 'trust': 0.0042, 'surprise': 0.0066, 'sadness': 0.0059, 'disgust': 0.0107, 'joy': 0.0051, 'a_score': 0.3472}",KNeighborsClassifier()
KNeighborsClassifier,0.8791,0.8858,0.8791,0.8679,0.8933,0.8965,0.8933,0.891,0.8957,0.8989,0.8957,0.8933,0.9576,not-balanced,100,10,5,4,580,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0067, 'anger': 0.0083, 'anticipation': 0.0048, 'trust': 0.0065, 'surprise': 0.0077, 'sadness': 0.0092, 'disgust': 0.0108, 'joy': 0.0049, 'a_score': 0.3439}",KNeighborsClassifier()
KNeighborsClassifier,0.8882,0.8912,0.8882,0.8761,0.897,0.9002,0.897,0.8946,0.8955,0.8987,0.8955,0.893,0.9511,not-balanced,100,10,9,3,201,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0058, 'anger': 0.0086, 'anticipation': 0.009, 'trust': 0.0062, 'surprise': 0.0076, 'sadness': 0.0088, 'disgust': 0.0066, 'joy': 0.0055, 'a_score': 0.3456}",KNeighborsClassifier()
KNeighborsClassifier,0.8798,0.8848,0.8798,0.8692,0.8967,0.9,0.8967,0.8943,0.8952,0.8991,0.8952,0.8925,0.9584,not-balanced,100,10,9,5,273,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0076, 'anger': 0.0103, 'anticipation': 0.0091, 'trust': 0.0037, 'surprise': 0.0079, 'sadness': 0.0099, 'disgust': 0.0094, 'joy': 0.0067, 'a_score': 0.3418}",KNeighborsClassifier()
KNeighborsClassifier,0.8843,0.888,0.8843,0.8729,0.8963,0.8985,0.8963,0.8941,0.8951,0.8982,0.8951,0.8926,0.9511,not-balanced,100,10,6,3,842,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0043, 'anger': 0.0074, 'anticipation': 0.007, 'trust': 0.0051, 'surprise': 0.009, 'sadness': 0.0073, 'disgust': 0.0103, 'joy': 0.0097, 'a_score': 0.3492}",KNeighborsClassifier()
