Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
DecisionTreeClassifier,0.9139,0.9197,0.9139,0.9023,0.9149,0.9206,0.9149,0.9127,0.9149,0.9214,0.9149,0.9125,0.9658,not-balanced,100,10,7,4,549,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0064, 'anger': 0.0034, 'anticipation': 0.006, 'trust': 0.003, 'surprise': 0.0032, 'sadness': 0.0055, 'disgust': 0.0036, 'joy': 0.0037, 'a_score': 0.3661}",DecisionTreeClassifier()
RandomForestClassifier,0.9145,0.9205,0.9145,0.9034,0.9126,0.9189,0.9126,0.9101,0.9148,0.9215,0.9148,0.9123,0.9751,not-balanced,100,10,3,3,110,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0061, 'anger': 0.0031, 'anticipation': 0.0037, 'trust': 0.0047, 'surprise': 0.004, 'sadness': 0.0067, 'disgust': 0.0048, 'joy': 0.0041, 'a_score': 0.3688}",RandomForestClassifier()
DecisionTreeClassifier,0.9145,0.9193,0.9145,0.9036,0.9134,0.9185,0.9134,0.9112,0.9148,0.9204,0.9148,0.9125,0.9674,not-balanced,100,10,7,2,51,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0074, 'anger': 0.0039, 'anticipation': 0.0065, 'trust': 0.0047, 'surprise': 0.0042, 'sadness': 0.0049, 'disgust': 0.005, 'joy': 0.0085, 'a_score': 0.3706}",DecisionTreeClassifier()
RandomForestClassifier,0.9137,0.9195,0.9137,0.9022,0.9111,0.9161,0.9111,0.9088,0.9148,0.9208,0.9148,0.9125,0.9741,not-balanced,100,10,4,5,612,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0062, 'anger': 0.0035, 'anticipation': 0.0042, 'trust': 0.0043, 'surprise': 0.0042, 'sadness': 0.0052, 'disgust': 0.0077, 'joy': 0.0047, 'a_score': 0.3678}",RandomForestClassifier()
RandomForestClassifier,0.9157,0.921,0.9157,0.905,0.9097,0.9167,0.9097,0.907,0.9147,0.9213,0.9147,0.9123,0.9766,not-balanced,100,10,5,2,758,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0046, 'anger': 0.0042, 'anticipation': 0.005, 'trust': 0.0046, 'surprise': 0.0045, 'sadness': 0.0053, 'disgust': 0.004, 'joy': 0.0045, 'a_score': 0.3704}",RandomForestClassifier()
RandomForestClassifier,0.9129,0.918,0.9129,0.9013,0.9133,0.9196,0.9133,0.911,0.9147,0.9212,0.9147,0.9123,0.975,not-balanced,100,10,8,1,604,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0052, 'anger': 0.0037, 'anticipation': 0.0039, 'trust': 0.0035, 'surprise': 0.0055, 'sadness': 0.0062, 'disgust': 0.0045, 'joy': 0.0059, 'a_score': 0.3647}",RandomForestClassifier()
RandomForestClassifier,0.9132,0.919,0.9132,0.9024,0.9134,0.9184,0.9134,0.9111,0.9147,0.9206,0.9147,0.9124,0.9757,not-balanced,100,10,8,5,477,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0066, 'anger': 0.0047, 'anticipation': 0.0032, 'trust': 0.0045, 'surprise': 0.0042, 'sadness': 0.007, 'disgust': 0.0055, 'joy': 0.0042, 'a_score': 0.3676}",RandomForestClassifier()
DecisionTreeClassifier,0.9139,0.9192,0.9139,0.903,0.9131,0.9189,0.9131,0.9107,0.9146,0.9211,0.9146,0.9122,0.9682,not-balanced,100,10,6,5,894,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0065, 'anger': 0.0039, 'anticipation': 0.0056, 'trust': 0.0034, 'surprise': 0.005, 'sadness': 0.0066, 'disgust': 0.0077, 'joy': 0.0044, 'a_score': 0.3666}",DecisionTreeClassifier()
RandomForestClassifier,0.9146,0.9204,0.9146,0.904,0.9117,0.9181,0.9117,0.9091,0.9146,0.9215,0.9146,0.9121,0.9753,not-balanced,100,10,7,4,35,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0051, 'anger': 0.0045, 'anticipation': 0.0042, 'trust': 0.0052, 'surprise': 0.0041, 'sadness': 0.0069, 'disgust': 0.005, 'joy': 0.004, 'a_score': 0.3669}",RandomForestClassifier()
RandomForestClassifier,0.9103,0.9156,0.9103,0.8995,0.916,0.9201,0.916,0.914,0.9145,0.9196,0.9145,0.9123,0.9748,not-balanced,100,10,1,5,537,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0055, 'anger': 0.0046, 'anticipation': 0.0042, 'trust': 0.0053, 'surprise': 0.0044, 'sadness': 0.0076, 'disgust': 0.004, 'joy': 0.0087, 'a_score': 0.3694}",RandomForestClassifier()
DecisionTreeClassifier,0.914,0.9202,0.914,0.9031,0.914,0.9196,0.914,0.9117,0.9145,0.9211,0.9145,0.912,0.9676,not-balanced,100,10,4,1,363,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0045, 'anger': 0.0038, 'anticipation': 0.0059, 'trust': 0.006, 'surprise': 0.0052, 'sadness': 0.007, 'disgust': 0.0045, 'joy': 0.0051, 'a_score': 0.3667}",DecisionTreeClassifier()
RandomForestClassifier,0.9131,0.9191,0.9131,0.902,0.9154,0.9217,0.9154,0.913,0.9145,0.9218,0.9145,0.912,0.9743,not-balanced,100,10,9,4,908,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0051, 'anger': 0.0046, 'anticipation': 0.0044, 'trust': 0.0037, 'surprise': 0.0044, 'sadness': 0.0061, 'disgust': 0.0052, 'joy': 0.0047, 'a_score': 0.3658}",RandomForestClassifier()
DecisionTreeClassifier,0.9118,0.9172,0.9118,0.9008,0.9163,0.9209,0.9163,0.9142,0.9145,0.9202,0.9145,0.9122,0.9688,not-balanced,100,10,2,1,949,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0049, 'anger': 0.0036, 'anticipation': 0.0057, 'trust': 0.0044, 'surprise': 0.0054, 'sadness': 0.0051, 'disgust': 0.0052, 'joy': 0.0078, 'a_score': 0.3678}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9132,0.9184,0.9132,0.9019,0.9138,0.9196,0.9138,0.9115,0.9145,0.9204,0.9145,0.9121,0.9661,not-balanced,100,10,2,3,542,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0061, 'anger': 0.0029, 'anticipation': 0.0053, 'trust': 0.0049, 'surprise': 0.0035, 'sadness': 0.0051, 'disgust': 0.0042, 'joy': 0.0089, 'a_score': 0.3701}",DecisionTreeClassifier()
RandomForestClassifier,0.9142,0.9202,0.9142,0.9029,0.9114,0.9172,0.9114,0.909,0.9145,0.921,0.9145,0.9121,0.9751,not-balanced,100,10,2,4,616,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0055, 'anger': 0.0041, 'anticipation': 0.004, 'trust': 0.0055, 'surprise': 0.0042, 'sadness': 0.0068, 'disgust': 0.0046, 'joy': 0.0043, 'a_score': 0.3682}",RandomForestClassifier()
RandomForestClassifier,0.9122,0.9177,0.9122,0.9007,0.914,0.9189,0.914,0.9118,0.9145,0.92,0.9145,0.9123,0.975,not-balanced,100,10,5,1,877,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.006, 'anger': 0.0036, 'anticipation': 0.0049, 'trust': 0.0055, 'surprise': 0.005, 'sadness': 0.0062, 'disgust': 0.0048, 'joy': 0.0082, 'a_score': 0.3668}",RandomForestClassifier()
DecisionTreeClassifier,0.916,0.9214,0.916,0.9057,0.9107,0.9156,0.9107,0.9083,0.9144,0.9204,0.9144,0.9121,0.9673,not-balanced,100,10,1,3,483,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0063, 'anger': 0.0042, 'anticipation': 0.0078, 'trust': 0.0048, 'surprise': 0.0051, 'sadness': 0.0053, 'disgust': 0.0049, 'joy': 0.01, 'a_score': 0.3715}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9146,0.9199,0.9146,0.9037,0.9118,0.9172,0.9118,0.9094,0.9144,0.9205,0.9144,0.9121,0.9675,not-balanced,100,10,7,1,504,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0058, 'anger': 0.0041, 'anticipation': 0.0071, 'trust': 0.0051, 'surprise': 0.0047, 'sadness': 0.0075, 'disgust': 0.0053, 'joy': 0.0053, 'a_score': 0.3728}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9149,0.92,0.9149,0.9037,0.9131,0.9191,0.9131,0.9108,0.9144,0.9207,0.9144,0.912,0.9684,not-balanced,100,10,9,1,945,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0052, 'anger': 0.0039, 'anticipation': 0.0062, 'trust': 0.0046, 'surprise': 0.0044, 'sadness': 0.0062, 'disgust': 0.0052, 'joy': 0.0074, 'a_score': 0.3675}",DecisionTreeClassifier()
RandomForestClassifier,0.912,0.9177,0.912,0.9002,0.9148,0.9201,0.9148,0.9126,0.9144,0.9206,0.9144,0.9121,0.9759,not-balanced,100,10,4,2,765,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0068, 'anger': 0.0034, 'anticipation': 0.0059, 'trust': 0.0055, 'surprise': 0.0057, 'sadness': 0.0071, 'disgust': 0.0053, 'joy': 0.005, 'a_score': 0.366}",RandomForestClassifier()
RandomForestClassifier,0.9121,0.9179,0.9121,0.9006,0.9135,0.9193,0.9135,0.9112,0.9143,0.9206,0.9143,0.9119,0.9735,not-balanced,100,10,2,2,826,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0047, 'anger': 0.0039, 'anticipation': 0.005, 'trust': 0.0054, 'surprise': 0.0057, 'sadness': 0.007, 'disgust': 0.0045, 'joy': 0.0045, 'a_score': 0.3663}",RandomForestClassifier()
RandomForestClassifier,0.9103,0.9158,0.9103,0.8994,0.9152,0.9197,0.9152,0.9131,0.9143,0.9198,0.9143,0.9121,0.9747,not-balanced,100,10,7,2,760,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.005, 'anger': 0.0039, 'anticipation': 0.0045, 'trust': 0.0051, 'surprise': 0.0044, 'sadness': 0.0049, 'disgust': 0.0063, 'joy': 0.0076, 'a_score': 0.3675}",RandomForestClassifier()
RandomForestClassifier,0.9127,0.9184,0.9127,0.902,0.9125,0.9178,0.9125,0.9101,0.9142,0.9205,0.9142,0.9118,0.9748,not-balanced,100,10,7,5,773,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0062, 'anger': 0.0045, 'anticipation': 0.0041, 'trust': 0.0041, 'surprise': 0.0037, 'sadness': 0.0071, 'disgust': 0.0045, 'joy': 0.0046, 'a_score': 0.3732}",RandomForestClassifier()
RandomForestClassifier,0.9128,0.9186,0.9128,0.9014,0.9136,0.9199,0.9136,0.9112,0.9142,0.9208,0.9142,0.9118,0.9746,not-balanced,100,10,2,1,41,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0048, 'anger': 0.0034, 'anticipation': 0.005, 'trust': 0.0052, 'surprise': 0.005, 'sadness': 0.0043, 'disgust': 0.0044, 'joy': 0.0047, 'a_score': 0.3627}",RandomForestClassifier()
DecisionTreeClassifier,0.9139,0.9201,0.9139,0.9028,0.914,0.9189,0.914,0.9119,0.9142,0.9199,0.9142,0.9119,0.9682,not-balanced,100,10,1,2,284,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0058, 'anger': 0.0042, 'anticipation': 0.0067, 'trust': 0.0051, 'surprise': 0.005, 'sadness': 0.0071, 'disgust': 0.0047, 'joy': 0.004, 'a_score': 0.3696}",DecisionTreeClassifier()
RandomForestClassifier,0.9141,0.9195,0.9141,0.9035,0.9115,0.916,0.9115,0.9093,0.9141,0.9192,0.9141,0.9119,0.9766,not-balanced,100,10,3,5,96,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.005, 'anger': 0.0052, 'anticipation': 0.0054, 'trust': 0.0049, 'surprise': 0.0046, 'sadness': 0.0069, 'disgust': 0.0052, 'joy': 0.0091, 'a_score': 0.372}",RandomForestClassifier()
RandomForestClassifier,0.9135,0.9194,0.9135,0.9027,0.9129,0.9186,0.9129,0.9104,0.9141,0.9207,0.9141,0.9116,0.9753,not-balanced,100,10,1,3,444,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0066, 'anger': 0.004, 'anticipation': 0.0045, 'trust': 0.0047, 'surprise': 0.0037, 'sadness': 0.0075, 'disgust': 0.0044, 'joy': 0.0046, 'a_score': 0.3683}",RandomForestClassifier()
DecisionTreeClassifier,0.9142,0.9186,0.9142,0.9035,0.9107,0.915,0.9107,0.9086,0.914,0.9185,0.914,0.9119,0.9682,not-balanced,100,10,8,4,761,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0087, 'anger': 0.0044, 'anticipation': 0.0064, 'trust': 0.006, 'surprise': 0.0048, 'sadness': 0.006, 'disgust': 0.0037, 'joy': 0.0102, 'a_score': 0.3708}",DecisionTreeClassifier()
RandomForestClassifier,0.9129,0.9186,0.9129,0.9014,0.9111,0.9172,0.9111,0.9086,0.914,0.9207,0.914,0.9115,0.9743,not-balanced,100,10,1,1,888,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0073, 'anger': 0.0038, 'anticipation': 0.0057, 'trust': 0.0057, 'surprise': 0.0054, 'sadness': 0.0069, 'disgust': 0.0049, 'joy': 0.0047, 'a_score': 0.365}",RandomForestClassifier()
DecisionTreeClassifier,0.9144,0.9193,0.9144,0.9035,0.9121,0.9168,0.9121,0.9099,0.914,0.9198,0.914,0.9117,0.9672,not-balanced,100,10,6,3,625,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0056, 'anger': 0.0035, 'anticipation': 0.0071, 'trust': 0.0051, 'surprise': 0.0044, 'sadness': 0.0065, 'disgust': 0.0047, 'joy': 0.0088, 'a_score': 0.3677}",DecisionTreeClassifier()
RandomForestClassifier,0.9123,0.9174,0.9123,0.9003,0.9127,0.918,0.9127,0.9106,0.914,0.9199,0.914,0.9117,0.9754,not-balanced,100,10,10,4,795,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0046, 'anger': 0.0033, 'anticipation': 0.0045, 'trust': 0.005, 'surprise': 0.0041, 'sadness': 0.0052, 'disgust': 0.007, 'joy': 0.0048, 'a_score': 0.3646}",RandomForestClassifier()
RandomForestClassifier,0.9099,0.9154,0.9099,0.8984,0.9144,0.9196,0.9144,0.9122,0.9139,0.9199,0.9139,0.9115,0.9736,not-balanced,100,10,5,4,922,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0055, 'anger': 0.0038, 'anticipation': 0.0054, 'trust': 0.0048, 'surprise': 0.0042, 'sadness': 0.0059, 'disgust': 0.005, 'joy': 0.0043, 'a_score': 0.3669}",RandomForestClassifier()
RandomForestClassifier,0.9149,0.9205,0.9149,0.9034,0.9098,0.916,0.9098,0.9073,0.9139,0.9203,0.9139,0.9114,0.9759,not-balanced,100,10,4,4,260,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0057, 'anger': 0.0034, 'anticipation': 0.004, 'trust': 0.004, 'surprise': 0.0044, 'sadness': 0.004, 'disgust': 0.0066, 'joy': 0.0046, 'a_score': 0.3645}",RandomForestClassifier()
RandomForestClassifier,0.9135,0.9189,0.9135,0.902,0.9126,0.9188,0.9126,0.9102,0.9139,0.9202,0.9139,0.9115,0.9744,not-balanced,100,10,1,4,61,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0051, 'anger': 0.0031, 'anticipation': 0.0042, 'trust': 0.0053, 'surprise': 0.0047, 'sadness': 0.0057, 'disgust': 0.0045, 'joy': 0.0099, 'a_score': 0.3625}",RandomForestClassifier()
RandomForestClassifier,0.9145,0.9207,0.9145,0.9031,0.9101,0.9159,0.9101,0.9076,0.9138,0.9203,0.9138,0.9114,0.9754,not-balanced,100,10,6,3,838,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0074, 'anger': 0.0038, 'anticipation': 0.0044, 'trust': 0.0046, 'surprise': 0.0058, 'sadness': 0.0087, 'disgust': 0.0041, 'joy': 0.0051, 'a_score': 0.3674}",RandomForestClassifier()
RandomForestClassifier,0.9123,0.9187,0.9123,0.9008,0.9147,0.9212,0.9147,0.9123,0.9138,0.9206,0.9138,0.9113,0.9756,not-balanced,100,10,4,1,817,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0049, 'anger': 0.0032, 'anticipation': 0.0043, 'trust': 0.0047, 'surprise': 0.0043, 'sadness': 0.0048, 'disgust': 0.0041, 'joy': 0.0037, 'a_score': 0.3662}",RandomForestClassifier()
RandomForestClassifier,0.9114,0.9164,0.9114,0.9008,0.9123,0.9174,0.9123,0.91,0.9138,0.9193,0.9138,0.9116,0.9757,not-balanced,100,10,5,5,993,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0049, 'anger': 0.0035, 'anticipation': 0.0056, 'trust': 0.0052, 'surprise': 0.0055, 'sadness': 0.0066, 'disgust': 0.0037, 'joy': 0.0082, 'a_score': 0.3749}",RandomForestClassifier()
RandomForestClassifier,0.9122,0.9177,0.9122,0.901,0.912,0.9166,0.912,0.9098,0.9137,0.9192,0.9137,0.9115,0.9744,not-balanced,100,10,8,2,237,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0058, 'anger': 0.0052, 'anticipation': 0.0048, 'trust': 0.0062, 'surprise': 0.0052, 'sadness': 0.0065, 'disgust': 0.004, 'joy': 0.0088, 'a_score': 0.3672}",RandomForestClassifier()
RandomForestClassifier,0.9155,0.921,0.9155,0.9046,0.9094,0.9147,0.9094,0.9071,0.9137,0.9197,0.9137,0.9114,0.9763,not-balanced,100,10,9,1,887,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0066, 'anger': 0.0041, 'anticipation': 0.0048, 'trust': 0.0064, 'surprise': 0.0046, 'sadness': 0.0076, 'disgust': 0.0045, 'joy': 0.0049, 'a_score': 0.3701}",RandomForestClassifier()
RandomForestClassifier,0.9168,0.9215,0.9168,0.906,0.9077,0.9125,0.9077,0.9054,0.9137,0.9188,0.9137,0.9115,0.9755,not-balanced,100,10,6,5,466,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0062, 'anger': 0.0055, 'anticipation': 0.0059, 'trust': 0.0054, 'surprise': 0.0035, 'sadness': 0.006, 'disgust': 0.0051, 'joy': 0.0082, 'a_score': 0.3707}",RandomForestClassifier()
DecisionTreeClassifier,0.9127,0.9182,0.9127,0.9012,0.9133,0.9184,0.9133,0.9112,0.9137,0.9196,0.9137,0.9114,0.9658,not-balanced,100,10,4,3,800,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0064, 'anger': 0.0036, 'anticipation': 0.0066, 'trust': 0.0069, 'surprise': 0.0045, 'sadness': 0.0063, 'disgust': 0.0044, 'joy': 0.0057, 'a_score': 0.3628}",DecisionTreeClassifier()
RandomForestClassifier,0.9114,0.9179,0.9114,0.8997,0.9147,0.9209,0.9147,0.9123,0.9136,0.9201,0.9136,0.9111,0.9753,not-balanced,100,10,1,2,817,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0053, 'anger': 0.0029, 'anticipation': 0.0045, 'trust': 0.0048, 'surprise': 0.0044, 'sadness': 0.005, 'disgust': 0.004, 'joy': 0.0032, 'a_score': 0.3667}",RandomForestClassifier()
DecisionTreeClassifier,0.912,0.9161,0.912,0.901,0.9131,0.9177,0.9131,0.9111,0.9135,0.9182,0.9135,0.9114,0.9665,not-balanced,100,10,3,5,353,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0045, 'anger': 0.0041, 'anticipation': 0.0084, 'trust': 0.0073, 'surprise': 0.0051, 'sadness': 0.007, 'disgust': 0.004, 'joy': 0.0099, 'a_score': 0.365}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9106,0.9167,0.9106,0.899,0.9177,0.9226,0.9177,0.9156,0.9135,0.9197,0.9135,0.9112,0.9662,not-balanced,100,10,1,1,124,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0052, 'anger': 0.0031, 'anticipation': 0.0052, 'trust': 0.0038, 'surprise': 0.0044, 'sadness': 0.0047, 'disgust': 0.0039, 'joy': 0.005, 'a_score': 0.3653}",DecisionTreeClassifier()
RandomForestClassifier,0.9111,0.9166,0.9111,0.8995,0.9137,0.9185,0.9137,0.9116,0.9135,0.9187,0.9135,0.9112,0.9743,not-balanced,100,10,9,5,346,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0056, 'anger': 0.0036, 'anticipation': 0.0053, 'trust': 0.006, 'surprise': 0.0043, 'sadness': 0.0056, 'disgust': 0.0044, 'joy': 0.0098, 'a_score': 0.3651}",RandomForestClassifier()
RandomForestClassifier,0.9124,0.9175,0.9124,0.9011,0.9112,0.9168,0.9112,0.9088,0.9135,0.9198,0.9135,0.911,0.9756,not-balanced,100,10,3,2,347,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.006, 'anger': 0.0042, 'anticipation': 0.0053, 'trust': 0.0043, 'surprise': 0.0046, 'sadness': 0.0071, 'disgust': 0.0044, 'joy': 0.0057, 'a_score': 0.3664}",RandomForestClassifier()
RandomForestClassifier,0.9127,0.9181,0.9127,0.9009,0.913,0.9191,0.913,0.9106,0.9135,0.9194,0.9135,0.9112,0.976,not-balanced,100,10,2,5,480,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0052, 'anger': 0.0035, 'anticipation': 0.0046, 'trust': 0.0047, 'surprise': 0.0037, 'sadness': 0.0049, 'disgust': 0.0038, 'joy': 0.0079, 'a_score': 0.3669}",RandomForestClassifier()
RandomForestClassifier,0.9132,0.919,0.9132,0.9026,0.9138,0.9196,0.9138,0.9113,0.9134,0.9199,0.9134,0.9109,0.9755,not-balanced,100,10,2,3,472,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.006, 'anger': 0.0032, 'anticipation': 0.0037, 'trust': 0.0052, 'surprise': 0.004, 'sadness': 0.0062, 'disgust': 0.0041, 'joy': 0.0044, 'a_score': 0.3704}",RandomForestClassifier()
DecisionTreeClassifier,0.9121,0.9163,0.9121,0.9011,0.9133,0.9179,0.9133,0.9113,0.9133,0.918,0.9133,0.9112,0.9668,not-balanced,100,10,8,3,353,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0045, 'anger': 0.0042, 'anticipation': 0.0078, 'trust': 0.0064, 'surprise': 0.0052, 'sadness': 0.007, 'disgust': 0.0043, 'joy': 0.0097, 'a_score': 0.3695}",DecisionTreeClassifier()
RandomForestClassifier,0.9146,0.9201,0.9146,0.9035,0.9102,0.9161,0.9102,0.9077,0.9133,0.9197,0.9133,0.9108,0.9758,not-balanced,100,10,5,3,291,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0074, 'anger': 0.0041, 'anticipation': 0.0042, 'trust': 0.0045, 'surprise': 0.0053, 'sadness': 0.0081, 'disgust': 0.005, 'joy': 0.0044, 'a_score': 0.3657}",RandomForestClassifier()
DecisionTreeClassifier,0.9121,0.9163,0.9121,0.9011,0.9131,0.9178,0.9131,0.9111,0.9133,0.918,0.9133,0.9111,0.9668,not-balanced,100,10,8,5,353,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0044, 'anger': 0.0043, 'anticipation': 0.0082, 'trust': 0.0077, 'surprise': 0.0051, 'sadness': 0.0061, 'disgust': 0.0038, 'joy': 0.009, 'a_score': 0.37}",DecisionTreeClassifier()
RandomForestClassifier,0.9114,0.9166,0.9114,0.8995,0.9122,0.9178,0.9122,0.91,0.9131,0.919,0.9131,0.9107,0.9738,not-balanced,100,10,10,3,823,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0054, 'anger': 0.0047, 'anticipation': 0.0042, 'trust': 0.0056, 'surprise': 0.004, 'sadness': 0.0069, 'disgust': 0.0052, 'joy': 0.0054, 'a_score': 0.3674}",RandomForestClassifier()
