Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
KNeighborsClassifier,0.8333,0.8445,0.8333,0.7503,0.8128,0.8344,0.8128,0.8179,0.819,0.8391,0.819,0.8238,0.9558,not-balanced,100,10,4,2,874,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0014, 'anger': -0.0002, 'anticipation': 0.0022, 'trust': 0.0024, 'surprise': 0.0007, 'sadness': 0.0057, 'disgust': 0.0013, 'joy': 0.003, 'a_score': 0.4005}",KNeighborsClassifier()
KNeighborsClassifier,0.8272,0.8309,0.8272,0.7201,0.806,0.8169,0.806,0.8,0.819,0.8278,0.819,0.8123,0.9566,not-balanced,100,10,7,1,445,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0074, 'anger': 0.003, 'anticipation': 0.0023, 'trust': 0.0053, 'surprise': 0.0007, 'sadness': 0.0067, 'disgust': 0.0008, 'joy': 0.0019, 'a_score': 0.3699}",KNeighborsClassifier()
KNeighborsClassifier,0.8282,0.8265,0.8282,0.7073,0.8139,0.8322,0.8139,0.819,0.8186,0.8366,0.8186,0.8235,0.9467,not-balanced,100,10,9,3,399,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0008, 'anger': 0.0007, 'anticipation': 0.0008, 'trust': -0.0002, 'surprise': 0.0018, 'sadness': 0.0021, 'disgust': -0.0009, 'joy': -0.0013, 'a_score': 0.4027}",KNeighborsClassifier()
KNeighborsClassifier,0.8385,0.8393,0.8385,0.7298,0.8163,0.8341,0.8163,0.8206,0.8186,0.8359,0.8186,0.8229,0.951,not-balanced,100,10,8,3,883,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0047, 'anger': 0.0007, 'anticipation': 0.0006, 'trust': -0.0003, 'surprise': -0.0012, 'sadness': -0.0004, 'disgust': 0.0023, 'joy': 0.0042, 'a_score': 0.3926}",KNeighborsClassifier()
KNeighborsClassifier,0.8263,0.8313,0.8263,0.7185,0.8156,0.8236,0.8156,0.808,0.8183,0.8264,0.8183,0.8107,0.9462,not-balanced,100,10,4,5,443,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0039, 'anger': 0.0009, 'anticipation': 0.001, 'trust': 0.0011, 'surprise': 0.0014, 'sadness': 0.0052, 'disgust': 0.0027, 'joy': 0.0033, 'a_score': 0.3658}",KNeighborsClassifier()
KNeighborsClassifier,0.8351,0.8462,0.8351,0.7539,0.8194,0.8266,0.8194,0.8128,0.8179,0.8265,0.8179,0.8111,0.9527,not-balanced,100,10,8,2,380,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0012, 'anger': -0.0, 'anticipation': 0.002, 'trust': 0.0022, 'surprise': 0.0002, 'sadness': 0.0044, 'disgust': 0.0001, 'joy': 0.0034, 'a_score': 0.3661}",KNeighborsClassifier()
KNeighborsClassifier,0.8345,0.8392,0.8345,0.7394,0.8125,0.8201,0.8125,0.8075,0.8173,0.8241,0.8173,0.8122,0.9342,not-balanced,100,10,7,5,82,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0029, 'anger': 0.0001, 'anticipation': 0.0015, 'trust': 0.0011, 'surprise': 0.0017, 'sadness': 0.0065, 'disgust': -0.001, 'joy': -0.0027, 'a_score': 0.3658}",KNeighborsClassifier()
KNeighborsClassifier,0.8296,0.8329,0.8296,0.7148,0.8117,0.8206,0.8117,0.8073,0.8169,0.8263,0.8169,0.8125,0.9531,not-balanced,100,10,4,4,329,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0009, 'anger': 0.0025, 'anticipation': -0.0004, 'trust': 0.0013, 'surprise': 0.0012, 'sadness': 0.0044, 'disgust': 0.0012, 'joy': 0.002, 'a_score': 0.3665}",KNeighborsClassifier()
KNeighborsClassifier,0.8385,0.8457,0.8385,0.7469,0.8058,0.8121,0.8058,0.7974,0.8155,0.822,0.8155,0.8072,0.9517,not-balanced,100,10,8,5,654,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0, 'anger': 0.0029, 'anticipation': 0.0001, 'trust': 0.0022, 'surprise': 0.0006, 'sadness': 0.004, 'disgust': 0.0024, 'joy': 0.0002, 'a_score': 0.3663}",KNeighborsClassifier()
KNeighborsClassifier,0.8385,0.8457,0.8385,0.7469,0.8058,0.8121,0.8058,0.7974,0.8155,0.822,0.8155,0.8072,0.9517,not-balanced,100,10,1,1,654,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0004, 'anger': 0.0036, 'anticipation': 0.001, 'trust': 0.0033, 'surprise': 0.002, 'sadness': 0.0035, 'disgust': 0.0021, 'joy': 0.0009, 'a_score': 0.3643}",KNeighborsClassifier()
KNeighborsClassifier,0.8357,0.8413,0.8357,0.7409,0.8099,0.8189,0.8099,0.8081,0.815,0.8237,0.815,0.8128,0.9447,not-balanced,100,10,5,5,66,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0053, 'anger': 0.0026, 'anticipation': 0.0021, 'trust': 0.0046, 'surprise': 0.0023, 'sadness': 0.006, 'disgust': 0.0029, 'joy': 0.0003, 'a_score': 0.3741}",KNeighborsClassifier()
KNeighborsClassifier,0.8324,0.8327,0.8324,0.7122,0.8082,0.8282,0.8082,0.8128,0.8148,0.8345,0.8148,0.8191,0.9545,not-balanced,100,10,2,1,330,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0006, 'anger': -0.0012, 'anticipation': 0.0016, 'trust': 0.0039, 'surprise': 0.0014, 'sadness': 0.0029, 'disgust': 0.0013, 'joy': 0.0037, 'a_score': 0.3957}",KNeighborsClassifier()
KNeighborsClassifier,0.8272,0.8364,0.8272,0.7483,0.807,0.8151,0.807,0.8008,0.8147,0.8227,0.8147,0.8088,0.9545,not-balanced,100,10,2,5,928,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0029, 'anger': -0.0, 'anticipation': 0.0013, 'trust': 0.0021, 'surprise': 0.0023, 'sadness': 0.0029, 'disgust': -0.0008, 'joy': -0.0012, 'a_score': 0.3631}",KNeighborsClassifier()
KNeighborsClassifier,0.8382,0.8432,0.8382,0.7403,0.8129,0.8213,0.8129,0.8051,0.8147,0.8235,0.8147,0.8068,0.95,not-balanced,100,10,10,2,167,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0011, 'anger': 0.0001, 'anticipation': 0.0016, 'trust': 0.0027, 'surprise': 0.0031, 'sadness': 0.0057, 'disgust': 0.0016, 'joy': 0.0035, 'a_score': 0.3626}",KNeighborsClassifier()
KNeighborsClassifier,0.8433,0.8579,0.8433,0.7777,0.8108,0.8346,0.8108,0.8165,0.8146,0.8369,0.8146,0.8198,0.9493,not-balanced,100,10,3,2,457,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0005, 'anger': 0.0017, 'anticipation': 0.0002, 'trust': 0.0019, 'surprise': 0.003, 'sadness': 0.0011, 'disgust': 0.0023, 'joy': 0.0041, 'a_score': 0.396}",KNeighborsClassifier()
KNeighborsClassifier,0.831,0.843,0.831,0.7481,0.8139,0.8368,0.8139,0.8191,0.8142,0.8377,0.8142,0.8194,0.9521,not-balanced,100,10,10,5,745,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0006, 'anger': 0.0008, 'anticipation': 0.0009, 'trust': 0.0058, 'surprise': 0.0007, 'sadness': 0.0012, 'disgust': 0.0017, 'joy': 0.0054, 'a_score': 0.3947}",KNeighborsClassifier()
KNeighborsClassifier,0.8286,0.8384,0.8286,0.7547,0.8062,0.835,0.8062,0.8121,0.8134,0.8397,0.8134,0.8189,0.9531,not-balanced,100,10,8,1,840,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0016, 'anger': 0.0018, 'anticipation': 0.0013, 'trust': 0.0034, 'surprise': 0.0034, 'sadness': 0.0052, 'disgust': 0.0013, 'joy': 0.0005, 'a_score': 0.3996}",KNeighborsClassifier()
KNeighborsClassifier,0.8307,0.84,0.8307,0.7532,0.8133,0.8382,0.8133,0.8187,0.8129,0.8364,0.8129,0.8179,0.9567,not-balanced,100,10,5,2,938,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0021, 'anger': 0.0029, 'anticipation': 0.0004, 'trust': 0.0006, 'surprise': 0.0032, 'sadness': 0.0079, 'disgust': -0.0001, 'joy': 0.0025, 'a_score': 0.3947}",KNeighborsClassifier()
KNeighborsClassifier,0.8216,0.8404,0.8216,0.7621,0.8079,0.8314,0.8079,0.8136,0.8128,0.8347,0.8128,0.8179,0.9528,not-balanced,100,10,2,2,644,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0015, 'anger': 0.0023, 'anticipation': 0.0017, 'trust': 0.001, 'surprise': 0.004, 'sadness': 0.0035, 'disgust': 0.0033, 'joy': -0.0002, 'a_score': 0.3984}",KNeighborsClassifier()
