Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
RandomForestClassifier,0.8468,0.8689,0.8468,0.7893,0.8454,0.8701,0.8454,0.8457,0.8541,0.8774,0.8541,0.8542,0.9616,not-balanced,100,10,6,5,220,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.009, 'anger': 0.0055, 'anticipation': 0.0082, 'trust': 0.011, 'surprise': 0.0084, 'sadness': 0.0073, 'disgust': 0.0062, 'joy': 0.0105, 'a_score': 0.4373}",RandomForestClassifier()
RandomForestClassifier,0.8457,0.8653,0.8457,0.7773,0.846,0.868,0.846,0.8459,0.8541,0.8762,0.8541,0.8543,0.9609,not-balanced,100,10,9,1,883,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0099, 'anger': 0.0077, 'anticipation': 0.0087, 'trust': 0.0112, 'surprise': 0.0067, 'sadness': 0.0098, 'disgust': 0.0058, 'joy': 0.0122, 'a_score': 0.4374}",RandomForestClassifier()
DecisionTreeClassifier,0.8447,0.8632,0.8447,0.787,0.8436,0.8673,0.8436,0.8442,0.8541,0.8757,0.8541,0.8542,0.9497,not-balanced,100,10,3,5,565,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0124, 'anger': 0.0059, 'anticipation': 0.0112, 'trust': 0.0102, 'surprise': 0.0075, 'sadness': 0.011, 'disgust': 0.0067, 'joy': 0.0098, 'a_score': 0.4394}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8447,0.854,0.8447,0.7527,0.8424,0.8605,0.8424,0.8422,0.8541,0.8715,0.8541,0.8542,0.9478,not-balanced,100,10,4,3,422,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0127, 'anger': 0.0075, 'anticipation': 0.0147, 'trust': 0.0125, 'surprise': 0.0082, 'sadness': 0.0139, 'disgust': 0.009, 'joy': 0.01, 'a_score': 0.4373}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8415,0.8575,0.8415,0.7744,0.8464,0.8608,0.8464,0.8465,0.8539,0.8689,0.8539,0.854,0.9483,not-balanced,100,10,3,1,782,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0156, 'anger': 0.0084, 'anticipation': 0.0123, 'trust': 0.0104, 'surprise': 0.0094, 'sadness': 0.0125, 'disgust': 0.0086, 'joy': 0.0107, 'a_score': 0.4375}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8461,0.8366,0.8461,0.7046,0.8407,0.8295,0.8407,0.83,0.8539,0.8452,0.8539,0.8444,0.948,not-balanced,100,10,8,3,146,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0142, 'anger': 0.0074, 'anticipation': 0.0113, 'trust': 0.0115, 'surprise': 0.0093, 'sadness': 0.0156, 'disgust': 0.0072, 'joy': 0.0124, 'a_score': 0.4083}",DecisionTreeClassifier()
RandomForestClassifier,0.843,0.8477,0.843,0.7351,0.8451,0.836,0.8451,0.8343,0.8539,0.8456,0.8539,0.8438,0.962,not-balanced,100,10,2,5,600,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.01, 'anger': 0.0051, 'anticipation': 0.0088, 'trust': 0.0101, 'surprise': 0.0063, 'sadness': 0.0106, 'disgust': 0.0054, 'joy': 0.0117, 'a_score': 0.4056}",RandomForestClassifier()
RandomForestClassifier,0.8426,0.8608,0.8426,0.781,0.846,0.8667,0.846,0.8464,0.8539,0.8737,0.8539,0.854,0.9617,not-balanced,100,10,2,2,517,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0106, 'anger': 0.0056, 'anticipation': 0.0093, 'trust': 0.0098, 'surprise': 0.0072, 'sadness': 0.0092, 'disgust': 0.0058, 'joy': 0.0111, 'a_score': 0.4351}",RandomForestClassifier()
RandomForestClassifier,0.8495,0.8694,0.8495,0.7919,0.8417,0.867,0.8417,0.8418,0.8539,0.8753,0.8539,0.8539,0.9631,not-balanced,100,10,7,3,707,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0108, 'anger': 0.0059, 'anticipation': 0.0082, 'trust': 0.0091, 'surprise': 0.0068, 'sadness': 0.0117, 'disgust': 0.0055, 'joy': 0.0092, 'a_score': 0.4407}",RandomForestClassifier()
RandomForestClassifier,0.8439,0.8595,0.8439,0.7682,0.8471,0.865,0.8471,0.8466,0.8539,0.872,0.8539,0.8536,0.9614,not-balanced,100,10,7,4,839,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0107, 'anger': 0.0068, 'anticipation': 0.0081, 'trust': 0.0105, 'surprise': 0.0073, 'sadness': 0.0104, 'disgust': 0.0064, 'joy': 0.0088, 'a_score': 0.4339}",RandomForestClassifier()
RandomForestClassifier,0.846,0.8565,0.846,0.755,0.8436,0.8699,0.8436,0.8435,0.8538,0.8782,0.8538,0.854,0.9627,not-balanced,100,10,9,3,953,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.011, 'anger': 0.0071, 'anticipation': 0.0078, 'trust': 0.0107, 'surprise': 0.0078, 'sadness': 0.0104, 'disgust': 0.0072, 'joy': 0.0071, 'a_score': 0.4422}",RandomForestClassifier()
DecisionTreeClassifier,0.8449,0.8622,0.8449,0.7818,0.8435,0.8562,0.8435,0.8436,0.8538,0.8671,0.8538,0.8536,0.9464,not-balanced,100,10,4,5,781,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0139, 'anger': 0.0077, 'anticipation': 0.0125, 'trust': 0.0088, 'surprise': 0.0088, 'sadness': 0.0142, 'disgust': 0.0077, 'joy': 0.0112, 'a_score': 0.4342}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8478,0.8661,0.8478,0.7863,0.8435,0.8603,0.8435,0.843,0.8538,0.8713,0.8538,0.8538,0.9484,not-balanced,100,10,3,4,403,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0123, 'anger': 0.0065, 'anticipation': 0.0116, 'trust': 0.012, 'surprise': 0.0111, 'sadness': 0.0131, 'disgust': 0.0086, 'joy': 0.0093, 'a_score': 0.4395}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8444,0.8624,0.8444,0.7808,0.8463,0.865,0.8463,0.8469,0.8538,0.8725,0.8538,0.8542,0.9455,not-balanced,100,10,2,4,703,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.012, 'anger': 0.0074, 'anticipation': 0.0128, 'trust': 0.0123, 'surprise': 0.008, 'sadness': 0.0112, 'disgust': 0.0097, 'joy': 0.0144, 'a_score': 0.4384}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8447,0.8418,0.8447,0.7128,0.8422,0.8311,0.8422,0.8296,0.8538,0.8443,0.8538,0.842,0.9482,not-balanced,100,10,2,1,608,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0128, 'anger': 0.0089, 'anticipation': 0.0102, 'trust': 0.0109, 'surprise': 0.0088, 'sadness': 0.0098, 'disgust': 0.0076, 'joy': 0.0086, 'a_score': 0.4083}",DecisionTreeClassifier()
RandomForestClassifier,0.8439,0.8465,0.8439,0.7325,0.8448,0.8353,0.8448,0.8341,0.8537,0.8451,0.8537,0.8435,0.9615,not-balanced,100,10,8,3,411,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0117, 'anger': 0.0052, 'anticipation': 0.0082, 'trust': 0.0091, 'surprise': 0.0087, 'sadness': 0.0107, 'disgust': 0.0087, 'joy': 0.0076, 'a_score': 0.4086}",RandomForestClassifier()
RandomForestClassifier,0.8445,0.835,0.8445,0.7012,0.844,0.8331,0.844,0.8336,0.8536,0.8453,0.8536,0.8441,0.9619,not-balanced,100,10,5,4,757,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0093, 'anger': 0.0064, 'anticipation': 0.0098, 'trust': 0.0097, 'surprise': 0.0068, 'sadness': 0.0094, 'disgust': 0.0064, 'joy': 0.0102, 'a_score': 0.4047}",RandomForestClassifier()
RandomForestClassifier,0.8497,0.8427,0.8497,0.7205,0.8417,0.8312,0.8417,0.8312,0.8536,0.8465,0.8536,0.8449,0.9626,not-balanced,100,10,9,4,660,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0103, 'anger': 0.0069, 'anticipation': 0.0101, 'trust': 0.0109, 'surprise': 0.007, 'sadness': 0.0108, 'disgust': 0.0066, 'joy': 0.0114, 'a_score': 0.411}",RandomForestClassifier()
DecisionTreeClassifier,0.8454,0.8466,0.8454,0.7317,0.8423,0.8308,0.8423,0.8305,0.8534,0.8445,0.8534,0.8423,0.9492,not-balanced,100,10,1,1,63,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0131, 'anger': 0.0077, 'anticipation': 0.0094, 'trust': 0.0113, 'surprise': 0.0093, 'sadness': 0.0138, 'disgust': 0.0093, 'joy': 0.0106, 'a_score': 0.4122}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8463,0.8361,0.8463,0.6992,0.842,0.829,0.842,0.8279,0.8534,0.8442,0.8534,0.841,0.9473,not-balanced,100,10,8,4,73,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0151, 'anger': 0.008, 'anticipation': 0.013, 'trust': 0.0155, 'surprise': 0.0093, 'sadness': 0.0142, 'disgust': 0.0065, 'joy': 0.0091, 'a_score': 0.4069}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8449,0.8431,0.8449,0.7263,0.842,0.8293,0.842,0.8308,0.8533,0.8447,0.8533,0.8437,0.9495,not-balanced,100,10,1,5,204,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0132, 'anger': 0.0085, 'anticipation': 0.0111, 'trust': 0.0119, 'surprise': 0.0108, 'sadness': 0.0159, 'disgust': 0.0074, 'joy': 0.0101, 'a_score': 0.4083}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8451,0.8627,0.8451,0.7816,0.8463,0.8627,0.8463,0.8465,0.8533,0.8692,0.8533,0.8533,0.9485,not-balanced,100,10,6,5,838,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0143, 'anger': 0.0067, 'anticipation': 0.0116, 'trust': 0.0114, 'surprise': 0.0093, 'sadness': 0.0112, 'disgust': 0.0066, 'joy': 0.0146, 'a_score': 0.4345}",DecisionTreeClassifier()
RandomForestClassifier,0.8459,0.8443,0.8459,0.7215,0.8448,0.835,0.8448,0.8344,0.8533,0.845,0.8533,0.8433,0.9626,not-balanced,100,10,9,2,800,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0096, 'anger': 0.0073, 'anticipation': 0.0088, 'trust': 0.0117, 'surprise': 0.0067, 'sadness': 0.0117, 'disgust': 0.0072, 'joy': 0.0089, 'a_score': 0.4077}",RandomForestClassifier()
RandomForestClassifier,0.8447,0.8686,0.8447,0.7878,0.8478,0.8724,0.8478,0.8482,0.8533,0.8785,0.8533,0.8536,0.9608,not-balanced,100,10,8,5,188,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0108, 'anger': 0.0072, 'anticipation': 0.0081, 'trust': 0.0098, 'surprise': 0.0068, 'sadness': 0.013, 'disgust': 0.0065, 'joy': 0.0091, 'a_score': 0.4406}",RandomForestClassifier()
RandomForestClassifier,0.8434,0.8461,0.8434,0.734,0.8447,0.8345,0.8447,0.8349,0.8533,0.8453,0.8533,0.8442,0.9621,not-balanced,100,10,5,5,275,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0108, 'anger': 0.0062, 'anticipation': 0.0084, 'trust': 0.0113, 'surprise': 0.007, 'sadness': 0.0105, 'disgust': 0.0052, 'joy': 0.0123, 'a_score': 0.4081}",RandomForestClassifier()
RandomForestClassifier,0.8492,0.8716,0.8492,0.7936,0.8474,0.8729,0.8474,0.8479,0.8532,0.8769,0.8532,0.8532,0.9627,not-balanced,100,10,6,2,119,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0112, 'anger': 0.0073, 'anticipation': 0.0077, 'trust': 0.0104, 'surprise': 0.007, 'sadness': 0.0114, 'disgust': 0.007, 'joy': 0.0068, 'a_score': 0.4419}",RandomForestClassifier()
DecisionTreeClassifier,0.8462,0.8605,0.8462,0.7829,0.8453,0.8593,0.8453,0.8452,0.8532,0.8662,0.8532,0.853,0.9502,not-balanced,100,10,10,5,695,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0158, 'anger': 0.0061, 'anticipation': 0.0105, 'trust': 0.013, 'surprise': 0.0092, 'sadness': 0.0179, 'disgust': 0.0079, 'joy': 0.0108, 'a_score': 0.4374}",DecisionTreeClassifier()
RandomForestClassifier,0.8411,0.8531,0.8411,0.7565,0.8492,0.8701,0.8492,0.8495,0.8531,0.8749,0.8531,0.8532,0.9609,not-balanced,100,10,1,2,842,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0108, 'anger': 0.007, 'anticipation': 0.009, 'trust': 0.0105, 'surprise': 0.0081, 'sadness': 0.0103, 'disgust': 0.0068, 'joy': 0.0099, 'a_score': 0.4363}",RandomForestClassifier()
RandomForestClassifier,0.8438,0.8566,0.8438,0.7611,0.8454,0.8688,0.8454,0.8454,0.8531,0.8744,0.8531,0.853,0.9611,not-balanced,100,10,8,4,9,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0094, 'anger': 0.0065, 'anticipation': 0.0085, 'trust': 0.0108, 'surprise': 0.0087, 'sadness': 0.0096, 'disgust': 0.0047, 'joy': 0.0076, 'a_score': 0.4393}",RandomForestClassifier()
RandomForestClassifier,0.8465,0.8416,0.8465,0.7101,0.8432,0.8327,0.8432,0.8324,0.853,0.8445,0.853,0.8427,0.9624,not-balanced,100,10,1,1,834,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0109, 'anger': 0.0066, 'anticipation': 0.0083, 'trust': 0.0116, 'surprise': 0.0079, 'sadness': 0.0108, 'disgust': 0.0075, 'joy': 0.0072, 'a_score': 0.4094}",RandomForestClassifier()
RandomForestClassifier,0.8454,0.8625,0.8454,0.782,0.8463,0.8649,0.8463,0.8463,0.853,0.8718,0.853,0.8532,0.9621,not-balanced,100,10,7,2,751,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0087, 'anger': 0.0068, 'anticipation': 0.0091, 'trust': 0.0102, 'surprise': 0.0078, 'sadness': 0.0101, 'disgust': 0.0066, 'joy': 0.0122, 'a_score': 0.4384}",RandomForestClassifier()
RandomForestClassifier,0.845,0.8669,0.845,0.7859,0.8502,0.8749,0.8502,0.8504,0.853,0.8768,0.853,0.8531,0.9617,not-balanced,100,10,10,2,328,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0098, 'anger': 0.0051, 'anticipation': 0.0077, 'trust': 0.0101, 'surprise': 0.007, 'sadness': 0.0096, 'disgust': 0.0063, 'joy': 0.0102, 'a_score': 0.4389}",RandomForestClassifier()
DecisionTreeClassifier,0.84,0.8578,0.84,0.7743,0.8476,0.8637,0.8476,0.8478,0.853,0.8708,0.853,0.8532,0.9451,not-balanced,100,10,5,2,302,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.014, 'anger': 0.0059, 'anticipation': 0.0119, 'trust': 0.0119, 'surprise': 0.0079, 'sadness': 0.0128, 'disgust': 0.008, 'joy': 0.0103, 'a_score': 0.4365}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8436,0.8317,0.8436,0.6852,0.8426,0.8306,0.8426,0.8301,0.8527,0.8433,0.8527,0.8418,0.9457,not-balanced,100,10,5,4,508,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0141, 'anger': 0.007, 'anticipation': 0.0099, 'trust': 0.0112, 'surprise': 0.0081, 'sadness': 0.0143, 'disgust': 0.0053, 'joy': 0.0078, 'a_score': 0.4082}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8452,0.8637,0.8452,0.7873,0.8454,0.8663,0.8454,0.8451,0.8526,0.872,0.8526,0.8525,0.9464,not-balanced,100,10,6,2,676,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0137, 'anger': 0.0073, 'anticipation': 0.0104, 'trust': 0.0078, 'surprise': 0.0094, 'sadness': 0.0148, 'disgust': 0.0076, 'joy': 0.0098, 'a_score': 0.4394}",DecisionTreeClassifier()
DecisionTreeClassifier,0.838,0.8533,0.838,0.769,0.8504,0.8654,0.8504,0.8508,0.8525,0.8677,0.8525,0.8527,0.9448,not-balanced,100,10,2,2,580,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0139, 'anger': 0.0076, 'anticipation': 0.0102, 'trust': 0.0119, 'surprise': 0.0097, 'sadness': 0.0138, 'disgust': 0.0078, 'joy': 0.0115, 'a_score': 0.431}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8443,0.8602,0.8443,0.7735,0.8435,0.861,0.8435,0.8434,0.8525,0.8702,0.8525,0.8525,0.9474,not-balanced,100,10,5,5,640,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0129, 'anger': 0.0078, 'anticipation': 0.0131, 'trust': 0.0101, 'surprise': 0.0082, 'sadness': 0.0141, 'disgust': 0.0069, 'joy': 0.0097, 'a_score': 0.4374}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8439,0.864,0.8439,0.781,0.8476,0.8705,0.8476,0.8478,0.8525,0.8746,0.8525,0.8525,0.9482,not-balanced,100,10,5,3,924,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0126, 'anger': 0.006, 'anticipation': 0.0101, 'trust': 0.0106, 'surprise': 0.0088, 'sadness': 0.0108, 'disgust': 0.0076, 'joy': 0.0102, 'a_score': 0.4375}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8467,0.8641,0.8467,0.7833,0.8429,0.8632,0.8429,0.8426,0.8525,0.8722,0.8525,0.8525,0.9482,not-balanced,100,10,7,1,853,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0125, 'anger': 0.0076, 'anticipation': 0.0109, 'trust': 0.0126, 'surprise': 0.0095, 'sadness': 0.0149, 'disgust': 0.006, 'joy': 0.01, 'a_score': 0.4412}",DecisionTreeClassifier()
DecisionTreeClassifier,0.845,0.8407,0.845,0.7158,0.8369,0.8251,0.8369,0.8255,0.8524,0.8429,0.8524,0.8422,0.9496,not-balanced,100,10,2,3,797,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0148, 'anger': 0.0078, 'anticipation': 0.0102, 'trust': 0.0116, 'surprise': 0.0083, 'sadness': 0.0136, 'disgust': 0.011, 'joy': 0.0091, 'a_score': 0.4138}",DecisionTreeClassifier()
DecisionTreeClassifier,0.846,0.8573,0.846,0.758,0.844,0.8651,0.844,0.8439,0.8524,0.8738,0.8524,0.8525,0.9477,not-balanced,100,10,2,5,898,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0127, 'anger': 0.0068, 'anticipation': 0.0121, 'trust': 0.0136, 'surprise': 0.0083, 'sadness': 0.0151, 'disgust': 0.0068, 'joy': 0.0112, 'a_score': 0.4375}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8499,0.844,0.8499,0.7182,0.8401,0.8314,0.8401,0.8307,0.8522,0.845,0.8522,0.8438,0.9497,not-balanced,100,10,3,3,332,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0115, 'anger': 0.0053, 'anticipation': 0.0115, 'trust': 0.0113, 'surprise': 0.0089, 'sadness': 0.0124, 'disgust': 0.0076, 'joy': 0.0106, 'a_score': 0.4145}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8414,0.8425,0.8414,0.7214,0.842,0.8295,0.842,0.8285,0.8521,0.8417,0.8521,0.8391,0.9462,not-balanced,100,10,8,5,848,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0117, 'anger': 0.0093, 'anticipation': 0.0114, 'trust': 0.0082, 'surprise': 0.0086, 'sadness': 0.0137, 'disgust': 0.008, 'joy': 0.0082, 'a_score': 0.4058}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8435,0.8587,0.8435,0.7703,0.8426,0.864,0.8426,0.8431,0.8521,0.8729,0.8521,0.8527,0.9473,not-balanced,100,10,6,1,498,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0109, 'anger': 0.0084, 'anticipation': 0.0093, 'trust': 0.0111, 'surprise': 0.0103, 'sadness': 0.0112, 'disgust': 0.0079, 'joy': 0.0106, 'a_score': 0.4429}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8418,0.84,0.8418,0.7138,0.8429,0.8313,0.8429,0.8317,0.8521,0.8429,0.8521,0.8418,0.9463,not-balanced,100,10,9,4,720,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0134, 'anger': 0.0067, 'anticipation': 0.0114, 'trust': 0.0145, 'surprise': 0.0101, 'sadness': 0.011, 'disgust': 0.006, 'joy': 0.0098, 'a_score': 0.4083}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8414,0.8603,0.8414,0.7794,0.8492,0.8686,0.8492,0.8501,0.8519,0.8703,0.8519,0.8525,0.9482,not-balanced,100,10,10,2,916,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0139, 'anger': 0.0064, 'anticipation': 0.0119, 'trust': 0.0116, 'surprise': 0.0113, 'sadness': 0.0131, 'disgust': 0.0078, 'joy': 0.012, 'a_score': 0.4376}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8423,0.8318,0.8423,0.6942,0.8424,0.8304,0.8424,0.8312,0.8518,0.8425,0.8518,0.8417,0.9469,not-balanced,100,10,7,5,757,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0121, 'anger': 0.007, 'anticipation': 0.0125, 'trust': 0.0112, 'surprise': 0.0074, 'sadness': 0.011, 'disgust': 0.0075, 'joy': 0.0136, 'a_score': 0.4102}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8422,0.8591,0.8422,0.775,0.846,0.8653,0.846,0.8465,0.8516,0.8695,0.8516,0.8517,0.9482,not-balanced,100,10,3,2,301,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0137, 'anger': 0.0085, 'anticipation': 0.011, 'trust': 0.008, 'surprise': 0.0094, 'sadness': 0.0126, 'disgust': 0.0082, 'joy': 0.008, 'a_score': 0.4346}",DecisionTreeClassifier()
DecisionTreeClassifier,0.846,0.8401,0.846,0.7111,0.8383,0.8236,0.8383,0.8247,0.8516,0.841,0.8516,0.8393,0.9494,not-balanced,100,10,6,4,519,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0118, 'anger': 0.0075, 'anticipation': 0.0121, 'trust': 0.012, 'surprise': 0.0081, 'sadness': 0.0128, 'disgust': 0.0087, 'joy': 0.0136, 'a_score': 0.4084}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8407,0.8365,0.8407,0.7154,0.8473,0.8354,0.8473,0.8367,0.8513,0.8429,0.8513,0.842,0.9472,not-balanced,100,10,9,5,310,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0124, 'anger': 0.0091, 'anticipation': 0.0107, 'trust': 0.0102, 'surprise': 0.0082, 'sadness': 0.0147, 'disgust': 0.0049, 'joy': 0.0099, 'a_score': 0.4083}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8455,0.8358,0.8455,0.7027,0.8402,0.8285,0.8402,0.8296,0.8513,0.842,0.8513,0.8422,0.9485,not-balanced,100,10,8,2,716,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0133, 'anger': 0.0073, 'anticipation': 0.0137, 'trust': 0.0139, 'surprise': 0.0099, 'sadness': 0.015, 'disgust': 0.0109, 'joy': 0.0125, 'a_score': 0.4124}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8445,0.8323,0.8445,0.6838,0.8416,0.8312,0.8416,0.8304,0.8512,0.8409,0.8512,0.8403,0.9449,not-balanced,100,10,9,1,226,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0132, 'anger': 0.006, 'anticipation': 0.0123, 'trust': 0.0106, 'surprise': 0.0094, 'sadness': 0.0132, 'disgust': 0.0072, 'joy': 0.0134, 'a_score': 0.4039}",DecisionTreeClassifier()
