Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Feat. Selec. Strategy,Features,Features Importance,Model
RandomForestClassifier,0.8416,0.8569,0.8416,0.7651,0.8473,0.8649,0.8473,0.847,0.8548,0.8736,0.8548,0.8548,0.9614,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.011, 'anger': 0.0065, 'anticipation': 0.0093, 'trust': 0.0112, 'surprise': 0.0078, 'sadness': 0.0096, 'disgust': 0.0102, 'joy': 0.0096, 'a_score': 0.4359}",RandomForestClassifier()
RandomForestClassifier,0.8444,0.8586,0.8444,0.7652,0.8451,0.8614,0.8451,0.8445,0.8547,0.8716,0.8547,0.8543,0.9609,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0106, 'anger': 0.0058, 'anticipation': 0.0097, 'trust': 0.0092, 'surprise': 0.008, 'sadness': 0.0118, 'disgust': 0.0093, 'joy': 0.0072, 'a_score': 0.4313}",RandomForestClassifier()
RandomForestClassifier,0.8461,0.8614,0.8461,0.778,0.8451,0.8592,0.8451,0.8447,0.8546,0.8696,0.8546,0.8544,0.9617,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0119, 'anger': 0.0058, 'anticipation': 0.0092, 'trust': 0.013, 'surprise': 0.0086, 'sadness': 0.0107, 'disgust': 0.0099, 'joy': 0.0117, 'a_score': 0.4319}",RandomForestClassifier()
RandomForestClassifier,0.8446,0.8577,0.8446,0.7658,0.8465,0.8611,0.8465,0.8461,0.8545,0.8697,0.8545,0.8542,0.962,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0119, 'anger': 0.006, 'anticipation': 0.0083, 'trust': 0.0108, 'surprise': 0.0082, 'sadness': 0.0104, 'disgust': 0.0087, 'joy': 0.0113, 'a_score': 0.4345}",RandomForestClassifier()
DecisionTreeClassifier,0.846,0.8343,0.846,0.6894,0.8417,0.83,0.8417,0.8283,0.8542,0.8453,0.8542,0.8421,0.9489,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0141, 'anger': 0.0074, 'anticipation': 0.0106, 'trust': 0.0074, 'surprise': 0.0071, 'sadness': 0.0132, 'disgust': 0.007, 'joy': 0.0071, 'a_score': 0.4114}",DecisionTreeClassifier()
RandomForestClassifier,0.8463,0.8618,0.8463,0.7788,0.845,0.861,0.845,0.8442,0.8541,0.8708,0.8541,0.8535,0.9618,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0112, 'anger': 0.0068, 'anticipation': 0.0079, 'trust': 0.0102, 'surprise': 0.0084, 'sadness': 0.0107, 'disgust': 0.0087, 'joy': 0.0068, 'a_score': 0.4351}",RandomForestClassifier()
DecisionTreeClassifier,0.8427,0.8435,0.8427,0.7153,0.8429,0.8585,0.8429,0.8419,0.854,0.8694,0.854,0.8535,0.9468,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0138, 'anger': 0.0079, 'anticipation': 0.0106, 'trust': 0.0091, 'surprise': 0.0067, 'sadness': 0.0119, 'disgust': 0.0068, 'joy': 0.0079, 'a_score': 0.436}",DecisionTreeClassifier()
RandomForestClassifier,0.841,0.8518,0.841,0.7499,0.8444,0.8312,0.8444,0.8308,0.8537,0.8438,0.8537,0.8414,0.961,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0132, 'anger': 0.007, 'anticipation': 0.0092, 'trust': 0.0101, 'surprise': 0.0075, 'sadness': 0.0105, 'disgust': 0.0095, 'joy': 0.0098, 'a_score': 0.4053}",RandomForestClassifier()
RandomForestClassifier,0.8441,0.8583,0.8441,0.7647,0.8453,0.8618,0.8453,0.8447,0.8535,0.8709,0.8535,0.8532,0.9617,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0125, 'anger': 0.0061, 'anticipation': 0.0083, 'trust': 0.0116, 'surprise': 0.0081, 'sadness': 0.0125, 'disgust': 0.0092, 'joy': 0.0072, 'a_score': 0.4323}",RandomForestClassifier()
RandomForestClassifier,0.8441,0.8609,0.8441,0.7767,0.8449,0.8611,0.8449,0.8447,0.853,0.8708,0.853,0.8531,0.9614,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0128, 'anger': 0.0057, 'anticipation': 0.0081, 'trust': 0.012, 'surprise': 0.0072, 'sadness': 0.0112, 'disgust': 0.0069, 'joy': 0.0105, 'a_score': 0.4381}",RandomForestClassifier()
