Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Feat. Selec. Strategy,Features,Features Importance,Model
RandomForestClassifier,0.851,0.861,0.851,0.8502,0.8519,0.8651,0.8519,0.8505,0.8563,0.8696,0.8563,0.8551,0.9463,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0122, 'anger': 0.0076, 'anticipation': 0.01, 'trust': 0.0102, 'surprise': 0.0071, 'sadness': 0.0153, 'disgust': 0.0084, 'joy': 0.0093, 'a_score': 0.3695}",RandomForestClassifier()
RandomForestClassifier,0.8524,0.8595,0.8524,0.8519,0.8513,0.8637,0.8513,0.8501,0.8562,0.8683,0.8562,0.8551,0.9485,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0114, 'anger': 0.0075, 'anticipation': 0.0082, 'trust': 0.0105, 'surprise': 0.0086, 'sadness': 0.0136, 'disgust': 0.0076, 'joy': 0.0094, 'a_score': 0.3716}",RandomForestClassifier()
DecisionTreeClassifier,0.8506,0.8603,0.8506,0.8496,0.852,0.8638,0.852,0.851,0.8558,0.8676,0.8558,0.8546,0.9343,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0111, 'anger': 0.0087, 'anticipation': 0.0093, 'trust': 0.0114, 'surprise': 0.0077, 'sadness': 0.0122, 'disgust': 0.0074, 'joy': 0.0092, 'a_score': 0.3695}",DecisionTreeClassifier()
RandomForestClassifier,0.8508,0.865,0.8508,0.8495,0.8513,0.8651,0.8513,0.8499,0.8555,0.8689,0.8555,0.8543,0.9464,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0116, 'anger': 0.0079, 'anticipation': 0.0083, 'trust': 0.01, 'surprise': 0.0076, 'sadness': 0.015, 'disgust': 0.0097, 'joy': 0.0103, 'a_score': 0.37}",RandomForestClassifier()
RandomForestClassifier,0.8505,0.8547,0.8505,0.8502,0.8537,0.8547,0.8537,0.8536,0.8549,0.856,0.8549,0.8548,0.9462,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0111, 'anger': 0.0081, 'anticipation': 0.007, 'trust': 0.0098, 'surprise': 0.0075, 'sadness': 0.0121, 'disgust': 0.0079, 'joy': 0.009, 'a_score': 0.3665}",RandomForestClassifier()
DecisionTreeClassifier,0.8487,0.8571,0.8487,0.8478,0.8518,0.8635,0.8518,0.8507,0.8548,0.8661,0.8548,0.8538,0.9356,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0117, 'anger': 0.0075, 'anticipation': 0.0107, 'trust': 0.0119, 'surprise': 0.0082, 'sadness': 0.0128, 'disgust': 0.0074, 'joy': 0.0082, 'a_score': 0.3712}",DecisionTreeClassifier()
RandomForestClassifier,0.8517,0.857,0.8517,0.8512,0.8527,0.8538,0.8527,0.8526,0.8547,0.856,0.8547,0.8546,0.9469,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0112, 'anger': 0.0096, 'anticipation': 0.0069, 'trust': 0.0097, 'surprise': 0.0078, 'sadness': 0.0127, 'disgust': 0.008, 'joy': 0.0072, 'a_score': 0.3691}",RandomForestClassifier()
RandomForestClassifier,0.8543,0.8571,0.8543,0.8541,0.8529,0.8539,0.8529,0.8529,0.8542,0.8553,0.8542,0.8541,0.9478,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0118, 'anger': 0.0079, 'anticipation': 0.0074, 'trust': 0.0086, 'surprise': 0.0087, 'sadness': 0.0131, 'disgust': 0.0082, 'joy': 0.008, 'a_score': 0.3672}",RandomForestClassifier()
RandomForestClassifier,0.8565,0.858,0.8565,0.8564,0.8539,0.8548,0.8539,0.8539,0.8534,0.8543,0.8534,0.8534,0.9484,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0118, 'anger': 0.0087, 'anticipation': 0.0076, 'trust': 0.0111, 'surprise': 0.0082, 'sadness': 0.0115, 'disgust': 0.0112, 'joy': 0.0076, 'a_score': 0.3665}",RandomForestClassifier()
DecisionTreeClassifier,0.854,0.8547,0.854,0.854,0.8515,0.8521,0.8515,0.8515,0.8533,0.8537,0.8533,0.8533,0.9354,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0117, 'anger': 0.009, 'anticipation': 0.0111, 'trust': 0.0119, 'surprise': 0.0081, 'sadness': 0.0124, 'disgust': 0.0082, 'joy': 0.0118, 'a_score': 0.3712}",DecisionTreeClassifier()
