Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Train MSE,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Val. MSE,Bal. Strategy,% of Features,% of Dataset,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
KNeighborsClassifier,0.897,0.9051,0.897,0.8867,0.0886,0.9114,0.9194,0.9114,0.9087,0.9085,0.9156,0.9085,0.9057,0.966,0.0915,not-balanced,70,80,10,8,3,228,kbest,"['fear', 'anticipation', 'trust', 'disgust', 'a_score']","{'fear': 0.002, 'anticipation': 0.0028, 'trust': 0.0017, 'disgust': 0.005, 'a_score': 0.3519}",KNeighborsClassifier()
KNeighborsClassifier,0.8981,0.906,0.8981,0.888,0.089,0.911,0.9194,0.911,0.908,0.9077,0.9163,0.9077,0.9047,0.9572,0.0923,not-balanced,70,80,10,7,5,887,kbest,"['fear', 'trust', 'surprise', 'disgust', 'a_score']","{'fear': 0.003, 'trust': 0.0028, 'surprise': 0.0048, 'disgust': 0.0021, 'a_score': 0.356}",KNeighborsClassifier()
KNeighborsClassifier,0.902,0.9097,0.902,0.8915,0.0872,0.9128,0.919,0.9128,0.9103,0.9071,0.9131,0.9071,0.9045,0.9664,0.0929,not-balanced,70,80,10,3,2,799,kbest,"['anger', 'trust', 'surprise', 'disgust', 'a_score']","{'anger': 0.0035, 'trust': 0.003, 'surprise': 0.0021, 'disgust': 0.0059, 'a_score': 0.3558}",KNeighborsClassifier()
KNeighborsClassifier,0.902,0.9097,0.902,0.8915,0.0872,0.9128,0.919,0.9128,0.9103,0.9071,0.9131,0.9071,0.9045,0.9664,0.0929,not-balanced,70,80,10,7,2,799,kbest,"['anger', 'trust', 'surprise', 'disgust', 'a_score']","{'anger': 0.003, 'trust': 0.0026, 'surprise': 0.0018, 'disgust': 0.0059, 'a_score': 0.3556}",KNeighborsClassifier()
KNeighborsClassifier,0.9053,0.9121,0.9053,0.8944,0.0916,0.9084,0.9149,0.9084,0.9057,0.9071,0.9137,0.9071,0.9044,0.9679,0.0929,not-balanced,70,80,10,8,4,192,kbest,"['fear', 'anticipation', 'trust', 'disgust', 'a_score']","{'fear': 0.0021, 'anticipation': 0.0022, 'trust': 0.0025, 'disgust': 0.006, 'a_score': 0.3582}",KNeighborsClassifier()
KNeighborsClassifier,0.9017,0.9099,0.9017,0.8912,0.0921,0.9079,0.9152,0.9079,0.9051,0.9069,0.9139,0.9069,0.9041,0.962,0.0931,not-balanced,70,80,10,7,3,497,kbest,"['fear', 'trust', 'surprise', 'disgust', 'a_score']","{'fear': 0.002, 'trust': 0.0026, 'surprise': 0.0023, 'disgust': 0.0055, 'a_score': 0.3562}",KNeighborsClassifier()
KNeighborsClassifier,0.901,0.9093,0.901,0.8902,0.0886,0.9114,0.9191,0.9114,0.9087,0.9066,0.9139,0.9066,0.9037,0.9695,0.0934,not-balanced,70,80,10,6,1,219,kbest,"['fear', 'trust', 'surprise', 'disgust', 'a_score']","{'fear': 0.0016, 'trust': 0.0027, 'surprise': 0.0045, 'disgust': 0.0027, 'a_score': 0.3562}",KNeighborsClassifier()
KNeighborsClassifier,0.8981,0.9073,0.8981,0.8889,0.0935,0.9065,0.9136,0.9065,0.9035,0.9059,0.9123,0.9059,0.9031,0.9555,0.0941,not-balanced,70,80,10,2,3,277,kbest,"['fear', 'trust', 'surprise', 'disgust', 'a_score']","{'fear': 0.0015, 'trust': 0.0031, 'surprise': 0.0021, 'disgust': 0.0027, 'a_score': 0.3584}",KNeighborsClassifier()
KNeighborsClassifier,0.901,0.907,0.901,0.8903,0.0918,0.9082,0.9134,0.9082,0.9056,0.9057,0.9111,0.9057,0.9031,0.9644,0.0943,not-balanced,70,80,10,3,1,697,kbest,"['fear', 'trust', 'surprise', 'disgust', 'a_score']","{'fear': 0.0035, 'trust': 0.0032, 'surprise': 0.0051, 'disgust': 0.0024, 'a_score': 0.3537}",KNeighborsClassifier()
KNeighborsClassifier,0.9002,0.9089,0.9002,0.8892,0.0928,0.9072,0.9133,0.9072,0.9046,0.9056,0.9114,0.9056,0.903,0.9624,0.0944,not-balanced,70,80,10,9,3,614,kbest,"['fear', 'trust', 'surprise', 'disgust', 'a_score']","{'fear': 0.0033, 'trust': 0.0038, 'surprise': 0.0049, 'disgust': 0.0056, 'a_score': 0.3578}",KNeighborsClassifier()
