Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Train MSE,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Val. MSE,Bal. Strategy,% of Features,% of Dataset,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
KNeighborsClassifier,0.8264,0.841,0.8264,0.8243,0.1494,0.8506,0.8522,0.8506,0.8505,0.8531,0.8546,0.8531,0.8529,0.9387,0.1469,not-balanced,60,80,10,8,1,219,kbest,"['fear', 'trust', 'a_score']","{'fear': 0.0054, 'trust': 0.0016, 'a_score': 0.3494}",KNeighborsClassifier()
KNeighborsClassifier,0.8446,0.8599,0.8446,0.843,0.1441,0.8559,0.8575,0.8559,0.8558,0.853,0.8545,0.853,0.8528,0.9331,0.147,not-balanced,50,80,10,10,1,296,kbest,"['fear', 'a_score']","{'fear': 0.0046, 'a_score': 0.3487}",KNeighborsClassifier()
KNeighborsClassifier,0.8267,0.8485,0.8267,0.8234,0.1475,0.8525,0.8538,0.8525,0.8523,0.853,0.8546,0.853,0.8529,0.9372,0.147,not-balanced,50,80,10,5,3,371,kbest,"['fear', 'a_score']","{'fear': 0.0046, 'a_score': 0.3498}",KNeighborsClassifier()
KNeighborsClassifier,0.832,0.8541,0.832,0.829,0.147,0.853,0.8544,0.853,0.8528,0.853,0.8545,0.853,0.8528,0.9353,0.147,not-balanced,50,80,10,10,2,66,kbest,"['fear', 'a_score']","{'fear': 0.0044, 'a_score': 0.3511}",KNeighborsClassifier()
KNeighborsClassifier,0.8285,0.856,0.8285,0.8251,0.1498,0.8502,0.8514,0.8502,0.8501,0.853,0.8545,0.853,0.8528,0.9307,0.147,not-balanced,50,80,10,1,2,591,kbest,"['fear', 'a_score']","{'fear': 0.0047, 'a_score': 0.355}",KNeighborsClassifier()
KNeighborsClassifier,0.8407,0.8497,0.8407,0.8397,0.1516,0.8484,0.8522,0.8484,0.8481,0.8528,0.8563,0.8528,0.8525,0.9353,0.1472,not-balanced,60,80,10,2,5,531,kbest,"['fear', 'trust', 'a_score']","{'fear': 0.0024, 'trust': -0.0001, 'a_score': 0.3519}",KNeighborsClassifier()
KNeighborsClassifier,0.8379,0.8488,0.8379,0.8368,0.1452,0.8548,0.8579,0.8548,0.8546,0.8527,0.8558,0.8527,0.8524,0.9351,0.1473,not-balanced,60,80,10,10,1,296,kbest,"['fear', 'trust', 'a_score']","{'fear': 0.0037, 'trust': -0.0015, 'a_score': 0.3472}",KNeighborsClassifier()
KNeighborsClassifier,0.8366,0.8483,0.8366,0.8352,0.1471,0.8529,0.886,0.8529,0.8496,0.8523,0.8859,0.8523,0.8491,0.9333,0.1477,not-balanced,50,80,10,2,4,778,kbest,"['fear', 'a_score']","{'fear': 0.0003, 'a_score': 0.358}",KNeighborsClassifier()
KNeighborsClassifier,0.8368,0.854,0.8368,0.8348,0.1442,0.8558,0.8878,0.8558,0.8527,0.8522,0.8858,0.8522,0.849,0.9356,0.1478,not-balanced,50,80,10,10,3,372,kbest,"['fear', 'a_score']","{'fear': 0.0004, 'a_score': 0.3547}",KNeighborsClassifier()
KNeighborsClassifier,0.8346,0.8529,0.8346,0.8322,0.1425,0.8575,0.889,0.8575,0.8546,0.8521,0.8859,0.8521,0.8489,0.9369,0.1479,not-balanced,50,80,10,3,3,863,kbest,"['fear', 'a_score']","{'fear': 0.0, 'a_score': 0.3542}",KNeighborsClassifier()
KNeighborsClassifier,0.8362,0.8566,0.8362,0.8339,0.1483,0.8517,0.8533,0.8517,0.8516,0.8518,0.8531,0.8518,0.8517,0.9316,0.1482,not-balanced,50,80,10,9,1,799,kbest,"['fear', 'a_score']","{'fear': 0.004, 'a_score': 0.3514}",KNeighborsClassifier()
KNeighborsClassifier,0.8341,0.8506,0.8341,0.8319,0.1443,0.8557,0.8873,0.8557,0.8528,0.8518,0.8849,0.8518,0.8487,0.9389,0.1482,not-balanced,60,80,10,4,4,442,kbest,"['fear', 'trust', 'a_score']","{'fear': 0.0005, 'trust': 0.0003, 'a_score': 0.3538}",KNeighborsClassifier()
KNeighborsClassifier,0.8273,0.8436,0.8273,0.825,0.1462,0.8538,0.8554,0.8538,0.8536,0.8518,0.8531,0.8518,0.8517,0.9348,0.1482,not-balanced,50,80,10,6,1,889,kbest,"['fear', 'a_score']","{'fear': 0.0064, 'a_score': 0.3508}",KNeighborsClassifier()
KNeighborsClassifier,0.8324,0.857,0.8324,0.8292,0.1503,0.8497,0.8512,0.8497,0.8496,0.8517,0.853,0.8517,0.8516,0.9375,0.1483,not-balanced,50,80,10,4,4,442,kbest,"['fear', 'a_score']","{'fear': 0.0064, 'a_score': 0.3509}",KNeighborsClassifier()
KNeighborsClassifier,0.8375,0.8516,0.8375,0.8357,0.1497,0.8503,0.8514,0.8503,0.8502,0.8514,0.8525,0.8514,0.8513,0.9334,0.1486,not-balanced,60,80,10,2,1,807,kbest,"['fear', 'trust', 'a_score']","{'fear': 0.0037, 'trust': -0.0, 'a_score': 0.3474}",KNeighborsClassifier()
KNeighborsClassifier,0.8494,0.8702,0.8494,0.8474,0.1462,0.8538,0.8847,0.8538,0.8509,0.8511,0.8832,0.8511,0.848,0.9338,0.1489,not-balanced,50,80,10,8,2,602,kbest,"['fear', 'a_score']","{'fear': 0.0008, 'a_score': 0.3577}",KNeighborsClassifier()
KNeighborsClassifier,0.8413,0.8534,0.8413,0.8396,0.1469,0.8531,0.8845,0.8531,0.85,0.8511,0.8832,0.8511,0.848,0.9373,0.1489,not-balanced,50,80,10,4,3,966,kbest,"['fear', 'a_score']","{'fear': 0.0007, 'a_score': 0.3565}",KNeighborsClassifier()
KNeighborsClassifier,0.8139,0.8409,0.8139,0.8098,0.1448,0.8552,0.8855,0.8552,0.8523,0.8511,0.8832,0.8511,0.848,0.9391,0.1489,not-balanced,50,80,10,8,4,15,kbest,"['fear', 'a_score']","{'fear': 0.001, 'a_score': 0.3555}",KNeighborsClassifier()
