Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Train MSE,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Val. MSE,Bal. Strategy,% of Features,% of Dataset,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
KNeighborsClassifier,0.8413,0.8523,0.8413,0.7335,0.3365,0.8531,0.8902,0.8531,0.8529,0.8522,0.889,0.8522,0.8514,0.9606,0.3322,not-balanced,60,80,10,9,3,258,kbest,"['trust', 'surprise', 'a_score']","{'trust': -0.0001, 'surprise': 0.0008, 'a_score': 0.4378}",KNeighborsClassifier()
KNeighborsClassifier,0.8222,0.8289,0.8222,0.6709,0.332,0.8568,0.8894,0.8568,0.8562,0.8515,0.8855,0.8515,0.8504,0.9602,0.3347,not-balanced,50,80,10,7,4,511,kbest,"['surprise', 'a_score']","{'surprise': 0.0011, 'a_score': 0.4331}",KNeighborsClassifier()
KNeighborsClassifier,0.8402,0.8594,0.8402,0.7394,0.3353,0.8522,0.8873,0.8522,0.8517,0.8514,0.8854,0.8514,0.8503,0.9523,0.3351,not-balanced,50,80,10,4,5,102,kbest,"['surprise', 'a_score']","{'surprise': 0.0002, 'a_score': 0.4343}",KNeighborsClassifier()
KNeighborsClassifier,0.8402,0.8594,0.8402,0.7394,0.3353,0.8522,0.8873,0.8522,0.8517,0.8514,0.8854,0.8514,0.8503,0.9523,0.3351,not-balanced,50,80,10,2,5,102,kbest,"['surprise', 'a_score']","{'surprise': 0.0006, 'a_score': 0.4315}",KNeighborsClassifier()
KNeighborsClassifier,0.8451,0.8466,0.8451,0.715,0.3301,0.8567,0.8899,0.8567,0.8564,0.8514,0.8854,0.8514,0.8503,0.945,0.3351,not-balanced,50,80,10,1,5,783,kbest,"['surprise', 'a_score']","{'surprise': 0.0017, 'a_score': 0.4319}",KNeighborsClassifier()
KNeighborsClassifier,0.8376,0.858,0.8376,0.7487,0.334,0.8528,0.8954,0.8528,0.8521,0.8514,0.8943,0.8514,0.8504,0.9549,0.3351,not-balanced,50,80,10,8,3,656,kbest,"['surprise', 'a_score']","{'surprise': 0.0, 'a_score': 0.4406}",KNeighborsClassifier()
KNeighborsClassifier,0.8404,0.8484,0.8404,0.709,0.342,0.8522,0.8964,0.8522,0.852,0.8513,0.8943,0.8513,0.8503,0.9613,0.3355,not-balanced,50,80,10,9,3,258,kbest,"['surprise', 'a_score']","{'surprise': 0.0, 'a_score': 0.4385}",KNeighborsClassifier()
KNeighborsClassifier,0.8381,0.848,0.8381,0.6911,0.332,0.8543,0.8961,0.8543,0.8535,0.8513,0.8943,0.8513,0.8503,0.9511,0.3355,not-balanced,50,80,10,8,5,735,kbest,"['surprise', 'a_score']","{'surprise': -0.0, 'a_score': 0.4398}",KNeighborsClassifier()
KNeighborsClassifier,0.8266,0.8396,0.8266,0.6839,0.3384,0.8549,0.8827,0.8549,0.8545,0.8513,0.882,0.8513,0.8503,0.96,0.3341,not-balanced,60,80,10,7,4,511,kbest,"['surprise', 'joy', 'a_score']","{'surprise': 0.0037, 'joy': 0.0038, 'a_score': 0.4325}",KNeighborsClassifier()
KNeighborsClassifier,0.8495,0.8613,0.8495,0.7237,0.3214,0.857,0.8877,0.857,0.8559,0.8512,0.8847,0.8512,0.8501,0.9515,0.336,not-balanced,50,80,10,9,2,972,kbest,"['surprise', 'a_score']","{'surprise': 0.0013, 'a_score': 0.435}",KNeighborsClassifier()
KNeighborsClassifier,0.849,0.8735,0.849,0.7727,0.3373,0.8553,0.898,0.8553,0.8556,0.8512,0.8937,0.8512,0.8502,0.9453,0.3356,not-balanced,50,80,10,7,3,264,kbest,"['sadness', 'a_score']","{'sadness': 0.0003, 'a_score': 0.4381}",KNeighborsClassifier()
KNeighborsClassifier,0.8353,0.8593,0.8353,0.7615,0.3496,0.8504,0.8761,0.8504,0.85,0.8512,0.8769,0.8512,0.8501,0.9507,0.3358,not-balanced,60,80,10,3,2,309,kbest,"['trust', 'surprise', 'a_score']","{'trust': 0.0005, 'surprise': 0.0005, 'a_score': 0.4293}",KNeighborsClassifier()
KNeighborsClassifier,0.8355,0.8598,0.8355,0.7554,0.3363,0.852,0.8785,0.852,0.8508,0.8511,0.8792,0.8511,0.8499,0.9493,0.3357,not-balanced,60,80,10,1,4,609,kbest,"['surprise', 'joy', 'a_score']","{'surprise': 0.0015, 'joy': 0.0018, 'a_score': 0.435}",KNeighborsClassifier()
KNeighborsClassifier,0.8505,0.8629,0.8505,0.75,0.3288,0.8526,0.8852,0.8526,0.8517,0.8511,0.8847,0.8511,0.8501,0.9531,0.3351,not-balanced,60,80,10,4,4,556,kbest,"['surprise', 'sadness', 'a_score']","{'surprise': 0.0015, 'sadness': 0.0008, 'a_score': 0.4351}",KNeighborsClassifier()
KNeighborsClassifier,0.8461,0.8741,0.8461,0.7732,0.3299,0.8526,0.8941,0.8526,0.8518,0.8511,0.8935,0.8511,0.8501,0.9544,0.3364,not-balanced,50,80,10,4,4,556,kbest,"['surprise', 'a_score']","{'surprise': -0.0001, 'a_score': 0.4399}",KNeighborsClassifier()
KNeighborsClassifier,0.8387,0.8568,0.8387,0.7392,0.3346,0.8544,0.8959,0.8544,0.854,0.8511,0.8935,0.8511,0.8501,0.9608,0.3364,not-balanced,50,80,10,1,3,192,kbest,"['surprise', 'a_score']","{'surprise': 0.0007, 'a_score': 0.4392}",KNeighborsClassifier()
KNeighborsClassifier,0.8214,0.8452,0.8214,0.706,0.3328,0.8564,0.8976,0.8564,0.856,0.8511,0.8936,0.8511,0.8501,0.9475,0.3361,not-balanced,50,80,10,6,4,207,kbest,"['sadness', 'a_score']","{'sadness': 0.0003, 'a_score': 0.4385}",KNeighborsClassifier()
KNeighborsClassifier,0.8237,0.8515,0.8237,0.7606,0.3275,0.8557,0.8876,0.8557,0.8552,0.851,0.885,0.851,0.8499,0.9456,0.3368,not-balanced,60,80,10,2,4,960,kbest,"['surprise', 'joy', 'a_score']","{'surprise': 0.0006, 'joy': 0.0012, 'a_score': 0.4318}",KNeighborsClassifier()
KNeighborsClassifier,0.8317,0.8437,0.8317,0.7103,0.3446,0.8511,0.8852,0.8511,0.8508,0.8507,0.8839,0.8507,0.8498,0.9608,0.3357,not-balanced,60,80,10,5,1,225,kbest,"['trust', 'surprise', 'a_score']","{'trust': 0.0002, 'surprise': 0.0025, 'a_score': 0.4358}",KNeighborsClassifier()
KNeighborsClassifier,0.8382,0.8514,0.8382,0.7298,0.3344,0.8537,0.8874,0.8537,0.8531,0.8507,0.8867,0.8507,0.8499,0.9524,0.3368,not-balanced,60,80,10,8,5,735,kbest,"['surprise', 'joy', 'a_score']","{'surprise': 0.0003, 'joy': 0.0018, 'a_score': 0.4384}",KNeighborsClassifier()
KNeighborsClassifier,0.8485,0.877,0.8485,0.7721,0.3312,0.8552,0.8952,0.8552,0.8551,0.8502,0.8909,0.8502,0.8495,0.9529,0.3366,not-balanced,50,80,10,2,2,223,kbest,"['sadness', 'a_score']","{'sadness': 0.0006, 'a_score': 0.437}",KNeighborsClassifier()
KNeighborsClassifier,0.8391,0.8508,0.8391,0.7128,0.3349,0.8539,0.8926,0.8539,0.853,0.8493,0.8889,0.8493,0.8485,0.9589,0.3436,not-balanced,50,80,10,10,2,44,kbest,"['trust', 'a_score']","{'trust': -0.0004, 'a_score': 0.4368}",KNeighborsClassifier()
KNeighborsClassifier,0.8377,0.8544,0.8377,0.6892,0.3451,0.8506,0.8393,0.8506,0.8357,0.8493,0.8395,0.8493,0.8354,0.9571,0.3432,not-balanced,50,80,10,6,3,7,kbest,"['sadness', 'a_score']","{'sadness': 0.005, 'a_score': 0.4005}",KNeighborsClassifier()
KNeighborsClassifier,0.8359,0.8502,0.8359,0.7308,0.3481,0.8493,0.8736,0.8493,0.8485,0.8486,0.8705,0.8486,0.8472,0.9567,0.3458,not-balanced,60,80,10,7,2,637,kbest,"['surprise', 'sadness', 'a_score']","{'surprise': 0.0024, 'sadness': -0.0018, 'a_score': 0.4291}",KNeighborsClassifier()
KNeighborsClassifier,0.8395,0.8402,0.8395,0.7115,0.3498,0.849,0.8792,0.849,0.8485,0.8481,0.8754,0.8481,0.847,0.9577,0.3479,not-balanced,50,80,10,7,2,637,kbest,"['sadness', 'a_score']","{'sadness': -0.0031, 'a_score': 0.43}",KNeighborsClassifier()
KNeighborsClassifier,0.8301,0.8502,0.8301,0.7194,0.3429,0.8479,0.8809,0.8479,0.8484,0.848,0.8817,0.848,0.8484,0.9467,0.3396,not-balanced,50,80,10,1,4,609,kbest,"['joy', 'a_score']","{'joy': 0.0029, 'a_score': 0.4412}",KNeighborsClassifier()
KNeighborsClassifier,0.8241,0.8435,0.8241,0.7284,0.3388,0.8544,0.8462,0.8544,0.8439,0.848,0.8413,0.848,0.8382,0.9535,0.347,not-balanced,60,80,10,3,4,638,kbest,"['trust', 'sadness', 'a_score']","{'trust': 0.0003, 'sadness': 0.0029, 'a_score': 0.3978}",KNeighborsClassifier()
KNeighborsClassifier,0.8273,0.8518,0.8273,0.7406,0.3533,0.8508,0.8791,0.8508,0.8505,0.848,0.875,0.848,0.8469,0.9488,0.3483,not-balanced,50,80,10,3,4,638,kbest,"['sadness', 'a_score']","{'sadness': -0.0024, 'a_score': 0.4273}",KNeighborsClassifier()
KNeighborsClassifier,0.844,0.8413,0.844,0.6833,0.3501,0.8507,0.8795,0.8507,0.8501,0.848,0.875,0.848,0.8469,0.9481,0.3483,not-balanced,50,80,10,1,1,489,kbest,"['sadness', 'a_score']","{'sadness': -0.0029, 'a_score': 0.4251}",KNeighborsClassifier()
KNeighborsClassifier,0.8463,0.8652,0.8463,0.7713,0.3411,0.8514,0.8767,0.8514,0.8513,0.8476,0.8729,0.8476,0.8469,0.9589,0.3406,not-balanced,60,80,10,2,2,223,kbest,"['trust', 'sadness', 'a_score']","{'trust': 0.0012, 'sadness': 0.0026, 'a_score': 0.4316}",KNeighborsClassifier()
KNeighborsClassifier,0.8336,0.8493,0.8336,0.7253,0.342,0.8518,0.84,0.8518,0.8364,0.8476,0.8356,0.8476,0.8321,0.9609,0.3508,not-balanced,60,80,10,10,3,745,kbest,"['trust', 'surprise', 'a_score']","{'trust': 0.0015, 'surprise': 0.0005, 'a_score': 0.3932}",KNeighborsClassifier()
KNeighborsClassifier,0.8388,0.8568,0.8388,0.7214,0.3542,0.8499,0.835,0.8499,0.8218,0.8474,0.8407,0.8474,0.8204,0.9522,0.3512,not-balanced,50,80,10,7,1,464,kbest,"['trust', 'a_score']","{'trust': 0.0011, 'a_score': 0.384}",KNeighborsClassifier()
KNeighborsClassifier,0.8388,0.8568,0.8388,0.7214,0.3542,0.8499,0.835,0.8499,0.8218,0.8474,0.8407,0.8474,0.8204,0.9522,0.3512,not-balanced,50,80,10,5,3,464,kbest,"['trust', 'a_score']","{'trust': 0.0013, 'a_score': 0.3845}",KNeighborsClassifier()
KNeighborsClassifier,0.8362,0.8411,0.8362,0.7006,0.3483,0.8513,0.8402,0.8513,0.8387,0.8468,0.8372,0.8468,0.8346,0.9439,0.3518,not-balanced,60,80,10,8,2,265,kbest,"['trust', 'surprise', 'a_score']","{'trust': 0.0023, 'surprise': 0.001, 'a_score': 0.3967}",KNeighborsClassifier()
KNeighborsClassifier,0.8413,0.8558,0.8413,0.7302,0.3454,0.8513,0.8398,0.8513,0.8381,0.8466,0.835,0.8466,0.833,0.9504,0.352,not-balanced,60,80,10,5,3,464,kbest,"['trust', 'surprise', 'a_score']","{'trust': 0.0017, 'surprise': -0.0007, 'a_score': 0.3946}",KNeighborsClassifier()
KNeighborsClassifier,0.8385,0.8476,0.8385,0.7082,0.3468,0.8489,0.8369,0.8489,0.8343,0.8466,0.8362,0.8466,0.8329,0.9585,0.3458,not-balanced,60,80,10,6,3,7,kbest,"['surprise', 'sadness', 'a_score']","{'surprise': 0.0005, 'sadness': 0.0047, 'a_score': 0.3973}",KNeighborsClassifier()
KNeighborsClassifier,0.8413,0.8558,0.8413,0.7302,0.3454,0.8513,0.8398,0.8513,0.8381,0.8466,0.835,0.8466,0.833,0.9504,0.352,not-balanced,60,80,10,7,1,464,kbest,"['trust', 'surprise', 'a_score']","{'trust': 0.0018, 'surprise': -0.0, 'a_score': 0.3947}",KNeighborsClassifier()
KNeighborsClassifier,0.8356,0.8475,0.8356,0.731,0.3487,0.8519,0.8389,0.8519,0.823,0.8466,0.8401,0.8466,0.8184,0.9549,0.3536,not-balanced,60,80,10,1,5,783,kbest,"['trust', 'surprise', 'a_score']","{'trust': 0.0015, 'surprise': 0.0004, 'a_score': 0.3814}",KNeighborsClassifier()
KNeighborsClassifier,0.8152,0.8408,0.8152,0.7326,0.3282,0.8504,0.8738,0.8504,0.851,0.8466,0.8717,0.8466,0.8471,0.9589,0.3393,not-balanced,60,80,10,2,3,445,kbest,"['surprise', 'sadness', 'a_score']","{'surprise': 0.0031, 'sadness': 0.0026, 'a_score': 0.4307}",KNeighborsClassifier()
KNeighborsClassifier,0.8484,0.8504,0.8484,0.7075,0.3656,0.8467,0.8284,0.8467,0.8263,0.8465,0.831,0.8465,0.8276,0.9404,0.3556,not-balanced,60,80,10,3,5,605,kbest,"['trust', 'surprise', 'a_score']","{'trust': 0.0023, 'surprise': 0.0012, 'a_score': 0.3925}",KNeighborsClassifier()
KNeighborsClassifier,0.8456,0.849,0.8456,0.699,0.346,0.849,0.8708,0.849,0.8488,0.8463,0.8669,0.8463,0.8456,0.9579,0.3477,not-balanced,60,80,10,1,1,489,kbest,"['surprise', 'sadness', 'a_score']","{'surprise': 0.0026, 'sadness': -0.0008, 'a_score': 0.4266}",KNeighborsClassifier()
KNeighborsClassifier,0.8395,0.8457,0.8395,0.7079,0.3366,0.8513,0.8803,0.8513,0.852,0.8462,0.8762,0.8462,0.8461,0.9595,0.3392,not-balanced,60,80,10,5,5,323,kbest,"['surprise', 'sadness', 'a_score']","{'surprise': 0.0038, 'sadness': 0.0008, 'a_score': 0.4325}",KNeighborsClassifier()
KNeighborsClassifier,0.8364,0.8392,0.8364,0.6939,0.3505,0.8501,0.8386,0.8501,0.8372,0.846,0.8345,0.846,0.8326,0.9608,0.3565,not-balanced,60,80,10,6,5,869,kbest,"['trust', 'surprise', 'a_score']","{'trust': 0.003, 'surprise': 0.0004, 'a_score': 0.3959}",KNeighborsClassifier()
KNeighborsClassifier,0.84,0.8528,0.84,0.7331,0.3362,0.8501,0.8715,0.8501,0.8498,0.8456,0.8688,0.8456,0.8453,0.9421,0.3402,not-balanced,60,80,10,5,4,132,kbest,"['surprise', 'joy', 'a_score']","{'surprise': 0.0045, 'joy': 0.0033, 'a_score': 0.4276}",KNeighborsClassifier()
KNeighborsClassifier,0.8449,0.8479,0.8449,0.7069,0.3253,0.8528,0.881,0.8528,0.8525,0.8453,0.8756,0.8453,0.845,0.9481,0.3409,not-balanced,60,80,10,9,2,972,kbest,"['surprise', 'joy', 'a_score']","{'surprise': 0.0038, 'joy': 0.0009, 'a_score': 0.4306}",KNeighborsClassifier()
KNeighborsClassifier,0.841,0.8526,0.841,0.7418,0.3399,0.847,0.8768,0.847,0.8478,0.8452,0.8754,0.8452,0.8458,0.9599,0.3432,not-balanced,60,80,10,8,3,656,kbest,"['surprise', 'sadness', 'a_score']","{'surprise': 0.0002, 'sadness': 0.0012, 'a_score': 0.4319}",KNeighborsClassifier()
KNeighborsClassifier,0.8463,0.8596,0.8463,0.7357,0.3532,0.8481,0.7912,0.8481,0.8166,0.845,0.7871,0.845,0.8128,0.956,0.3606,not-balanced,50,80,10,9,4,962,kbest,"['surprise', 'a_score']","{'surprise': 0.0001, 'a_score': 0.385}",KNeighborsClassifier()
KNeighborsClassifier,0.835,0.8446,0.835,0.7246,0.3581,0.8465,0.7887,0.8465,0.8145,0.845,0.7871,0.845,0.8128,0.9555,0.3606,not-balanced,50,80,10,8,1,765,kbest,"['surprise', 'a_score']","{'surprise': 0.0001, 'a_score': 0.3843}",KNeighborsClassifier()
KNeighborsClassifier,0.8396,0.8601,0.8396,0.7585,0.3426,0.848,0.8742,0.848,0.8493,0.845,0.8698,0.845,0.8456,0.955,0.3434,not-balanced,60,80,10,2,1,101,kbest,"['surprise', 'sadness', 'a_score']","{'surprise': 0.0029, 'sadness': 0.0021, 'a_score': 0.4279}",KNeighborsClassifier()
