Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Feat. Selec. Strategy,Features,Features Importance,Model
DecisionTreeClassifier,0.9133,0.9199,0.9133,0.9018,0.9138,0.92,0.9138,0.9114,0.9154,0.9225,0.9154,0.913,0.9678,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0045, 'anger': 0.0035, 'anticipation': 0.0072, 'trust': 0.0044, 'surprise': 0.0039, 'sadness': 0.0053, 'disgust': 0.0037, 'joy': 0.0046, 'a_score': 0.3641}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9147,0.921,0.9147,0.9034,0.9122,0.9182,0.9122,0.9098,0.9153,0.922,0.9153,0.9128,0.9693,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0051, 'anger': 0.0042, 'anticipation': 0.0073, 'trust': 0.004, 'surprise': 0.0044, 'sadness': 0.0064, 'disgust': 0.0038, 'joy': 0.0047, 'a_score': 0.3657}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9124,0.9192,0.9124,0.9006,0.9132,0.9193,0.9132,0.9108,0.9153,0.9224,0.9153,0.9129,0.9678,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0052, 'anger': 0.0037, 'anticipation': 0.0056, 'trust': 0.0054, 'surprise': 0.0046, 'sadness': 0.0066, 'disgust': 0.0038, 'joy': 0.0054, 'a_score': 0.3635}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9125,0.9186,0.9125,0.901,0.9134,0.9195,0.9134,0.911,0.9153,0.9221,0.9153,0.9129,0.9691,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0063, 'anger': 0.0035, 'anticipation': 0.0069, 'trust': 0.0038, 'surprise': 0.0038, 'sadness': 0.0073, 'disgust': 0.0033, 'joy': 0.0047, 'a_score': 0.3647}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9119,0.918,0.9119,0.9003,0.9127,0.9187,0.9127,0.9103,0.9151,0.9219,0.9151,0.9127,0.9671,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0052, 'anger': 0.004, 'anticipation': 0.0064, 'trust': 0.0044, 'surprise': 0.0044, 'sadness': 0.0065, 'disgust': 0.0041, 'joy': 0.0045, 'a_score': 0.3643}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9126,0.9191,0.9126,0.901,0.913,0.9189,0.913,0.9106,0.9151,0.9222,0.9151,0.9127,0.9679,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0045, 'anger': 0.0038, 'anticipation': 0.0062, 'trust': 0.0044, 'surprise': 0.0044, 'sadness': 0.0055, 'disgust': 0.0033, 'joy': 0.0051, 'a_score': 0.3667}",DecisionTreeClassifier()
RandomForestClassifier,0.9089,0.9147,0.9089,0.8969,0.9137,0.9198,0.9137,0.9113,0.9149,0.9212,0.9149,0.9126,0.9746,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0044, 'anger': 0.0034, 'anticipation': 0.0042, 'trust': 0.005, 'surprise': 0.004, 'sadness': 0.005, 'disgust': 0.0038, 'joy': 0.0042, 'a_score': 0.3626}",RandomForestClassifier()
DecisionTreeClassifier,0.9126,0.9191,0.9126,0.901,0.9124,0.9184,0.9124,0.91,0.9147,0.9213,0.9147,0.9123,0.9678,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0046, 'anger': 0.0027, 'anticipation': 0.0067, 'trust': 0.005, 'surprise': 0.0043, 'sadness': 0.0055, 'disgust': 0.0038, 'joy': 0.0052, 'a_score': 0.365}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9127,0.9191,0.9127,0.9011,0.9135,0.9195,0.9135,0.9111,0.9147,0.9217,0.9147,0.9122,0.9692,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0047, 'anger': 0.0039, 'anticipation': 0.0055, 'trust': 0.0048, 'surprise': 0.0049, 'sadness': 0.0061, 'disgust': 0.0036, 'joy': 0.005, 'a_score': 0.3637}",DecisionTreeClassifier()
RandomForestClassifier,0.9109,0.9173,0.9109,0.899,0.9139,0.9207,0.9139,0.9114,0.9147,0.9217,0.9147,0.9122,0.9749,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0042, 'anger': 0.0036, 'anticipation': 0.0041, 'trust': 0.0045, 'surprise': 0.0038, 'sadness': 0.0055, 'disgust': 0.0038, 'joy': 0.004, 'a_score': 0.3653}",RandomForestClassifier()
