Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Feat. Selec. Strategy,Features,Features Importance,Model
DecisionTreeClassifier,0.9159,0.9195,0.9159,0.9055,0.9145,0.9186,0.9145,0.9126,0.9126,0.9167,0.9126,0.9106,0.9621,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.011, 'anger': 0.0073, 'anticipation': 0.005, 'trust': 0.0078, 'surprise': 0.005, 'sadness': 0.0182, 'disgust': 0.008, 'joy': 0.006, 'a_score': 0.373}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9139,0.9171,0.9139,0.9034,0.9138,0.9177,0.9138,0.9119,0.9123,0.9164,0.9123,0.9103,0.9634,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0091, 'anger': 0.0066, 'anticipation': 0.0075, 'trust': 0.0073, 'surprise': 0.0059, 'sadness': 0.0165, 'disgust': 0.0088, 'joy': 0.0049, 'a_score': 0.3734}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9167,0.9203,0.9167,0.9065,0.9129,0.9162,0.9129,0.9111,0.9119,0.9154,0.9119,0.91,0.9653,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0113, 'anger': 0.0048, 'anticipation': 0.0054, 'trust': 0.0071, 'surprise': 0.0043, 'sadness': 0.0188, 'disgust': 0.0093, 'joy': 0.0048, 'a_score': 0.3726}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9127,0.9159,0.9127,0.902,0.9114,0.9148,0.9114,0.9096,0.9115,0.9152,0.9115,0.9095,0.9621,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0091, 'anger': 0.0064, 'anticipation': 0.0056, 'trust': 0.0083, 'surprise': 0.0048, 'sadness': 0.0178, 'disgust': 0.0065, 'joy': 0.0041, 'a_score': 0.3722}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9205,0.9237,0.9205,0.9109,0.9107,0.914,0.9107,0.9088,0.911,0.9145,0.911,0.9091,0.9646,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0074, 'anger': 0.007, 'anticipation': 0.0075, 'trust': 0.0087, 'surprise': 0.0034, 'sadness': 0.0183, 'disgust': 0.0101, 'joy': 0.0053, 'a_score': 0.3746}",DecisionTreeClassifier()
DecisionTreeClassifier,0.915,0.9187,0.915,0.9045,0.9125,0.9159,0.9125,0.9107,0.9108,0.9141,0.9108,0.9089,0.9641,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0088, 'anger': 0.0055, 'anticipation': 0.0067, 'trust': 0.0088, 'surprise': 0.0052, 'sadness': 0.0171, 'disgust': 0.0074, 'joy': 0.0036, 'a_score': 0.3726}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9144,0.9179,0.9144,0.9039,0.9121,0.9156,0.9121,0.9103,0.9107,0.9142,0.9107,0.9087,0.9639,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0086, 'anger': 0.0046, 'anticipation': 0.0078, 'trust': 0.0068, 'surprise': 0.0056, 'sadness': 0.0175, 'disgust': 0.0079, 'joy': 0.0045, 'a_score': 0.3722}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9182,0.9215,0.9182,0.9082,0.9118,0.9149,0.9118,0.91,0.9107,0.9138,0.9107,0.9088,0.9655,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0091, 'anger': 0.0063, 'anticipation': 0.0073, 'trust': 0.0081, 'surprise': 0.0059, 'sadness': 0.0181, 'disgust': 0.0088, 'joy': 0.0049, 'a_score': 0.3727}",DecisionTreeClassifier()
RandomForestClassifier,0.9134,0.9177,0.9134,0.9028,0.9114,0.9161,0.9114,0.9092,0.9106,0.9165,0.9106,0.9081,0.9751,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0058, 'anger': 0.0023, 'anticipation': 0.0052, 'trust': 0.0076, 'surprise': 0.008, 'sadness': 0.0079, 'disgust': 0.0084, 'joy': 0.007, 'a_score': 0.3651}",RandomForestClassifier()
DecisionTreeClassifier,0.9195,0.9232,0.9195,0.9097,0.9114,0.9144,0.9114,0.9096,0.9103,0.9135,0.9103,0.9084,0.9678,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0104, 'anger': 0.0058, 'anticipation': 0.0058, 'trust': 0.0079, 'surprise': 0.0069, 'sadness': 0.0153, 'disgust': 0.0079, 'joy': 0.0045, 'a_score': 0.3754}",DecisionTreeClassifier()
