Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Train MSE,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Val. MSE,Bal. Strategy,% of Features,% of Dataset,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
KNeighborsClassifier,0.8374,0.8467,0.8374,0.8363,0.1475,0.8525,0.8569,0.8525,0.8522,0.8564,0.8602,0.8564,0.8561,0.9321,0.1436,not-balanced,60,50,10,6,2,894,kbest,"['fear', 'trust', 'a_score']","{'fear': 0.0027, 'trust': -0.0017, 'a_score': 0.3552}",KNeighborsClassifier()
KNeighborsClassifier,0.8396,0.8518,0.8396,0.8382,0.1469,0.8531,0.8565,0.8531,0.8527,0.8563,0.8599,0.8563,0.856,0.9373,0.1437,not-balanced,60,50,10,8,3,710,kbest,"['fear', 'trust', 'a_score']","{'fear': 0.0011, 'trust': -0.0007, 'a_score': 0.3522}",KNeighborsClassifier()
KNeighborsClassifier,0.8259,0.843,0.8259,0.8234,0.1499,0.8501,0.8533,0.8501,0.8499,0.8557,0.8583,0.8557,0.8555,0.9284,0.1443,not-balanced,60,50,10,10,4,120,kbest,"['fear', 'trust', 'a_score']","{'fear': 0.0012, 'trust': 0.0007, 'a_score': 0.3512}",KNeighborsClassifier()
KNeighborsClassifier,0.8379,0.8458,0.8379,0.8368,0.1494,0.8506,0.8543,0.8506,0.8502,0.8556,0.8592,0.8556,0.8553,0.9341,0.1444,not-balanced,60,50,10,9,4,311,kbest,"['fear', 'trust', 'a_score']","{'fear': 0.002, 'trust': 0.0003, 'a_score': 0.3544}",KNeighborsClassifier()
KNeighborsClassifier,0.8388,0.8612,0.8388,0.8361,0.1499,0.8501,0.8527,0.8501,0.8498,0.8552,0.8579,0.8552,0.855,0.9307,0.1448,not-balanced,50,50,10,5,5,895,kbest,"['trust', 'a_score']","{'trust': 0.0006, 'a_score': 0.3526}",KNeighborsClassifier()
KNeighborsClassifier,0.8407,0.8543,0.8407,0.8391,0.1437,0.8563,0.8589,0.8563,0.8561,0.855,0.858,0.855,0.8547,0.9244,0.145,not-balanced,60,50,10,10,3,584,kbest,"['fear', 'trust', 'a_score']","{'fear': 0.0026, 'trust': 0.0015, 'a_score': 0.3501}",KNeighborsClassifier()
KNeighborsClassifier,0.8398,0.856,0.8398,0.8378,0.1499,0.8501,0.885,0.8501,0.8471,0.855,0.8877,0.855,0.852,0.9407,0.145,not-balanced,50,50,10,6,2,894,kbest,"['fear', 'a_score']","{'fear': 0.0001, 'a_score': 0.357}",KNeighborsClassifier()
KNeighborsClassifier,0.833,0.8454,0.833,0.8313,0.146,0.854,0.8867,0.854,0.8511,0.8549,0.8875,0.8549,0.8519,0.9422,0.1451,not-balanced,50,50,10,1,3,764,kbest,"['fear', 'a_score']","{'fear': 0.0003, 'a_score': 0.3517}",KNeighborsClassifier()
KNeighborsClassifier,0.8342,0.8475,0.8342,0.8325,0.1521,0.8479,0.8832,0.8479,0.8446,0.8549,0.8875,0.8549,0.8519,0.9414,0.1451,not-balanced,50,50,10,7,5,570,kbest,"['fear', 'a_score']","{'fear': 0.0004, 'a_score': 0.3587}",KNeighborsClassifier()
KNeighborsClassifier,0.8426,0.8558,0.8426,0.8411,0.1494,0.8506,0.8853,0.8506,0.8474,0.8548,0.8876,0.8548,0.8518,0.9295,0.1452,not-balanced,50,50,10,9,2,815,kbest,"['disgust', 'a_score']","{'disgust': -0.0, 'a_score': 0.3556}",KNeighborsClassifier()
KNeighborsClassifier,0.8414,0.8607,0.8414,0.8391,0.1498,0.8502,0.8526,0.8502,0.8499,0.8548,0.8575,0.8548,0.8546,0.9423,0.1452,not-balanced,50,50,10,8,3,710,kbest,"['trust', 'a_score']","{'trust': 0.0, 'a_score': 0.3504}",KNeighborsClassifier()
KNeighborsClassifier,0.8451,0.8632,0.8451,0.8434,0.1429,0.8571,0.8888,0.8571,0.8541,0.8548,0.8876,0.8548,0.8518,0.9278,0.1452,not-balanced,50,50,10,5,1,955,kbest,"['fear', 'a_score']","{'fear': 0.0, 'a_score': 0.3537}",KNeighborsClassifier()
KNeighborsClassifier,0.8503,0.864,0.8503,0.8489,0.1452,0.8548,0.8873,0.8548,0.8519,0.8547,0.8874,0.8547,0.8517,0.9408,0.1453,not-balanced,50,50,10,4,2,507,kbest,"['fear', 'a_score']","{'fear': 0.0001, 'a_score': 0.3528}",KNeighborsClassifier()
KNeighborsClassifier,0.8318,0.8422,0.8318,0.8304,0.1507,0.8493,0.8509,0.8493,0.8492,0.8546,0.8563,0.8546,0.8544,0.9382,0.1454,not-balanced,70,50,10,5,4,679,kbest,"['fear', 'trust', 'surprise', 'disgust', 'a_score']","{'fear': 0.0031, 'trust': 0.0011, 'surprise': 0.002, 'disgust': 0.0029, 'a_score': 0.3551}",KNeighborsClassifier()
KNeighborsClassifier,0.8318,0.8422,0.8318,0.8304,0.1507,0.8493,0.8509,0.8493,0.8492,0.8546,0.8563,0.8546,0.8544,0.9382,0.1454,not-balanced,70,50,10,7,2,679,kbest,"['fear', 'trust', 'surprise', 'disgust', 'a_score']","{'fear': 0.002, 'trust': 0.0009, 'surprise': 0.0021, 'disgust': 0.0012, 'a_score': 0.3565}",KNeighborsClassifier()
KNeighborsClassifier,0.8498,0.8574,0.8498,0.849,0.1533,0.8467,0.849,0.8467,0.8466,0.8544,0.8565,0.8544,0.8542,0.9435,0.1456,not-balanced,60,50,10,10,1,97,kbest,"['fear', 'trust', 'a_score']","{'fear': 0.0003, 'trust': -0.0007, 'a_score': 0.3525}",KNeighborsClassifier()
KNeighborsClassifier,0.8313,0.8432,0.8313,0.8297,0.1506,0.8494,0.8516,0.8494,0.8492,0.8542,0.8564,0.8542,0.854,0.935,0.1458,not-balanced,60,50,10,10,2,818,kbest,"['fear', 'trust', 'a_score']","{'fear': 0.0012, 'trust': 0.0022, 'a_score': 0.3541}",KNeighborsClassifier()
KNeighborsClassifier,0.8298,0.8439,0.8298,0.8282,0.1484,0.8516,0.8534,0.8516,0.8515,0.8542,0.8564,0.8542,0.854,0.9345,0.1458,not-balanced,60,50,10,7,1,252,kbest,"['fear', 'trust', 'a_score']","{'fear': 0.0005, 'trust': -0.0002, 'a_score': 0.3489}",KNeighborsClassifier()
KNeighborsClassifier,0.8339,0.8506,0.8339,0.8316,0.1509,0.8491,0.8512,0.8491,0.8489,0.8541,0.8562,0.8541,0.854,0.9321,0.1459,not-balanced,50,50,10,9,4,311,kbest,"['trust', 'a_score']","{'trust': 0.002, 'a_score': 0.3509}",KNeighborsClassifier()
KNeighborsClassifier,0.8276,0.8355,0.8276,0.8266,0.1478,0.8522,0.8542,0.8522,0.8521,0.8541,0.8562,0.8541,0.8539,0.933,0.1459,not-balanced,80,50,10,7,2,679,kbest,"['fear', 'trust', 'surprise', 'sadness', 'disgust', 'a_score']","{'fear': 0.0062, 'trust': 0.0028, 'surprise': 0.0017, 'sadness': 0.003, 'disgust': 0.0017, 'a_score': 0.3564}",KNeighborsClassifier()
