Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Feat. Selec. Strategy,Features,Features Importance,Model
RandomForestClassifier,0.8553,0.8726,0.8553,0.7963,0.8506,0.8705,0.8506,0.8505,0.8563,0.875,0.8563,0.856,0.9648,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0111, 'anger': 0.0061, 'anticipation': 0.0091, 'trust': 0.0114, 'surprise': 0.0084, 'sadness': 0.012, 'disgust': 0.0072, 'joy': 0.0102, 'a_score': 0.4435}",RandomForestClassifier()
RandomForestClassifier,0.8517,0.8682,0.8517,0.7888,0.8489,0.8674,0.8489,0.8488,0.8562,0.8734,0.8562,0.8558,0.9635,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0113, 'anger': 0.0064, 'anticipation': 0.0086, 'trust': 0.0107, 'surprise': 0.009, 'sadness': 0.012, 'disgust': 0.0102, 'joy': 0.0096, 'a_score': 0.4398}",RandomForestClassifier()
DecisionTreeClassifier,0.8497,0.8491,0.8497,0.7308,0.8499,0.8404,0.8499,0.8403,0.8559,0.8479,0.8559,0.8466,0.9506,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.012, 'anger': 0.0075, 'anticipation': 0.0099, 'trust': 0.0118, 'surprise': 0.0091, 'sadness': 0.0138, 'disgust': 0.0086, 'joy': 0.0112, 'a_score': 0.4125}",DecisionTreeClassifier()
RandomForestClassifier,0.8533,0.8718,0.8533,0.7928,0.8488,0.8684,0.8488,0.8487,0.8559,0.8745,0.8559,0.8557,0.9644,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0098, 'anger': 0.0068, 'anticipation': 0.0085, 'trust': 0.0094, 'surprise': 0.0085, 'sadness': 0.0099, 'disgust': 0.01, 'joy': 0.0102, 'a_score': 0.4437}",RandomForestClassifier()
RandomForestClassifier,0.8526,0.8703,0.8526,0.7929,0.8501,0.8711,0.8501,0.8503,0.8557,0.8759,0.8557,0.8557,0.9645,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0112, 'anger': 0.0071, 'anticipation': 0.0095, 'trust': 0.0101, 'surprise': 0.0076, 'sadness': 0.0103, 'disgust': 0.0111, 'joy': 0.0099, 'a_score': 0.4436}",RandomForestClassifier()
RandomForestClassifier,0.8516,0.8686,0.8516,0.7882,0.8519,0.8707,0.8519,0.8517,0.8557,0.873,0.8557,0.8553,0.9635,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0104, 'anger': 0.0068, 'anticipation': 0.0091, 'trust': 0.0105, 'surprise': 0.0086, 'sadness': 0.0108, 'disgust': 0.0102, 'joy': 0.0093, 'a_score': 0.4385}",RandomForestClassifier()
RandomForestClassifier,0.8508,0.8681,0.8508,0.7877,0.8515,0.8713,0.8515,0.8513,0.8555,0.8733,0.8555,0.855,0.9638,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0095, 'anger': 0.006, 'anticipation': 0.0091, 'trust': 0.0089, 'surprise': 0.008, 'sadness': 0.0119, 'disgust': 0.008, 'joy': 0.009, 'a_score': 0.4414}",RandomForestClassifier()
DecisionTreeClassifier,0.8495,0.8558,0.8495,0.7528,0.8512,0.8659,0.8512,0.8509,0.8554,0.8705,0.8554,0.8553,0.9508,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0131, 'anger': 0.0085, 'anticipation': 0.011, 'trust': 0.0125, 'surprise': 0.0101, 'sadness': 0.0146, 'disgust': 0.0105, 'joy': 0.0101, 'a_score': 0.4378}",DecisionTreeClassifier()
RandomForestClassifier,0.8511,0.8681,0.8511,0.7884,0.8492,0.8678,0.8492,0.8489,0.8552,0.8726,0.8552,0.8547,0.9633,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0101, 'anger': 0.0062, 'anticipation': 0.0099, 'trust': 0.0102, 'surprise': 0.0076, 'sadness': 0.0107, 'disgust': 0.0079, 'joy': 0.0101, 'a_score': 0.4408}",RandomForestClassifier()
RandomForestClassifier,0.8525,0.8688,0.8525,0.7917,0.8497,0.8679,0.8497,0.8496,0.8552,0.8725,0.8552,0.8549,0.9636,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0095, 'anger': 0.0061, 'anticipation': 0.0084, 'trust': 0.0111, 'surprise': 0.0085, 'sadness': 0.0122, 'disgust': 0.0094, 'joy': 0.0084, 'a_score': 0.4398}",RandomForestClassifier()
