Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Train MSE,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Val. MSE,Bal. Strategy,% of Features,% of Dataset,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
KNeighborsClassifier,0.8408,0.8422,0.8408,0.7316,0.3318,0.8516,0.8834,0.8516,0.8515,0.8494,0.8816,0.8494,0.8496,0.9585,0.3393,not-balanced,80,100,10,5,5,430,kbest,"['fear', 'trust', 'surprise', 'sadness', 'joy', 'a_score']","{'fear': 0.0041, 'trust': 0.0025, 'surprise': 0.0034, 'sadness': 0.0042, 'joy': 0.0026, 'a_score': 0.4358}",KNeighborsClassifier()
KNeighborsClassifier,0.8359,0.8447,0.8359,0.7284,0.333,0.8512,0.8683,0.8512,0.8508,0.849,0.8665,0.849,0.8487,0.9321,0.3393,not-balanced,80,100,10,9,5,486,kbest,"['fear', 'trust', 'surprise', 'sadness', 'joy', 'a_score']","{'fear': 0.0051, 'trust': 0.0037, 'surprise': 0.0037, 'sadness': 0.0044, 'joy': 0.0043, 'a_score': 0.4268}",KNeighborsClassifier()
KNeighborsClassifier,0.8384,0.846,0.8384,0.7435,0.328,0.8497,0.8745,0.8497,0.8496,0.849,0.8752,0.849,0.8495,0.9543,0.3377,not-balanced,80,100,10,1,2,443,kbest,"['fear', 'trust', 'surprise', 'sadness', 'joy', 'a_score']","{'fear': 0.0019, 'trust': 0.0018, 'surprise': 0.0033, 'sadness': 0.0048, 'joy': 0.0027, 'a_score': 0.4308}",KNeighborsClassifier()
KNeighborsClassifier,0.8304,0.8433,0.8304,0.7449,0.3296,0.8534,0.8803,0.8534,0.8533,0.8489,0.8761,0.8489,0.8488,0.9509,0.3411,not-balanced,80,100,10,7,3,165,kbest,"['fear', 'trust', 'surprise', 'sadness', 'joy', 'a_score']","{'fear': 0.0035, 'trust': 0.002, 'surprise': 0.0037, 'sadness': 0.003, 'joy': 0.0033, 'a_score': 0.4316}",KNeighborsClassifier()
KNeighborsClassifier,0.8466,0.8671,0.8466,0.7922,0.3346,0.8494,0.8422,0.8494,0.8404,0.8482,0.8407,0.8482,0.8393,0.9488,0.3417,not-balanced,80,100,10,3,1,519,kbest,"['fear', 'trust', 'surprise', 'sadness', 'joy', 'a_score']","{'fear': 0.0059, 'trust': 0.0051, 'surprise': 0.0045, 'sadness': 0.0075, 'joy': 0.0038, 'a_score': 0.4031}",KNeighborsClassifier()
KNeighborsClassifier,0.8356,0.8516,0.8356,0.7646,0.3384,0.8482,0.8683,0.8482,0.8478,0.8478,0.8673,0.8478,0.8475,0.9546,0.3403,not-balanced,80,100,10,9,4,238,kbest,"['fear', 'trust', 'surprise', 'sadness', 'joy', 'a_score']","{'fear': 0.0098, 'trust': 0.0028, 'surprise': 0.0024, 'sadness': 0.0081, 'joy': 0.0029, 'a_score': 0.4299}",KNeighborsClassifier()
KNeighborsClassifier,0.8378,0.8493,0.8378,0.7555,0.333,0.8521,0.8683,0.8521,0.852,0.8477,0.8644,0.8477,0.8474,0.9581,0.3419,not-balanced,80,100,10,1,1,693,kbest,"['fear', 'trust', 'surprise', 'sadness', 'joy', 'a_score']","{'fear': 0.0092, 'trust': 0.004, 'surprise': 0.0033, 'sadness': 0.0078, 'joy': 0.0023, 'a_score': 0.4254}",KNeighborsClassifier()
KNeighborsClassifier,0.831,0.8402,0.831,0.7361,0.3418,0.848,0.8381,0.848,0.8358,0.8476,0.8379,0.8476,0.836,0.9549,0.3395,not-balanced,80,100,10,10,4,853,kbest,"['fear', 'anticipation', 'trust', 'surprise', 'sadness', 'a_score']","{'fear': 0.0083, 'anticipation': 0.0019, 'trust': 0.003, 'surprise': 0.0016, 'sadness': 0.0061, 'a_score': 0.396}",KNeighborsClassifier()
KNeighborsClassifier,0.8479,0.8499,0.8479,0.7457,0.337,0.8494,0.8391,0.8494,0.8352,0.8473,0.8352,0.8473,0.8325,0.9359,0.3463,not-balanced,80,100,10,6,5,857,kbest,"['fear', 'trust', 'surprise', 'sadness', 'joy', 'a_score']","{'fear': 0.0052, 'trust': 0.0032, 'surprise': 0.0022, 'sadness': 0.0041, 'joy': 0.0067, 'a_score': 0.3965}",KNeighborsClassifier()
KNeighborsClassifier,0.8438,0.8486,0.8438,0.7425,0.3356,0.8496,0.8655,0.8496,0.849,0.8471,0.8624,0.8471,0.8466,0.9566,0.3433,not-balanced,80,100,10,10,2,835,kbest,"['fear', 'trust', 'surprise', 'sadness', 'joy', 'a_score']","{'fear': 0.0063, 'trust': 0.0036, 'surprise': 0.0047, 'sadness': 0.0078, 'joy': 0.0034, 'a_score': 0.4238}",KNeighborsClassifier()
