Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Train MSE,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Val. MSE,Bal. Strategy,% of Features,% of Dataset,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
KNeighborsClassifier,0.8421,0.8516,0.8421,0.8409,0.1472,0.8528,0.8774,0.8528,0.8507,0.8589,0.8834,0.8589,0.8567,0.9342,0.1411,not-balanced,60,40,10,8,5,422,kbest,"['fear', 'trust', 'a_score']","{'fear': 0.0029, 'trust': 0.0021, 'a_score': 0.3554}",KNeighborsClassifier()
KNeighborsClassifier,0.849,0.8573,0.849,0.8481,0.146,0.854,0.8872,0.854,0.8512,0.8588,0.89,0.8588,0.856,0.9373,0.1412,not-balanced,50,40,10,8,5,422,kbest,"['fear', 'a_score']","{'fear': 0.0001, 'a_score': 0.3555}",KNeighborsClassifier()
KNeighborsClassifier,0.8393,0.8577,0.8393,0.8369,0.1457,0.8543,0.8873,0.8543,0.8515,0.8588,0.89,0.8588,0.856,0.9244,0.1412,not-balanced,50,40,10,6,2,586,kbest,"['fear', 'a_score']","{'fear': 0.0002, 'a_score': 0.3545}",KNeighborsClassifier()
KNeighborsClassifier,0.8286,0.8476,0.8286,0.8262,0.1495,0.8505,0.8846,0.8505,0.8472,0.8587,0.8899,0.8587,0.8559,0.9376,0.1413,not-balanced,50,40,10,8,3,200,kbest,"['fear', 'a_score']","{'fear': 0.0002, 'a_score': 0.359}",KNeighborsClassifier()
KNeighborsClassifier,0.8453,0.8626,0.8453,0.8438,0.1446,0.8554,0.8874,0.8554,0.8523,0.8587,0.8899,0.8587,0.8559,0.9281,0.1413,not-balanced,50,40,10,5,1,536,kbest,"['fear', 'a_score']","{'fear': 0.0004, 'a_score': 0.355}",KNeighborsClassifier()
KNeighborsClassifier,0.8394,0.8648,0.8394,0.8363,0.144,0.856,0.8885,0.856,0.8532,0.8587,0.89,0.8587,0.8559,0.9403,0.1413,not-balanced,50,40,10,5,2,583,kbest,"['fear', 'a_score']","{'fear': 0.0, 'a_score': 0.3547}",KNeighborsClassifier()
KNeighborsClassifier,0.8219,0.8344,0.8219,0.8202,0.1432,0.8568,0.8883,0.8568,0.8535,0.8586,0.8898,0.8586,0.8558,0.9344,0.1414,not-balanced,50,40,10,3,2,591,kbest,"['fear', 'a_score']","{'fear': 0.0002, 'a_score': 0.3539}",KNeighborsClassifier()
KNeighborsClassifier,0.842,0.8551,0.842,0.8407,0.15,0.85,0.8846,0.85,0.8466,0.8585,0.8897,0.8585,0.8557,0.9364,0.1415,not-balanced,50,40,10,2,2,685,kbest,"['trust', 'a_score']","{'trust': 0.0002, 'a_score': 0.3585}",KNeighborsClassifier()
KNeighborsClassifier,0.8399,0.8527,0.8399,0.8386,0.1451,0.8549,0.8782,0.8549,0.8526,0.8584,0.8818,0.8584,0.8563,0.9323,0.1416,not-balanced,60,40,10,5,1,536,kbest,"['fear', 'trust', 'a_score']","{'fear': 0.0012, 'trust': 0.001, 'a_score': 0.3564}",KNeighborsClassifier()
KNeighborsClassifier,0.8447,0.8595,0.8447,0.8433,0.1449,0.8551,0.886,0.8551,0.8522,0.8584,0.8882,0.8584,0.8557,0.9317,0.1416,not-balanced,50,40,10,7,5,507,kbest,"['anticipation', 'a_score']","{'anticipation': 0.0004, 'a_score': 0.356}",KNeighborsClassifier()
