Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Train MSE,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Val. MSE,Bal. Strategy,% of Features,% of Dataset,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
KNeighborsClassifier,0.8261,0.8391,0.8261,0.7265,0.3321,0.852,0.8829,0.852,0.8515,0.8571,0.8869,0.8571,0.8569,0.9576,0.3235,not-balanced,70,90,10,1,1,160,kbest,"['fear', 'trust', 'surprise', 'joy', 'a_score']","{'fear': 0.0014, 'trust': 0.0021, 'surprise': 0.0016, 'joy': 0.0025, 'a_score': 0.4308}",KNeighborsClassifier()
KNeighborsClassifier,0.8413,0.8532,0.8413,0.7513,0.3445,0.8484,0.8749,0.8484,0.8477,0.8564,0.8824,0.8564,0.8559,0.9466,0.3213,not-balanced,70,90,10,6,2,478,kbest,"['fear', 'trust', 'surprise', 'sadness', 'a_score']","{'fear': 0.0015, 'trust': 0.002, 'surprise': 0.0016, 'sadness': 0.0044, 'a_score': 0.4296}",KNeighborsClassifier()
KNeighborsClassifier,0.8399,0.8459,0.8399,0.7432,0.3451,0.848,0.8742,0.848,0.8479,0.8557,0.8805,0.8557,0.8558,0.949,0.322,not-balanced,80,90,10,6,2,478,kbest,"['fear', 'trust', 'surprise', 'sadness', 'joy', 'a_score']","{'fear': 0.0043, 'trust': 0.0041, 'surprise': 0.0026, 'sadness': 0.0058, 'joy': 0.0057, 'a_score': 0.43}",KNeighborsClassifier()
KNeighborsClassifier,0.8353,0.8513,0.8353,0.7673,0.3467,0.8475,0.8677,0.8475,0.8478,0.8549,0.8731,0.8549,0.855,0.9564,0.3265,not-balanced,80,90,10,8,2,92,kbest,"['fear', 'trust', 'surprise', 'sadness', 'joy', 'a_score']","{'fear': 0.0047, 'trust': 0.0052, 'surprise': 0.0043, 'sadness': 0.0036, 'joy': 0.0072, 'a_score': 0.4272}",KNeighborsClassifier()
KNeighborsClassifier,0.8249,0.8348,0.8249,0.7194,0.3402,0.8497,0.8739,0.8497,0.849,0.8544,0.8787,0.8544,0.8539,0.9593,0.3296,not-balanced,80,90,10,1,1,160,kbest,"['fear', 'trust', 'surprise', 'sadness', 'joy', 'a_score']","{'fear': 0.005, 'trust': 0.002, 'surprise': 0.0019, 'sadness': 0.0031, 'joy': 0.0023, 'a_score': 0.4278}",KNeighborsClassifier()
KNeighborsClassifier,0.84,0.8512,0.84,0.75,0.3384,0.8506,0.881,0.8506,0.8508,0.8542,0.8842,0.8542,0.8542,0.9566,0.3333,not-balanced,70,90,10,4,2,335,kbest,"['trust', 'surprise', 'sadness', 'joy', 'a_score']","{'trust': 0.0019, 'surprise': 0.002, 'sadness': 0.0026, 'joy': 0.0023, 'a_score': 0.4315}",KNeighborsClassifier()
KNeighborsClassifier,0.8338,0.8498,0.8338,0.7417,0.3471,0.8477,0.8694,0.8477,0.8475,0.8534,0.875,0.8534,0.8533,0.9536,0.3369,not-balanced,70,90,10,8,2,92,kbest,"['fear', 'trust', 'surprise', 'joy', 'a_score']","{'fear': 0.0002, 'trust': 0.0026, 'surprise': 0.0022, 'joy': 0.0015, 'a_score': 0.4243}",KNeighborsClassifier()
KNeighborsClassifier,0.8339,0.8454,0.8339,0.729,0.3407,0.847,0.8724,0.847,0.8471,0.8533,0.8773,0.8533,0.8537,0.954,0.3304,not-balanced,70,90,10,3,3,956,kbest,"['fear', 'trust', 'surprise', 'sadness', 'a_score']","{'fear': 0.0079, 'trust': 0.0028, 'surprise': 0.0016, 'sadness': 0.0077, 'a_score': 0.4254}",KNeighborsClassifier()
KNeighborsClassifier,0.8339,0.8454,0.8339,0.729,0.3407,0.847,0.8724,0.847,0.8471,0.8533,0.8773,0.8533,0.8537,0.954,0.3304,not-balanced,70,90,10,10,1,956,kbest,"['fear', 'trust', 'surprise', 'sadness', 'a_score']","{'fear': 0.0078, 'trust': 0.0029, 'surprise': 0.0015, 'sadness': 0.0076, 'a_score': 0.4256}",KNeighborsClassifier()
KNeighborsClassifier,0.8404,0.8582,0.8404,0.7791,0.3443,0.8483,0.8375,0.8483,0.8356,0.8531,0.8424,0.8531,0.8391,0.9501,0.3364,not-balanced,80,90,10,5,3,911,kbest,"['fear', 'trust', 'surprise', 'sadness', 'joy', 'a_score']","{'fear': 0.0035, 'trust': 0.0023, 'surprise': 0.0021, 'sadness': 0.0027, 'joy': 0.0007, 'a_score': 0.3955}",KNeighborsClassifier()
KNeighborsClassifier,0.8334,0.8436,0.8334,0.7488,0.3521,0.8463,0.8361,0.8463,0.8342,0.8531,0.8437,0.8531,0.8407,0.9524,0.3356,not-balanced,80,90,10,2,1,185,kbest,"['fear', 'anger', 'trust', 'surprise', 'sadness', 'a_score']","{'fear': 0.0033, 'anger': 0.0025, 'trust': 0.0021, 'surprise': 0.0007, 'sadness': 0.0037, 'a_score': 0.4001}",KNeighborsClassifier()
KNeighborsClassifier,0.8259,0.8397,0.8259,0.7406,0.3485,0.8457,0.8611,0.8457,0.8454,0.8531,0.868,0.8531,0.853,0.9561,0.3311,not-balanced,80,90,10,1,3,771,kbest,"['fear', 'trust', 'surprise', 'sadness', 'joy', 'a_score']","{'fear': 0.0071, 'trust': 0.0014, 'surprise': 0.0021, 'sadness': 0.0049, 'joy': 0.0052, 'a_score': 0.4243}",KNeighborsClassifier()
KNeighborsClassifier,0.8447,0.8464,0.8447,0.7302,0.3513,0.8458,0.8354,0.8458,0.8335,0.8529,0.8433,0.8529,0.8405,0.9475,0.3343,not-balanced,70,90,10,9,2,247,kbest,"['fear', 'trust', 'surprise', 'sadness', 'a_score']","{'fear': 0.0046, 'trust': 0.004, 'surprise': 0.0027, 'sadness': 0.0065, 'a_score': 0.3972}",KNeighborsClassifier()
