Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Train MSE,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Val. MSE,Bal. Strategy,% of Features,% of Dataset,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
KNeighborsClassifier,0.8118,0.8035,0.8118,0.6092,0.346,0.8499,0.8836,0.8499,0.8492,0.857,0.8895,0.857,0.8563,0.9551,0.3247,not-balanced,50,90,10,10,5,883,kbest,"['surprise', 'a_score']","{'surprise': 0.0011, 'a_score': 0.4299}",KNeighborsClassifier()
KNeighborsClassifier,0.8215,0.8436,0.8215,0.7201,0.3392,0.8514,0.8943,0.8514,0.8506,0.8566,0.8971,0.8566,0.856,0.9592,0.3262,not-balanced,50,90,10,2,3,421,kbest,"['surprise', 'a_score']","{'surprise': 0.0, 'a_score': 0.437}",KNeighborsClassifier()
KNeighborsClassifier,0.839,0.8299,0.839,0.6727,0.34,0.8498,0.8927,0.8498,0.8488,0.8565,0.8969,0.8565,0.8559,0.9531,0.3263,not-balanced,50,90,10,6,3,516,kbest,"['surprise', 'a_score']","{'surprise': 0.0002, 'a_score': 0.4365}",KNeighborsClassifier()
KNeighborsClassifier,0.8268,0.8338,0.8268,0.6729,0.3424,0.8499,0.8839,0.8499,0.8492,0.8565,0.8884,0.8565,0.8561,0.9539,0.3248,not-balanced,60,90,10,2,2,815,kbest,"['trust', 'surprise', 'a_score']","{'trust': 0.0005, 'surprise': 0.0021, 'a_score': 0.4318}",KNeighborsClassifier()
KNeighborsClassifier,0.8358,0.8447,0.8358,0.6865,0.3472,0.8469,0.8801,0.8469,0.8459,0.8564,0.8888,0.8564,0.8559,0.9558,0.3259,not-balanced,50,90,10,6,2,647,kbest,"['surprise', 'a_score']","{'surprise': 0.0022, 'a_score': 0.435}",KNeighborsClassifier()
KNeighborsClassifier,0.8202,0.8493,0.8202,0.7187,0.3312,0.8548,0.8967,0.8548,0.8544,0.8563,0.8969,0.8563,0.8558,0.9542,0.3274,not-balanced,50,90,10,3,1,51,kbest,"['trust', 'a_score']","{'trust': 0.0001, 'a_score': 0.4345}",KNeighborsClassifier()
KNeighborsClassifier,0.8422,0.8607,0.8422,0.746,0.336,0.8514,0.895,0.8514,0.8507,0.8563,0.8975,0.8563,0.8557,0.9484,0.3273,not-balanced,50,90,10,4,5,182,kbest,"['trust', 'a_score']","{'trust': 0.0001, 'a_score': 0.4372}",KNeighborsClassifier()
KNeighborsClassifier,0.8199,0.8463,0.8199,0.7059,0.3392,0.8506,0.8943,0.8506,0.8497,0.8563,0.8975,0.8563,0.8557,0.9542,0.3273,not-balanced,50,90,10,2,2,815,kbest,"['trust', 'a_score']","{'trust': 0.0001, 'a_score': 0.4368}",KNeighborsClassifier()
KNeighborsClassifier,0.8286,0.8583,0.8286,0.7553,0.3258,0.8533,0.8947,0.8533,0.8521,0.8563,0.8975,0.8563,0.8557,0.9536,0.3273,not-balanced,50,90,10,5,5,438,kbest,"['trust', 'a_score']","{'trust': 0.0, 'a_score': 0.4362}",KNeighborsClassifier()
KNeighborsClassifier,0.831,0.8565,0.831,0.7518,0.3356,0.8521,0.8938,0.8521,0.851,0.8562,0.8969,0.8562,0.8557,0.9508,0.3276,not-balanced,50,90,10,7,2,803,kbest,"['trust', 'a_score']","{'trust': 0.0002, 'a_score': 0.437}",KNeighborsClassifier()
KNeighborsClassifier,0.8378,0.8382,0.8378,0.6908,0.3357,0.8516,0.8927,0.8516,0.8509,0.8561,0.8962,0.8561,0.8557,0.9553,0.3274,not-balanced,50,90,10,10,1,866,kbest,"['surprise', 'a_score']","{'surprise': 0.0009, 'a_score': 0.4354}",KNeighborsClassifier()
KNeighborsClassifier,0.8514,0.88,0.8514,0.7778,0.3467,0.8493,0.8926,0.8493,0.8493,0.856,0.8956,0.856,0.8557,0.9529,0.3276,not-balanced,50,90,10,6,5,724,kbest,"['fear', 'a_score']","{'fear': 0.0011, 'a_score': 0.4363}",KNeighborsClassifier()
KNeighborsClassifier,0.8321,0.8446,0.8321,0.7077,0.3371,0.8513,0.8801,0.8513,0.8505,0.8557,0.8858,0.8557,0.8552,0.9399,0.3286,not-balanced,60,90,10,10,1,866,kbest,"['surprise', 'joy', 'a_score']","{'surprise': 0.0023, 'joy': 0.0032, 'a_score': 0.4304}",KNeighborsClassifier()
KNeighborsClassifier,0.8268,0.8508,0.8268,0.7237,0.3371,0.8515,0.8928,0.8515,0.8514,0.8553,0.8941,0.8553,0.855,0.9591,0.3283,not-balanced,50,90,10,10,4,541,kbest,"['trust', 'a_score']","{'trust': 0.0, 'a_score': 0.4368}",KNeighborsClassifier()
KNeighborsClassifier,0.8387,0.851,0.8387,0.7288,0.3444,0.8479,0.8377,0.8479,0.8336,0.8551,0.846,0.8551,0.8407,0.9445,0.332,not-balanced,50,90,10,2,5,35,kbest,"['sadness', 'a_score']","{'sadness': 0.0043, 'a_score': 0.3963}",KNeighborsClassifier()
