Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Train MSE,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Val. MSE,Bal. Strategy,% of Features,% of Dataset,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
KNeighborsClassifier,0.8998,0.9084,0.8998,0.889,0.0913,0.9087,0.9151,0.9087,0.9061,0.9102,0.917,0.9102,0.9075,0.9607,0.0898,not-balanced,70,90,10,4,1,696,kbest,"['fear', 'trust', 'surprise', 'disgust', 'a_score']","{'fear': 0.0013, 'trust': 0.0024, 'surprise': 0.001, 'disgust': 0.0016, 'a_score': 0.3547}",KNeighborsClassifier()
KNeighborsClassifier,0.8962,0.9039,0.8962,0.8854,0.0891,0.9109,0.9172,0.9109,0.9084,0.9093,0.9163,0.9093,0.9066,0.9674,0.0907,not-balanced,70,90,10,6,5,479,kbest,"['fear', 'trust', 'surprise', 'disgust', 'a_score']","{'fear': 0.0048, 'trust': 0.0032, 'surprise': 0.0023, 'disgust': 0.0042, 'a_score': 0.3539}",KNeighborsClassifier()
KNeighborsClassifier,0.9105,0.9162,0.9105,0.8987,0.0932,0.9068,0.9132,0.9068,0.9041,0.9092,0.9161,0.9092,0.9065,0.9718,0.0908,not-balanced,70,90,10,10,4,517,kbest,"['trust', 'surprise', 'disgust', 'joy', 'a_score']","{'trust': 0.0022, 'surprise': 0.0021, 'disgust': 0.0017, 'joy': 0.0011, 'a_score': 0.3541}",KNeighborsClassifier()
KNeighborsClassifier,0.8946,0.9029,0.8946,0.8848,0.0894,0.9106,0.9183,0.9106,0.9077,0.909,0.9174,0.909,0.906,0.9568,0.091,not-balanced,70,90,10,2,2,987,kbest,"['fear', 'trust', 'sadness', 'disgust', 'a_score']","{'fear': 0.0027, 'trust': 0.0024, 'sadness': 0.0036, 'disgust': 0.0018, 'a_score': 0.3531}",KNeighborsClassifier()
KNeighborsClassifier,0.8946,0.9041,0.8946,0.8854,0.0926,0.9074,0.9132,0.9074,0.9049,0.9089,0.9147,0.9089,0.9064,0.968,0.0911,not-balanced,70,90,10,5,4,651,kbest,"['fear', 'trust', 'surprise', 'disgust', 'a_score']","{'fear': 0.0032, 'trust': 0.0025, 'surprise': 0.0027, 'disgust': 0.0064, 'a_score': 0.3562}",KNeighborsClassifier()
KNeighborsClassifier,0.9066,0.9113,0.9066,0.8944,0.0896,0.9104,0.9172,0.9104,0.9078,0.9088,0.9157,0.9088,0.9062,0.9556,0.0912,not-balanced,70,90,10,3,3,126,kbest,"['fear', 'trust', 'surprise', 'disgust', 'a_score']","{'fear': 0.0018, 'trust': 0.0035, 'surprise': 0.0024, 'disgust': 0.002, 'a_score': 0.3551}",KNeighborsClassifier()
KNeighborsClassifier,0.8962,0.9044,0.8962,0.8858,0.0907,0.9093,0.9153,0.9093,0.9067,0.9088,0.9155,0.9088,0.9062,0.9542,0.0912,not-balanced,70,90,10,6,2,832,kbest,"['fear', 'trust', 'surprise', 'disgust', 'a_score']","{'fear': 0.0017, 'trust': 0.0036, 'surprise': 0.0023, 'disgust': 0.0021, 'a_score': 0.3554}",KNeighborsClassifier()
KNeighborsClassifier,0.897,0.9049,0.897,0.8871,0.0903,0.9097,0.9169,0.9097,0.907,0.9087,0.916,0.9087,0.9059,0.9633,0.0913,not-balanced,70,90,10,3,1,929,kbest,"['fear', 'trust', 'surprise', 'disgust', 'a_score']","{'fear': 0.0018, 'trust': 0.0041, 'surprise': 0.0017, 'disgust': 0.0018, 'a_score': 0.3541}",KNeighborsClassifier()
KNeighborsClassifier,0.9041,0.9113,0.9041,0.8922,0.0902,0.9098,0.9157,0.9098,0.9073,0.9086,0.915,0.9086,0.906,0.9531,0.0914,not-balanced,70,90,10,2,5,560,kbest,"['fear', 'trust', 'disgust', 'joy', 'a_score']","{'fear': 0.0021, 'trust': 0.0043, 'disgust': 0.002, 'joy': 0.0024, 'a_score': 0.3567}",KNeighborsClassifier()
KNeighborsClassifier,0.8974,0.9057,0.8974,0.887,0.093,0.907,0.9117,0.907,0.9046,0.9084,0.9134,0.9084,0.9061,0.9631,0.0916,not-balanced,70,90,10,4,5,56,kbest,"['fear', 'trust', 'surprise', 'disgust', 'a_score']","{'fear': 0.0018, 'trust': 0.0035, 'surprise': 0.0024, 'disgust': 0.0018, 'a_score': 0.3579}",KNeighborsClassifier()
