Algorithm;Accuracy;Precision;Recall;F1 Score;AUC;Ngram;Vect. Strategy;Bal. Strategy;% of Features;Folds;Feat. Selec. Strategy;Hyper Params.;Model
LogisticRegression;0.905;0.9108;0.905;0.8983;0.9708;(1, 2);TF-IDF;smote;20;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.905;0.9095;0.905;0.901;0.9709;(1, 2);TF-IDF;under;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.905;0.9053;0.905;0.8943;0.9672;(1, 1);TF-IDF;under;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.905;0.9057;0.905;0.899;0.9662;(1, 1);TF-IDF;smote;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9048;0.9058;0.9048;0.898;0.9676;(1, 1);TF-IDF;over;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9046;0.9099;0.9046;0.9007;0.9677;(1, 2);TF-IDF;mixed;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9046;0.9052;0.9046;0.8957;0.9666;(1, 1);TF-IDF;under;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9044;0.9107;0.9044;0.9007;0.9715;(1, 2);TF-IDF;over;20;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9043;0.9112;0.9043;0.8983;0.9691;(1, 2);TF-IDF;smote;20;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9039;0.9044;0.9039;0.8945;0.969;(1, 1);TF-IDF;mixed;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9039;0.9047;0.9039;0.893;0.9682;(1, 1);TF-IDF;mixed;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9037;0.9095;0.9037;0.8973;0.9727;(1, 2);TF-IDF;mixed;20;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9035;0.9094;0.9035;0.8986;0.9753;(1, 2);TF-IDF;over;20;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9035;0.91;0.9035;0.8972;0.9725;(1, 2);TF-IDF;mixed;20;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9033;0.9039;0.9033;0.8944;0.9653;(1, 1);TF-IDF;mixed;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9033;0.9093;0.9033;0.8975;0.9703;(1, 2);TF-IDF;mixed;20;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9033;0.9047;0.9033;0.8918;0.9664;(1, 1);TF-IDF;mixed;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9031;0.9039;0.9031;0.8946;0.9688;(1, 1);TF-IDF;smote;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9031;0.9038;0.9031;0.8933;0.9672;(1, 1);TF-IDF;smote;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9029;0.9096;0.9029;0.8978;0.9722;(1, 2);TF-IDF;under;20;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9028;0.9035;0.9028;0.8949;0.9669;(1, 1);TF-IDF;over;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9022;0.9084;0.9022;0.8939;0.9747;(1, 2);TF-IDF;under;20;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9022;0.9033;0.9022;0.8925;0.9673;(1, 1);TF-IDF;under;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.902;0.9097;0.902;0.8916;0.9688;(1, 2);TF-IDF;over;20;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.902;0.907;0.902;0.8982;0.9691;(1, 2);TF-IDF;over;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9016;0.9027;0.9016;0.8908;0.9658;(1, 1);TF-IDF;mixed;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9014;0.9024;0.9014;0.8931;0.9664;(1, 1);TF-IDF;mixed;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9011;0.9024;0.9011;0.8919;0.9676;(1, 1);TF-IDF;smote;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9009;0.9054;0.9009;0.8989;0.9723;(1, 2);TF-IDF;over;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9009;0.9018;0.9009;0.8897;0.9652;(1, 1);TF-IDF;under;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9009;0.9019;0.9009;0.8934;0.9668;(1, 1);TF-IDF;smote;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9007;0.9056;0.9007;0.8965;0.9702;(1, 2);TF-IDF;over;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9007;0.9012;0.9007;0.8911;0.9661;(1, 1);TF-IDF;over;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9003;0.9015;0.9003;0.8936;0.967;(1, 1);TF-IDF;smote;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9001;0.9046;0.9001;0.8969;0.9674;(1, 2);TF-IDF;under;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9001;0.9014;0.9001;0.891;0.9681;(1, 1);TF-IDF;mixed;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9001;0.9007;0.9001;0.8909;0.9659;(1, 1);TF-IDF;over;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.9001;0.9056;0.9001;0.8956;0.9679;(1, 2);TF-IDF;smote;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8999;0.9012;0.8999;0.8891;0.9673;(1, 1);TF-IDF;smote;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8999;0.9008;0.8999;0.8917;0.9681;(1, 1);TF-IDF;under;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8999;0.9005;0.8999;0.8913;0.9646;(1, 1);TF-IDF;under;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8997;0.9001;0.8997;0.888;0.9665;(1, 1);TF-IDF;over;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8994;0.9041;0.8994;0.8951;0.9674;(1, 2);TF-IDF;smote;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8988;0.9041;0.8988;0.8967;0.9672;(1, 2);TF-IDF;under;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8988;0.9038;0.8988;0.8955;0.9669;(1, 2);TF-IDF;mixed;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8986;0.903;0.8986;0.8962;0.9684;(1, 2);TF-IDF;smote;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8986;0.9026;0.8986;0.8949;0.968;(1, 2);TF-IDF;smote;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8986;0.8993;0.8986;0.8884;0.9644;(1, 1);TF-IDF;smote;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8986;0.9;0.8986;0.8894;0.9673;(1, 1);TF-IDF;under;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8984;0.9039;0.8984;0.8936;0.97;(1, 2);TF-IDF;under;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8982;0.9024;0.8982;0.893;0.9685;(1, 2);TF-IDF;smote;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8982;0.9029;0.8982;0.8936;0.9685;(1, 2);TF-IDF;mixed;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8979;0.8993;0.8979;0.8897;0.9659;(1, 1);TF-IDF;under;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8977;0.8988;0.8977;0.8845;0.9661;(1, 1);TF-IDF;over;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8977;0.9038;0.8977;0.892;0.9665;(1, 2);TF-IDF;over;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8977;0.8986;0.8977;0.887;0.964;(1, 1);TF-IDF;over;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8975;0.8984;0.8975;0.8883;0.9661;(1, 1);TF-IDF;smote;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8975;0.9027;0.8975;0.8954;0.9702;(1, 2);TF-IDF;mixed;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8971;0.8977;0.8971;0.8869;0.9669;(1, 1);TF-IDF;under;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8971;0.9023;0.8971;0.8941;0.9686;(1, 2);TF-IDF;under;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8971;0.8979;0.8971;0.887;0.9636;(1, 1);TF-IDF;over;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8968;0.9051;0.8968;0.8856;0.9676;(1, 2);TF-IDF;over;20;5;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8964;0.9013;0.8964;0.8932;0.9683;(1, 2);TF-IDF;under;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8962;0.8979;0.8962;0.8885;0.9691;(1, 1);TF-IDF;mixed;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8962;0.8975;0.8962;0.8866;0.9646;(1, 1);TF-IDF;mixed;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.896;0.9051;0.896;0.8862;0.9667;(1, 2);TF-IDF;mixed;20;5;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.896;0.9013;0.896;0.8912;0.9683;(1, 2);TF-IDF;over;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8958;0.901;0.8958;0.8935;0.9666;(1, 2);TF-IDF;smote;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8958;0.9016;0.8958;0.8925;0.968;(1, 2);TF-IDF;smote;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8958;0.9009;0.8958;0.8917;0.9684;(1, 2);TF-IDF;mixed;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8954;0.8993;0.8954;0.8934;0.9687;(1, 2);TF-IDF;over;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8953;0.9037;0.8953;0.8865;0.9684;(1, 2);TF-IDF;under;20;5;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8951;0.9001;0.8951;0.8931;0.9672;(1, 2);TF-IDF;over;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8941;0.8991;0.8941;0.8919;0.968;(1, 2);TF-IDF;under;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8941;0.8988;0.8941;0.8916;0.9679;(1, 2);TF-IDF;under;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8939;0.8986;0.8939;0.8904;0.966;(1, 2);TF-IDF;mixed;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8934;0.8949;0.8934;0.8836;0.965;(1, 1);TF-IDF;over;30;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8934;0.9024;0.8934;0.8833;0.9683;(1, 2);TF-IDF;over;20;5;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.893;0.8988;0.893;0.8901;0.9666;(1, 2);TF-IDF;smote;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8924;0.8976;0.8924;0.8885;0.9682;(1, 2);TF-IDF;smote;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8922;0.8968;0.8922;0.8913;0.9654;(1, 2);TF-IDF;over;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8911;0.8955;0.8911;0.8886;0.9676;(1, 2);TF-IDF;mixed;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8909;0.8962;0.8909;0.8873;0.9668;(1, 2);TF-IDF;mixed;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8906;0.8956;0.8906;0.8871;0.9677;(1, 2);TF-IDF;over;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8904;0.8959;0.8904;0.8895;0.9638;(1, 2);TF-IDF;under;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8893;0.8986;0.8893;0.8791;0.9643;(1, 2);TF-IDF;under;20;5;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8892;0.895;0.8892;0.886;0.9665;(1, 2);TF-IDF;mixed;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8888;0.8965;0.8888;0.88;0.9641;(1, 2);TF-IDF;smote;20;5;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8885;0.8953;0.8885;0.8754;0.965;(1, 2);TF-IDF;mixed;15;5;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8883;0.8942;0.8883;0.8857;0.9658;(1, 2);TF-IDF;over;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8881;0.8962;0.8881;0.8753;0.9645;(1, 2);TF-IDF;under;20;5;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8881;0.8892;0.8881;0.8723;0.9612;(1, 1);TF-IDF;over;30;5;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8881;0.8938;0.8881;0.8866;0.968;(1, 2);TF-IDF;under;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8878;0.889;0.8878;0.8779;0.9603;(1, 1);TF-IDF;mixed;30;5;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8876;0.889;0.8876;0.8727;0.9572;(1, 1);TF-IDF;smote;30;5;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8873;0.8883;0.8873;0.8737;0.9606;(1, 1);TF-IDF;over;30;5;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8872;0.8927;0.8872;0.886;0.965;(1, 2);TF-IDF;mixed;15;10;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8866;0.8876;0.8866;0.8781;0.9589;(1, 1);TF-IDF;mixed;30;5;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
LogisticRegression;0.8857;0.8943;0.8857;0.8754;0.9636;(1, 2);TF-IDF;mixed;20;5;kbest;{'C': 10, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs'};"LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=42)"
