Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Feat. Selec. Strategy,Features,Features Importance,Model
RandomForestClassifier,0.8518,0.8677,0.8518,0.8503,0.8522,0.8683,0.8522,0.8507,0.8585,0.8743,0.8585,0.8571,0.9452,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0093, 'anger': 0.0074, 'anticipation': 0.0072, 'trust': 0.0098, 'surprise': 0.0068, 'sadness': 0.0117, 'disgust': 0.0053, 'joy': 0.0072, 'a_score': 0.3668}",RandomForestClassifier()
RandomForestClassifier,0.8515,0.8685,0.8515,0.8499,0.8518,0.8686,0.8518,0.8503,0.8578,0.8744,0.8578,0.8563,0.9447,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0087, 'anger': 0.0066, 'anticipation': 0.0065, 'trust': 0.009, 'surprise': 0.008, 'sadness': 0.0113, 'disgust': 0.0062, 'joy': 0.007, 'a_score': 0.3682}",RandomForestClassifier()
DecisionTreeClassifier,0.8462,0.8612,0.8462,0.8447,0.8549,0.8702,0.8549,0.8535,0.8578,0.8734,0.8578,0.8564,0.9336,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0114, 'anger': 0.0064, 'anticipation': 0.0086, 'trust': 0.0108, 'surprise': 0.0067, 'sadness': 0.0123, 'disgust': 0.0068, 'joy': 0.0073, 'a_score': 0.3653}",DecisionTreeClassifier()
RandomForestClassifier,0.8493,0.8666,0.8493,0.8476,0.8523,0.8708,0.8523,0.8506,0.8576,0.876,0.8576,0.8559,0.9447,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0091, 'anger': 0.0074, 'anticipation': 0.008, 'trust': 0.0088, 'surprise': 0.0069, 'sadness': 0.011, 'disgust': 0.0065, 'joy': 0.007, 'a_score': 0.3662}",RandomForestClassifier()
RandomForestClassifier,0.8513,0.8687,0.8513,0.8497,0.8511,0.868,0.8511,0.8495,0.8576,0.8746,0.8576,0.8561,0.9456,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0093, 'anger': 0.007, 'anticipation': 0.0074, 'trust': 0.0098, 'surprise': 0.0078, 'sadness': 0.0109, 'disgust': 0.0081, 'joy': 0.0079, 'a_score': 0.3652}",RandomForestClassifier()
DecisionTreeClassifier,0.8477,0.8632,0.8477,0.8461,0.8559,0.8707,0.8559,0.8546,0.8574,0.8719,0.8574,0.8561,0.9336,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0098, 'anger': 0.0062, 'anticipation': 0.0091, 'trust': 0.0099, 'surprise': 0.0081, 'sadness': 0.0119, 'disgust': 0.0074, 'joy': 0.0084, 'a_score': 0.3642}",DecisionTreeClassifier()
RandomForestClassifier,0.8499,0.8665,0.8499,0.8483,0.8501,0.8656,0.8501,0.8486,0.8574,0.8727,0.8574,0.856,0.945,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.01, 'anger': 0.0072, 'anticipation': 0.0082, 'trust': 0.0094, 'surprise': 0.0077, 'sadness': 0.0118, 'disgust': 0.0057, 'joy': 0.0079, 'a_score': 0.3634}",RandomForestClassifier()
RandomForestClassifier,0.8511,0.8688,0.8511,0.8494,0.8511,0.8683,0.8511,0.8494,0.8574,0.8745,0.8574,0.8558,0.9448,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0115, 'anger': 0.0081, 'anticipation': 0.0091, 'trust': 0.0097, 'surprise': 0.0074, 'sadness': 0.0114, 'disgust': 0.0063, 'joy': 0.0078, 'a_score': 0.3657}",RandomForestClassifier()
RandomForestClassifier,0.8526,0.8706,0.8526,0.8508,0.8511,0.8683,0.8511,0.8494,0.8572,0.8746,0.8572,0.8556,0.9461,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0098, 'anger': 0.0074, 'anticipation': 0.0077, 'trust': 0.0088, 'surprise': 0.0069, 'sadness': 0.0116, 'disgust': 0.0068, 'joy': 0.0059, 'a_score': 0.3631}",RandomForestClassifier()
RandomForestClassifier,0.8495,0.8665,0.8495,0.8478,0.8507,0.8684,0.8507,0.8491,0.8571,0.8748,0.8571,0.8555,0.9447,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0097, 'anger': 0.0073, 'anticipation': 0.0065, 'trust': 0.0092, 'surprise': 0.0066, 'sadness': 0.0114, 'disgust': 0.0079, 'joy': 0.0079, 'a_score': 0.3661}",RandomForestClassifier()
