Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Feat. Selec. Strategy,Features,Features Importance,Model
RandomForestClassifier,0.8505,0.8653,0.8505,0.849,0.8609,0.8739,0.8609,0.8598,0.8592,0.8734,0.8592,0.8579,0.9434,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0111, 'anger': 0.0065, 'anticipation': 0.0086, 'trust': 0.0097, 'surprise': 0.0072, 'sadness': 0.0104, 'disgust': 0.0074, 'joy': 0.0106, 'a_score': 0.3597}",RandomForestClassifier()
RandomForestClassifier,0.8517,0.8664,0.8517,0.8503,0.8612,0.874,0.8612,0.8601,0.8591,0.8728,0.8591,0.8578,0.9442,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0115, 'anger': 0.0061, 'anticipation': 0.008, 'trust': 0.0097, 'surprise': 0.0076, 'sadness': 0.0094, 'disgust': 0.0077, 'joy': 0.0119, 'a_score': 0.3625}",RandomForestClassifier()
DecisionTreeClassifier,0.8501,0.8633,0.8501,0.849,0.8569,0.8678,0.8569,0.8558,0.859,0.8711,0.859,0.8579,0.9355,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0127, 'anger': 0.0083, 'anticipation': 0.0103, 'trust': 0.0109, 'surprise': 0.0078, 'sadness': 0.0129, 'disgust': 0.0077, 'joy': 0.0098, 'a_score': 0.3649}",DecisionTreeClassifier()
RandomForestClassifier,0.8518,0.8661,0.8518,0.8503,0.8589,0.8719,0.8589,0.8578,0.859,0.8733,0.859,0.8578,0.9442,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0125, 'anger': 0.0068, 'anticipation': 0.0092, 'trust': 0.0094, 'surprise': 0.0081, 'sadness': 0.0108, 'disgust': 0.0078, 'joy': 0.0115, 'a_score': 0.3633}",RandomForestClassifier()
RandomForestClassifier,0.8524,0.8684,0.8524,0.8508,0.8582,0.872,0.8582,0.857,0.859,0.8741,0.859,0.8576,0.9441,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0119, 'anger': 0.0072, 'anticipation': 0.0091, 'trust': 0.0096, 'surprise': 0.0072, 'sadness': 0.0096, 'disgust': 0.0063, 'joy': 0.0113, 'a_score': 0.3648}",RandomForestClassifier()
RandomForestClassifier,0.85,0.8664,0.85,0.8484,0.8601,0.8756,0.8601,0.8588,0.8588,0.8751,0.8588,0.8574,0.9438,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0128, 'anger': 0.0066, 'anticipation': 0.0071, 'trust': 0.0088, 'surprise': 0.0074, 'sadness': 0.0105, 'disgust': 0.0075, 'joy': 0.0081, 'a_score': 0.3636}",RandomForestClassifier()
RandomForestClassifier,0.8497,0.8647,0.8497,0.8482,0.861,0.8748,0.861,0.8599,0.8586,0.8729,0.8586,0.8573,0.9439,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0113, 'anger': 0.0068, 'anticipation': 0.0089, 'trust': 0.0098, 'surprise': 0.0068, 'sadness': 0.0102, 'disgust': 0.0059, 'joy': 0.0077, 'a_score': 0.3613}",RandomForestClassifier()
RandomForestClassifier,0.8504,0.8659,0.8504,0.8488,0.8593,0.8732,0.8593,0.8582,0.8582,0.8736,0.8582,0.8568,0.9443,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0116, 'anger': 0.0073, 'anticipation': 0.0086, 'trust': 0.0088, 'surprise': 0.0071, 'sadness': 0.0108, 'disgust': 0.0081, 'joy': 0.0109, 'a_score': 0.3635}",RandomForestClassifier()
DecisionTreeClassifier,0.8523,0.8653,0.8523,0.8512,0.8574,0.8688,0.8574,0.8563,0.8582,0.8708,0.8582,0.857,0.9362,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0118, 'anger': 0.0073, 'anticipation': 0.0094, 'trust': 0.0109, 'surprise': 0.0088, 'sadness': 0.0127, 'disgust': 0.0086, 'joy': 0.0096, 'a_score': 0.365}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8515,0.8631,0.8515,0.8505,0.8581,0.8688,0.8581,0.8571,0.8581,0.8694,0.8581,0.8571,0.9362,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0126, 'anger': 0.0073, 'anticipation': 0.0107, 'trust': 0.0128, 'surprise': 0.0085, 'sadness': 0.0118, 'disgust': 0.0073, 'joy': 0.0115, 'a_score': 0.3676}",DecisionTreeClassifier()
RandomForestClassifier,0.8505,0.8637,0.8505,0.8492,0.8586,0.871,0.8586,0.8575,0.8581,0.8712,0.8581,0.8569,0.9437,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0125, 'anger': 0.0069, 'anticipation': 0.0087, 'trust': 0.0093, 'surprise': 0.0073, 'sadness': 0.0113, 'disgust': 0.0068, 'joy': 0.0116, 'a_score': 0.3645}",RandomForestClassifier()
DecisionTreeClassifier,0.8512,0.865,0.8512,0.85,0.8571,0.8703,0.8571,0.8558,0.8579,0.8721,0.8579,0.8567,0.9352,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0127, 'anger': 0.008, 'anticipation': 0.0109, 'trust': 0.0106, 'surprise': 0.0092, 'sadness': 0.0135, 'disgust': 0.0084, 'joy': 0.0108, 'a_score': 0.3681}",DecisionTreeClassifier()
RandomForestClassifier,0.8503,0.8649,0.8503,0.8488,0.8581,0.8708,0.8581,0.857,0.8579,0.8718,0.8579,0.8567,0.9444,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0125, 'anger': 0.0057, 'anticipation': 0.0089, 'trust': 0.0091, 'surprise': 0.0078, 'sadness': 0.0104, 'disgust': 0.0077, 'joy': 0.0114, 'a_score': 0.3634}",RandomForestClassifier()
RandomForestClassifier,0.851,0.8667,0.851,0.8495,0.8596,0.8749,0.8596,0.8583,0.8578,0.8741,0.8578,0.8563,0.9439,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0121, 'anger': 0.0072, 'anticipation': 0.0078, 'trust': 0.008, 'surprise': 0.0077, 'sadness': 0.0118, 'disgust': 0.0072, 'joy': 0.0074, 'a_score': 0.3623}",RandomForestClassifier()
DecisionTreeClassifier,0.8515,0.8638,0.8515,0.8504,0.8575,0.8689,0.8575,0.8564,0.8577,0.87,0.8577,0.8566,0.9355,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0124, 'anger': 0.0087, 'anticipation': 0.0107, 'trust': 0.0098, 'surprise': 0.0081, 'sadness': 0.0124, 'disgust': 0.0082, 'joy': 0.01, 'a_score': 0.3653}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8514,0.8642,0.8514,0.8503,0.8566,0.8683,0.8566,0.8555,0.8576,0.8701,0.8576,0.8564,0.9346,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0122, 'anger': 0.0077, 'anticipation': 0.011, 'trust': 0.0112, 'surprise': 0.0087, 'sadness': 0.0147, 'disgust': 0.0085, 'joy': 0.0112, 'a_score': 0.366}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8519,0.8646,0.8519,0.8509,0.8573,0.8686,0.8573,0.8561,0.8575,0.8697,0.8575,0.8564,0.9354,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0115, 'anger': 0.0075, 'anticipation': 0.0114, 'trust': 0.0113, 'surprise': 0.008, 'sadness': 0.0134, 'disgust': 0.0079, 'joy': 0.0104, 'a_score': 0.3687}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8509,0.8635,0.8509,0.8499,0.8577,0.8689,0.8577,0.8566,0.8574,0.8692,0.8574,0.8564,0.9358,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0128, 'anger': 0.0085, 'anticipation': 0.0115, 'trust': 0.011, 'surprise': 0.0072, 'sadness': 0.013, 'disgust': 0.0079, 'joy': 0.0094, 'a_score': 0.3667}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8498,0.862,0.8498,0.8488,0.8565,0.8665,0.8565,0.8555,0.8571,0.8681,0.8571,0.8561,0.935,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0132, 'anger': 0.0068, 'anticipation': 0.011, 'trust': 0.0118, 'surprise': 0.0085, 'sadness': 0.0126, 'disgust': 0.0083, 'joy': 0.0108, 'a_score': 0.3672}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8524,0.8661,0.8524,0.8512,0.8566,0.8695,0.8566,0.8553,0.8568,0.8704,0.8568,0.8556,0.9362,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0125, 'anger': 0.0081, 'anticipation': 0.0112, 'trust': 0.0112, 'surprise': 0.0086, 'sadness': 0.0147, 'disgust': 0.0082, 'joy': 0.0107, 'a_score': 0.3635}",DecisionTreeClassifier()
