Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Train MSE,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Val. MSE,Bal. Strategy,% of Features,% of Dataset,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
KNeighborsClassifier,0.9046,0.9157,0.9046,0.8944,0.0836,0.9164,0.9259,0.9164,0.9135,0.9138,0.9241,0.9138,0.9108,0.9637,0.0862,not-balanced,50,30,10,2,3,525,kbest,"['trust', 'a_score']","{'trust': 0.0006, 'a_score': 0.3588}",KNeighborsClassifier()
KNeighborsClassifier,0.8991,0.9137,0.8991,0.8883,0.0816,0.9184,0.9276,0.9184,0.9156,0.9138,0.9241,0.9138,0.9108,0.9611,0.0862,not-balanced,50,30,10,6,2,472,kbest,"['disgust', 'a_score']","{'disgust': 0.0006, 'a_score': 0.3559}",KNeighborsClassifier()
KNeighborsClassifier,0.9019,0.9165,0.9019,0.8916,0.0825,0.9175,0.9269,0.9175,0.9146,0.9138,0.9241,0.9138,0.9108,0.9726,0.0862,not-balanced,50,30,10,3,2,603,kbest,"['trust', 'a_score']","{'trust': 0.0005, 'a_score': 0.3555}",KNeighborsClassifier()
KNeighborsClassifier,0.8898,0.9107,0.8898,0.8823,0.089,0.911,0.9219,0.911,0.9078,0.9137,0.924,0.9137,0.9106,0.9734,0.0863,not-balanced,50,30,10,1,5,844,kbest,"['disgust', 'a_score']","{'disgust': 0.0006, 'a_score': 0.3573}",KNeighborsClassifier()
KNeighborsClassifier,0.8996,0.9145,0.8996,0.8894,0.0836,0.9164,0.9262,0.9164,0.9136,0.9137,0.924,0.9137,0.9106,0.963,0.0863,not-balanced,50,30,10,8,3,527,kbest,"['disgust', 'a_score']","{'disgust': 0.0004, 'a_score': 0.3526}",KNeighborsClassifier()
KNeighborsClassifier,0.9015,0.9153,0.9015,0.8907,0.0842,0.9158,0.9257,0.9158,0.9129,0.9137,0.924,0.9137,0.9106,0.9727,0.0863,not-balanced,50,30,10,10,1,983,kbest,"['disgust', 'a_score']","{'disgust': 0.0001, 'a_score': 0.3537}",KNeighborsClassifier()
KNeighborsClassifier,0.8975,0.9153,0.8975,0.8876,0.0844,0.9156,0.9255,0.9156,0.9128,0.9137,0.924,0.9137,0.9106,0.9727,0.0863,not-balanced,50,30,10,7,1,771,kbest,"['disgust', 'a_score']","{'disgust': 0.0005, 'a_score': 0.349}",KNeighborsClassifier()
KNeighborsClassifier,0.8957,0.9136,0.8957,0.8874,0.0862,0.9138,0.9241,0.9138,0.9107,0.9137,0.924,0.9137,0.9106,0.9726,0.0863,not-balanced,50,30,10,6,4,923,kbest,"['disgust', 'a_score']","{'disgust': 0.0005, 'a_score': 0.3597}",KNeighborsClassifier()
KNeighborsClassifier,0.9064,0.9184,0.9064,0.895,0.0848,0.9152,0.9245,0.9152,0.9123,0.9133,0.923,0.9133,0.9103,0.9552,0.0867,not-balanced,50,30,10,6,3,66,kbest,"['disgust', 'a_score']","{'disgust': 0.0019, 'a_score': 0.3557}",KNeighborsClassifier()
KNeighborsClassifier,0.913,0.9217,0.913,0.9009,0.0871,0.9129,0.9233,0.9129,0.9098,0.9133,0.9237,0.9133,0.9102,0.9737,0.0867,not-balanced,50,30,10,3,3,379,kbest,"['disgust', 'a_score']","{'disgust': 0.0008, 'a_score': 0.3544}",KNeighborsClassifier()
KNeighborsClassifier,0.8982,0.9116,0.8982,0.8894,0.086,0.914,0.9235,0.914,0.9109,0.9133,0.923,0.9133,0.9103,0.9656,0.0867,not-balanced,50,30,10,6,1,999,kbest,"['disgust', 'a_score']","{'disgust': 0.001, 'a_score': 0.3567}",KNeighborsClassifier()
KNeighborsClassifier,0.8947,0.9083,0.8947,0.8854,0.0922,0.9078,0.9188,0.9078,0.9046,0.9133,0.9231,0.9133,0.9103,0.9667,0.0867,not-balanced,50,30,10,7,2,787,kbest,"['trust', 'a_score']","{'trust': 0.0022, 'a_score': 0.3591}",KNeighborsClassifier()
KNeighborsClassifier,0.8954,0.9129,0.8954,0.8859,0.0821,0.9179,0.9268,0.9179,0.9151,0.9131,0.9229,0.9131,0.9101,0.9693,0.0869,not-balanced,50,30,10,9,4,906,kbest,"['disgust', 'a_score']","{'disgust': 0.0011, 'a_score': 0.356}",KNeighborsClassifier()
KNeighborsClassifier,0.8968,0.9122,0.8968,0.8887,0.0889,0.9111,0.9191,0.9111,0.9083,0.9131,0.9211,0.9131,0.9104,0.9738,0.0869,not-balanced,50,30,10,2,4,898,kbest,"['trust', 'a_score']","{'trust': 0.003, 'a_score': 0.3584}",KNeighborsClassifier()
KNeighborsClassifier,0.8954,0.9129,0.8954,0.8859,0.0821,0.9179,0.9268,0.9179,0.9151,0.9131,0.9229,0.9131,0.9101,0.9693,0.0869,not-balanced,50,30,10,9,3,906,kbest,"['disgust', 'a_score']","{'disgust': 0.0015, 'a_score': 0.354}",KNeighborsClassifier()
KNeighborsClassifier,0.894,0.9119,0.894,0.886,0.0851,0.9149,0.9245,0.9149,0.9119,0.9131,0.9229,0.9131,0.9101,0.9478,0.0869,not-balanced,50,30,10,7,3,56,kbest,"['disgust', 'a_score']","{'disgust': 0.0014, 'a_score': 0.3576}",KNeighborsClassifier()
