Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Feat. Selec. Strategy,Features,Features Importance,Model
DecisionTreeClassifier,0.8525,0.872,0.8525,0.793,0.8472,0.8669,0.8472,0.8474,0.8566,0.8757,0.8566,0.8567,0.9511,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.012, 'anger': 0.0072, 'anticipation': 0.0103, 'trust': 0.0095, 'surprise': 0.0101, 'sadness': 0.0125, 'disgust': 0.0101, 'joy': 0.0098, 'a_score': 0.4415}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8511,0.8666,0.8511,0.7872,0.8464,0.8622,0.8464,0.8463,0.8562,0.8724,0.8562,0.856,0.9493,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0118, 'anger': 0.0083, 'anticipation': 0.0113, 'trust': 0.0094, 'surprise': 0.0105, 'sadness': 0.0113, 'disgust': 0.0099, 'joy': 0.0109, 'a_score': 0.4427}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8501,0.8665,0.8501,0.7874,0.847,0.8669,0.847,0.8476,0.856,0.8747,0.856,0.8563,0.9515,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0127, 'anger': 0.0073, 'anticipation': 0.0098, 'trust': 0.0097, 'surprise': 0.0102, 'sadness': 0.0102, 'disgust': 0.0087, 'joy': 0.0104, 'a_score': 0.4425}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8504,0.8671,0.8504,0.7878,0.8461,0.8647,0.8461,0.8466,0.8558,0.8738,0.8558,0.8562,0.9503,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0125, 'anger': 0.0081, 'anticipation': 0.0107, 'trust': 0.0106, 'surprise': 0.0106, 'sadness': 0.0109, 'disgust': 0.0088, 'joy': 0.0135, 'a_score': 0.443}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8496,0.8656,0.8496,0.7875,0.8459,0.8606,0.8459,0.8456,0.8554,0.8699,0.8554,0.8551,0.9493,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0122, 'anger': 0.0076, 'anticipation': 0.0092, 'trust': 0.0101, 'surprise': 0.0098, 'sadness': 0.012, 'disgust': 0.0095, 'joy': 0.0107, 'a_score': 0.4414}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8464,0.8583,0.8464,0.7643,0.847,0.8655,0.847,0.8472,0.8553,0.873,0.8553,0.8553,0.9491,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.012, 'anger': 0.0082, 'anticipation': 0.0105, 'trust': 0.0093, 'surprise': 0.0094, 'sadness': 0.0124, 'disgust': 0.0089, 'joy': 0.0097, 'a_score': 0.4404}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8481,0.8647,0.8481,0.7765,0.8473,0.8689,0.8473,0.8478,0.855,0.8767,0.855,0.8555,0.9499,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0118, 'anger': 0.0079, 'anticipation': 0.0114, 'trust': 0.0087, 'surprise': 0.0108, 'sadness': 0.0094, 'disgust': 0.0088, 'joy': 0.0105, 'a_score': 0.4475}",DecisionTreeClassifier()
RandomForestClassifier,0.8482,0.8635,0.8482,0.7699,0.8508,0.8693,0.8508,0.8503,0.855,0.8735,0.855,0.8547,0.963,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0098, 'anger': 0.0078, 'anticipation': 0.0091, 'trust': 0.0109, 'surprise': 0.0092, 'sadness': 0.0114, 'disgust': 0.0071, 'joy': 0.0094, 'a_score': 0.442}",RandomForestClassifier()
DecisionTreeClassifier,0.8494,0.8641,0.8494,0.7831,0.8443,0.859,0.8443,0.8441,0.8549,0.8699,0.8549,0.8546,0.9494,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0123, 'anger': 0.0085, 'anticipation': 0.009, 'trust': 0.0096, 'surprise': 0.0102, 'sadness': 0.0106, 'disgust': 0.011, 'joy': 0.0095, 'a_score': 0.4419}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8501,0.865,0.8501,0.7859,0.8465,0.8609,0.8465,0.8464,0.8546,0.8684,0.8546,0.8545,0.9511,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0125, 'anger': 0.0084, 'anticipation': 0.0119, 'trust': 0.0108, 'surprise': 0.0093, 'sadness': 0.0123, 'disgust': 0.0098, 'joy': 0.0098, 'a_score': 0.4423}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8509,0.8654,0.8509,0.786,0.8457,0.8596,0.8457,0.8457,0.8544,0.8683,0.8544,0.8542,0.9507,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0131, 'anger': 0.0071, 'anticipation': 0.0123, 'trust': 0.0095, 'surprise': 0.0101, 'sadness': 0.0126, 'disgust': 0.0088, 'joy': 0.0094, 'a_score': 0.4405}",DecisionTreeClassifier()
RandomForestClassifier,0.8482,0.84,0.8482,0.7135,0.8502,0.8438,0.8502,0.8421,0.8539,0.8477,0.8539,0.8461,0.9626,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0095, 'anger': 0.0065, 'anticipation': 0.0077, 'trust': 0.0109, 'surprise': 0.0093, 'sadness': 0.01, 'disgust': 0.0069, 'joy': 0.0087, 'a_score': 0.414}",RandomForestClassifier()
RandomForestClassifier,0.8475,0.8617,0.8475,0.765,0.8518,0.8739,0.8518,0.8515,0.8539,0.8754,0.8539,0.8539,0.9628,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0091, 'anger': 0.0072, 'anticipation': 0.0087, 'trust': 0.0094, 'surprise': 0.0101, 'sadness': 0.0124, 'disgust': 0.0057, 'joy': 0.0087, 'a_score': 0.4426}",RandomForestClassifier()
RandomForestClassifier,0.8505,0.8424,0.8505,0.7174,0.8497,0.8421,0.8497,0.8405,0.8536,0.8462,0.8536,0.8446,0.9633,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0088, 'anger': 0.0066, 'anticipation': 0.0083, 'trust': 0.01, 'surprise': 0.0086, 'sadness': 0.0124, 'disgust': 0.0067, 'joy': 0.0073, 'a_score': 0.4149}",RandomForestClassifier()
RandomForestClassifier,0.8462,0.8464,0.8462,0.7295,0.8497,0.841,0.8497,0.8398,0.8535,0.8452,0.8535,0.8439,0.9622,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0101, 'anger': 0.0075, 'anticipation': 0.0092, 'trust': 0.0102, 'surprise': 0.01, 'sadness': 0.0105, 'disgust': 0.0071, 'joy': 0.0086, 'a_score': 0.4141}",RandomForestClassifier()
RandomForestClassifier,0.8438,0.8501,0.8438,0.7425,0.8498,0.8415,0.8498,0.8404,0.8532,0.8449,0.8532,0.8438,0.9619,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0101, 'anger': 0.0072, 'anticipation': 0.0088, 'trust': 0.011, 'surprise': 0.0087, 'sadness': 0.0118, 'disgust': 0.0061, 'joy': 0.0085, 'a_score': 0.4137}",RandomForestClassifier()
