Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Feat. Selec. Strategy,Features,Features Importance,Model
DecisionTreeClassifier,0.8523,0.8709,0.8523,0.794,0.8568,0.8725,0.8568,0.8569,0.857,0.8746,0.857,0.8572,0.953,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0129, 'anger': 0.0078, 'anticipation': 0.0101, 'trust': 0.0111, 'surprise': 0.0079, 'sadness': 0.0127, 'disgust': 0.01, 'joy': 0.0129, 'a_score': 0.4396}",DecisionTreeClassifier()
RandomForestClassifier,0.8528,0.8731,0.8528,0.7923,0.8529,0.8725,0.8529,0.8524,0.8561,0.8763,0.8561,0.8557,0.9649,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.01, 'anger': 0.0058, 'anticipation': 0.0079, 'trust': 0.009, 'surprise': 0.0089, 'sadness': 0.0085, 'disgust': 0.007, 'joy': 0.0082, 'a_score': 0.4392}",RandomForestClassifier()
KNeighborsClassifier,0.8271,0.8381,0.8271,0.7362,0.8143,0.8245,0.8143,0.8105,0.8171,0.8271,0.8171,0.814,0.9518,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0019, 'anger': -0.0004, 'anticipation': 0.003, 'trust': 0.0039, 'surprise': 0.0037, 'sadness': 0.0032, 'disgust': 0.0027, 'joy': 0.0035, 'a_score': 0.3729}",KNeighborsClassifier()
MLPClassifier,0.6349,0.6821,0.6349,0.5588,0.6239,0.6885,0.6239,0.5665,0.6281,0.6946,0.6281,0.5723,0.7882,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.004, 'anger': 0.0069, 'anticipation': -0.0054, 'trust': 0.0056, 'surprise': -0.0034, 'sadness': -0.0033, 'disgust': -0.0002, 'joy': 0.0062, 'a_score': 0.2006}",MLPClassifier()
SVC,0.5878,0.546,0.5878,0.3929,0.6184,0.5951,0.6184,0.5536,0.6218,0.5994,0.6218,0.5591,0.6527,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0004, 'anger': -0.0002, 'anticipation': 0.0, 'trust': 0.0, 'surprise': -0.0001, 'sadness': -0.0002, 'disgust': -0.0, 'joy': 0.0006, 'a_score': 0.1493}",SVC(probability=True)
GaussianNB,0.5686,0.5664,0.5686,0.5938,0.5763,0.5748,0.5763,0.5652,0.5787,0.5782,0.5787,0.5685,0.7147,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0, 'anger': 0.001, 'anticipation': 0.0019, 'trust': 0.0059, 'surprise': 0.0031, 'sadness': 0.0038, 'disgust': 0.0013, 'joy': 0.002, 'a_score': 0.1597}",GaussianNB()
LogisticRegression,0.4133,0.4081,0.4133,0.2929,0.417,0.4103,0.417,0.4132,0.4175,0.412,0.4175,0.4142,0.6701,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0047, 'anger': -0.0, 'anticipation': -0.0002, 'trust': -0.0046, 'surprise': 0.0024, 'sadness': -0.0022, 'disgust': -0.0037, 'joy': -0.0056, 'a_score': -0.0327}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
