Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
MLPClassifier,0.6053,0.6257,0.6053,0.472,0.5977,0.6189,0.5977,0.5333,0.5971,0.6213,0.5971,0.5333,0.7557,not-balanced,100,10,6,1,504,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0058, 'anger': 0.0024, 'anticipation': 0.0013, 'trust': 0.0036, 'surprise': 0.0022, 'sadness': 0.0044, 'disgust': 0.0028, 'joy': 0.0013, 'a_score': 0.1387}",MLPClassifier()
MLPClassifier,0.6012,0.6246,0.6012,0.4616,0.593,0.6234,0.593,0.5283,0.597,0.6247,0.597,0.5327,0.7646,not-balanced,100,10,2,4,183,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0028, 'anger': 0.0023, 'anticipation': 0.0012, 'trust': 0.0014, 'surprise': 0.0014, 'sadness': 0.0031, 'disgust': 0.004, 'joy': 0.0018, 'a_score': 0.1298}",MLPClassifier()
MLPClassifier,0.6034,0.6299,0.6034,0.4628,0.5968,0.6076,0.5968,0.5361,0.5966,0.6138,0.5966,0.537,0.7747,not-balanced,100,10,7,4,985,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0059, 'anger': 0.0024, 'anticipation': 0.0006, 'trust': 0.0009, 'surprise': 0.001, 'sadness': 0.0029, 'disgust': 0.0006, 'joy': 0.004, 'a_score': 0.1308}",MLPClassifier()
MLPClassifier,0.6001,0.6341,0.6001,0.4759,0.5954,0.5972,0.5954,0.5577,0.5965,0.6057,0.5965,0.5586,0.771,not-balanced,100,10,1,4,34,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0079, 'anger': 0.0016, 'anticipation': 0.0015, 'trust': 0.0, 'surprise': 0.0034, 'sadness': 0.0029, 'disgust': 0.0038, 'joy': 0.0028, 'a_score': 0.126}",MLPClassifier()
MLPClassifier,0.5967,0.6113,0.5967,0.4654,0.5936,0.6171,0.5936,0.5289,0.5948,0.6127,0.5948,0.5293,0.761,not-balanced,100,10,5,3,74,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0034, 'anger': 0.0028, 'anticipation': 0.0043, 'trust': 0.0028, 'surprise': 0.0022, 'sadness': 0.0024, 'disgust': 0.0016, 'joy': 0.0015, 'a_score': 0.1362}",MLPClassifier()
MLPClassifier,0.6077,0.6346,0.6077,0.4926,0.589,0.6061,0.589,0.5745,0.5923,0.6071,0.5923,0.577,0.7694,not-balanced,100,10,1,3,56,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0174, 'anger': 0.0048, 'anticipation': 0.0103, 'trust': 0.0082, 'surprise': 0.0107, 'sadness': 0.0159, 'disgust': 0.0096, 'joy': 0.0059, 'a_score': 0.1232}",MLPClassifier()
MLPClassifier,0.613,0.6384,0.613,0.4683,0.5918,0.6019,0.5918,0.5433,0.591,0.5986,0.591,0.5418,0.7591,not-balanced,100,10,7,2,659,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0118, 'anger': 0.0043, 'anticipation': 0.0052, 'trust': 0.0072, 'surprise': 0.0027, 'sadness': 0.0114, 'disgust': 0.0022, 'joy': 0.0096, 'a_score': 0.1326}",MLPClassifier()
MLPClassifier,0.6005,0.6207,0.6005,0.4712,0.5794,0.5772,0.5794,0.5408,0.5835,0.5853,0.5835,0.5469,0.7672,not-balanced,100,10,8,2,303,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0171, 'anger': 0.0041, 'anticipation': 0.0071, 'trust': 0.005, 'surprise': 0.0118, 'sadness': 0.0042, 'disgust': 0.0053, 'joy': 0.0047, 'a_score': 0.1189}",MLPClassifier()
MLPClassifier,0.6034,0.6483,0.6034,0.4955,0.5774,0.574,0.5774,0.5494,0.5801,0.5798,0.5801,0.5529,0.7653,not-balanced,100,10,6,5,94,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0121, 'anger': 0.001, 'anticipation': 0.0148, 'trust': 0.0046, 'surprise': 0.0108, 'sadness': 0.0116, 'disgust': 0.0041, 'joy': 0.0054, 'a_score': 0.1123}",MLPClassifier()
MLPClassifier,0.6,0.616,0.6,0.471,0.5616,0.5559,0.5616,0.5365,0.5688,0.5649,0.5688,0.5438,0.7627,not-balanced,100,10,2,1,744,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0057, 'anger': 0.0068, 'anticipation': 0.0072, 'trust': -0.0014, 'surprise': 0.0088, 'sadness': 0.0075, 'disgust': 0.0017, 'joy': 0.0088, 'a_score': 0.1064}",MLPClassifier()
MLPClassifier,0.5889,0.6168,0.5889,0.4653,0.5211,0.5771,0.5211,0.4756,0.5173,0.572,0.5173,0.4716,0.7585,not-balanced,100,10,5,5,498,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0056, 'anger': -0.0, 'anticipation': -0.0047, 'trust': 0.0063, 'surprise': 0.0054, 'sadness': 0.0043, 'disgust': 0.0016, 'joy': 0.0041, 'a_score': 0.0572}",MLPClassifier()
MLPClassifier,0.5981,0.6196,0.5981,0.4542,0.5093,0.5096,0.5093,0.4986,0.5115,0.5102,0.5115,0.4998,0.7767,not-balanced,100,10,9,5,360,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0044, 'anger': -0.0033, 'anticipation': -0.0026, 'trust': 0.0013, 'surprise': -0.0026, 'sadness': -0.0072, 'disgust': -0.0008, 'joy': 0.0035, 'a_score': 0.0462}",MLPClassifier()
