Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
KNeighborsClassifier,0.8271,0.8262,0.8271,0.7053,0.8496,0.8411,0.8496,0.8404,0.8463,0.8351,0.8463,0.8357,0.9506,not-balanced,100,10,7,2,695,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0047, 'anger': 0.0029, 'anticipation': 0.0045, 'trust': 0.0051, 'surprise': 0.0046, 'sadness': 0.005, 'disgust': 0.0063, 'joy': 0.0052, 'a_score': 0.3955}",KNeighborsClassifier()
KNeighborsClassifier,0.8336,0.8431,0.8336,0.7553,0.8393,0.8581,0.8393,0.8397,0.8462,0.8654,0.8462,0.8469,0.948,not-balanced,100,10,7,4,649,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0056, 'anger': 0.0044, 'anticipation': 0.0018, 'trust': 0.004, 'surprise': 0.0032, 'sadness': 0.006, 'disgust': 0.0016, 'joy': 0.0027, 'a_score': 0.4247}",KNeighborsClassifier()
KNeighborsClassifier,0.8321,0.8329,0.8321,0.7065,0.8454,0.8382,0.8454,0.8371,0.8462,0.8367,0.8462,0.8367,0.945,not-balanced,100,10,4,5,162,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0088, 'anger': 0.0033, 'anticipation': 0.0044, 'trust': 0.0052, 'surprise': 0.0042, 'sadness': 0.0073, 'disgust': 0.0037, 'joy': 0.0023, 'a_score': 0.3998}",KNeighborsClassifier()
KNeighborsClassifier,0.8314,0.8343,0.8314,0.7273,0.8462,0.8358,0.8462,0.8364,0.8459,0.8351,0.8459,0.8357,0.9509,not-balanced,100,10,2,3,441,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.006, 'anger': 0.0036, 'anticipation': 0.0038, 'trust': 0.0041, 'surprise': 0.005, 'sadness': 0.0107, 'disgust': 0.0022, 'joy': 0.0055, 'a_score': 0.3957}",KNeighborsClassifier()
KNeighborsClassifier,0.8312,0.8334,0.8312,0.7149,0.8363,0.8236,0.8363,0.8239,0.8457,0.8337,0.8457,0.8341,0.9476,not-balanced,100,10,3,1,701,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0045, 'anger': 0.0037, 'anticipation': 0.0029, 'trust': 0.0051, 'surprise': 0.0031, 'sadness': 0.0056, 'disgust': 0.0033, 'joy': 0.0027, 'a_score': 0.3888}",KNeighborsClassifier()
KNeighborsClassifier,0.8296,0.8317,0.8296,0.732,0.8443,0.8701,0.8443,0.8452,0.845,0.87,0.845,0.846,0.9551,not-balanced,100,10,5,3,940,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0039, 'anger': 0.0047, 'anticipation': 0.0029, 'trust': 0.0057, 'surprise': 0.0047, 'sadness': 0.0031, 'disgust': 0.0033, 'joy': 0.0032, 'a_score': 0.4248}",KNeighborsClassifier()
KNeighborsClassifier,0.826,0.8329,0.826,0.7319,0.8426,0.8324,0.8426,0.8336,0.8449,0.8351,0.8449,0.8356,0.9499,not-balanced,100,10,1,2,571,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0053, 'anger': 0.0026, 'anticipation': 0.0073, 'trust': 0.0058, 'surprise': 0.0032, 'sadness': 0.0076, 'disgust': 0.0047, 'joy': 0.0063, 'a_score': 0.3952}",KNeighborsClassifier()
KNeighborsClassifier,0.8233,0.8318,0.8233,0.7321,0.8423,0.8595,0.8423,0.843,0.8447,0.8623,0.8447,0.8457,0.9507,not-balanced,100,10,6,1,713,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0049, 'anger': 0.0026, 'anticipation': 0.0039, 'trust': 0.0081, 'surprise': 0.0043, 'sadness': 0.0048, 'disgust': 0.003, 'joy': 0.0084, 'a_score': 0.4251}",KNeighborsClassifier()
KNeighborsClassifier,0.8321,0.836,0.8321,0.7289,0.8413,0.8337,0.8413,0.8338,0.8447,0.8356,0.8447,0.8365,0.9563,not-balanced,100,10,10,2,562,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0094, 'anger': 0.0027, 'anticipation': 0.0071, 'trust': 0.0048, 'surprise': 0.004, 'sadness': 0.0078, 'disgust': 0.0021, 'joy': 0.0034, 'a_score': 0.4006}",KNeighborsClassifier()
KNeighborsClassifier,0.8328,0.8371,0.8328,0.7363,0.839,0.8302,0.839,0.8318,0.8445,0.8364,0.8445,0.8379,0.9547,not-balanced,100,10,8,4,13,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0042, 'anger': 0.005, 'anticipation': 0.0032, 'trust': 0.0048, 'surprise': 0.0067, 'sadness': 0.005, 'disgust': 0.0036, 'joy': 0.005, 'a_score': 0.3917}",KNeighborsClassifier()
KNeighborsClassifier,0.8368,0.8366,0.8368,0.7279,0.8415,0.8534,0.8415,0.8416,0.8444,0.8571,0.8444,0.8449,0.9539,not-balanced,100,10,6,4,115,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0106, 'anger': 0.0038, 'anticipation': 0.0046, 'trust': 0.0076, 'surprise': 0.0042, 'sadness': 0.0058, 'disgust': 0.0023, 'joy': 0.0041, 'a_score': 0.4182}",KNeighborsClassifier()
KNeighborsClassifier,0.8306,0.8441,0.8306,0.7482,0.8449,0.8357,0.8449,0.8351,0.8438,0.8335,0.8438,0.8345,0.9538,not-balanced,100,10,9,4,620,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0069, 'anger': 0.0037, 'anticipation': 0.0046, 'trust': 0.0037, 'surprise': 0.0047, 'sadness': 0.0048, 'disgust': 0.0026, 'joy': 0.0028, 'a_score': 0.3945}",KNeighborsClassifier()
KNeighborsClassifier,0.8319,0.8406,0.8319,0.7463,0.8432,0.8662,0.8432,0.8434,0.8428,0.8643,0.8428,0.8436,0.9527,not-balanced,100,10,9,2,435,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0084, 'anger': 0.0053, 'anticipation': 0.0023, 'trust': 0.0038, 'surprise': 0.0062, 'sadness': 0.0065, 'disgust': 0.0018, 'joy': 0.0034, 'a_score': 0.4295}",KNeighborsClassifier()
KNeighborsClassifier,0.8298,0.833,0.8298,0.7182,0.8369,0.8256,0.8369,0.8264,0.8428,0.8302,0.8428,0.8309,0.9553,not-balanced,100,10,10,4,944,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.005, 'anger': 0.0034, 'anticipation': 0.0023, 'trust': 0.0055, 'surprise': 0.0042, 'sadness': 0.0041, 'disgust': 0.0031, 'joy': 0.0016, 'a_score': 0.3913}",KNeighborsClassifier()
KNeighborsClassifier,0.8285,0.8357,0.8285,0.7209,0.8405,0.8566,0.8405,0.8412,0.8428,0.8589,0.8428,0.8444,0.9516,not-balanced,100,10,2,1,681,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0119, 'anger': 0.004, 'anticipation': 0.0021, 'trust': 0.0046, 'surprise': 0.0034, 'sadness': 0.0095, 'disgust': 0.0052, 'joy': 0.0036, 'a_score': 0.4228}",KNeighborsClassifier()
KNeighborsClassifier,0.8227,0.83,0.8227,0.7191,0.839,0.826,0.839,0.8249,0.8427,0.8294,0.8427,0.8282,0.951,not-balanced,100,10,3,2,936,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.006, 'anger': 0.0042, 'anticipation': 0.0042, 'trust': 0.0062, 'surprise': 0.0051, 'sadness': 0.0044, 'disgust': 0.0043, 'joy': 0.0069, 'a_score': 0.3894}",KNeighborsClassifier()
KNeighborsClassifier,0.836,0.8356,0.836,0.7219,0.8347,0.8246,0.8347,0.8266,0.8424,0.8327,0.8424,0.8341,0.938,not-balanced,100,10,7,5,638,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0054, 'anger': 0.0021, 'anticipation': 0.0034, 'trust': 0.0087, 'surprise': 0.0048, 'sadness': 0.0044, 'disgust': 0.0036, 'joy': 0.0053, 'a_score': 0.3952}",KNeighborsClassifier()
KNeighborsClassifier,0.8248,0.8381,0.8248,0.7464,0.8412,0.8319,0.8412,0.8334,0.842,0.8317,0.842,0.8333,0.9554,not-balanced,100,10,1,3,444,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0091, 'anger': 0.0034, 'anticipation': 0.0071, 'trust': 0.0069, 'surprise': 0.0054, 'sadness': 0.0059, 'disgust': 0.0038, 'joy': 0.0083, 'a_score': 0.3936}",KNeighborsClassifier()
KNeighborsClassifier,0.8398,0.851,0.8398,0.7669,0.8421,0.8342,0.8421,0.8354,0.8419,0.8323,0.8419,0.8342,0.9503,not-balanced,100,10,6,2,2,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0036, 'anger': 0.0027, 'anticipation': 0.0038, 'trust': 0.007, 'surprise': 0.0047, 'sadness': 0.0039, 'disgust': 0.0055, 'joy': 0.0066, 'a_score': 0.3935}",KNeighborsClassifier()
KNeighborsClassifier,0.8422,0.8352,0.8422,0.7086,0.8363,0.8235,0.8363,0.8231,0.8417,0.829,0.8417,0.8284,0.9555,not-balanced,100,10,6,3,963,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0062, 'anger': 0.0069, 'anticipation': 0.0058, 'trust': 0.0057, 'surprise': 0.0064, 'sadness': 0.0059, 'disgust': 0.0043, 'joy': 0.0089, 'a_score': 0.3884}",KNeighborsClassifier()
KNeighborsClassifier,0.827,0.834,0.827,0.7258,0.8402,0.8322,0.8402,0.8333,0.8417,0.8324,0.8417,0.834,0.9504,not-balanced,100,10,4,3,449,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0031, 'anger': 0.0026, 'anticipation': 0.0051, 'trust': 0.0052, 'surprise': 0.0025, 'sadness': 0.0024, 'disgust': 0.0066, 'joy': 0.0066, 'a_score': 0.3983}",KNeighborsClassifier()
KNeighborsClassifier,0.8333,0.8384,0.8333,0.7255,0.8327,0.8487,0.8327,0.8333,0.8412,0.8563,0.8412,0.8429,0.945,not-balanced,100,10,9,5,847,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0115, 'anger': 0.0029, 'anticipation': 0.006, 'trust': 0.0044, 'surprise': 0.0036, 'sadness': 0.0108, 'disgust': 0.0027, 'joy': 0.0027, 'a_score': 0.4269}",KNeighborsClassifier()
KNeighborsClassifier,0.8398,0.8481,0.8398,0.7523,0.8374,0.8295,0.8374,0.83,0.84,0.8309,0.84,0.8325,0.9523,not-balanced,100,10,3,4,942,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0079, 'anger': 0.0036, 'anticipation': 0.0044, 'trust': 0.0054, 'surprise': 0.0054, 'sadness': 0.0111, 'disgust': 0.0031, 'joy': 0.0015, 'a_score': 0.3964}",KNeighborsClassifier()
KNeighborsClassifier,0.8308,0.8223,0.8308,0.6793,0.837,0.8259,0.837,0.8264,0.8389,0.8266,0.8389,0.8279,0.9471,not-balanced,100,10,5,2,855,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.01, 'anger': 0.0065, 'anticipation': 0.0077, 'trust': 0.0091, 'surprise': 0.0029, 'sadness': 0.0058, 'disgust': 0.0037, 'joy': 0.0075, 'a_score': 0.3886}",KNeighborsClassifier()
KNeighborsClassifier,0.8277,0.8402,0.8277,0.7539,0.812,0.8319,0.812,0.8171,0.8148,0.8329,0.8148,0.8195,0.9518,not-balanced,100,10,2,4,636,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0032, 'anger': 0.0019, 'anticipation': 0.0031, 'trust': 0.0015, 'surprise': 0.0004, 'sadness': 0.0008, 'disgust': 0.0019, 'joy': 0.0042, 'a_score': 0.3937}",KNeighborsClassifier()
KNeighborsClassifier,0.8284,0.8388,0.8284,0.7404,0.813,0.8309,0.813,0.8177,0.8142,0.8333,0.8142,0.819,0.9495,not-balanced,100,10,5,5,117,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0003, 'anger': 0.0002, 'anticipation': -0.0, 'trust': 0.0028, 'surprise': 0.0007, 'sadness': -0.0004, 'disgust': 0.0021, 'joy': 0.0023, 'a_score': 0.3914}",KNeighborsClassifier()
KNeighborsClassifier,0.8339,0.837,0.8339,0.731,0.8162,0.8207,0.8162,0.8102,0.8138,0.818,0.8138,0.8071,0.9487,not-balanced,100,10,8,3,624,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0009, 'anger': 0.0007, 'anticipation': 0.0011, 'trust': 0.0019, 'surprise': 0.0001, 'sadness': 0.0021, 'disgust': -0.001, 'joy': -0.001, 'a_score': 0.3671}",KNeighborsClassifier()
KNeighborsClassifier,0.8394,0.8387,0.8394,0.7212,0.8094,0.8158,0.8094,0.8063,0.8135,0.8203,0.8135,0.8095,0.941,not-balanced,100,10,4,4,349,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0018, 'anger': 0.0004, 'anticipation': 0.0002, 'trust': 0.0034, 'surprise': 0.0039, 'sadness': 0.0025, 'disgust': 0.0021, 'joy': 0.0047, 'a_score': 0.3724}",KNeighborsClassifier()
KNeighborsClassifier,0.8296,0.837,0.8296,0.7428,0.8144,0.8228,0.8144,0.8095,0.8135,0.8203,0.8135,0.8081,0.9445,not-balanced,100,10,8,1,820,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0061, 'anger': 0.0012, 'anticipation': 0.0019, 'trust': -0.0002, 'surprise': 0.001, 'sadness': 0.007, 'disgust': -0.0002, 'joy': -0.001, 'a_score': 0.3661}",KNeighborsClassifier()
KNeighborsClassifier,0.8333,0.8359,0.8333,0.7308,0.8111,0.8191,0.8111,0.8045,0.813,0.8203,0.813,0.8052,0.9521,not-balanced,100,10,9,3,741,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.003, 'anger': 0.0002, 'anticipation': -0.0004, 'trust': 0.0017, 'surprise': -0.0004, 'sadness': 0.0025, 'disgust': 0.0026, 'joy': -0.0011, 'a_score': 0.3646}",KNeighborsClassifier()
KNeighborsClassifier,0.8264,0.8437,0.8264,0.761,0.8106,0.8163,0.8106,0.8062,0.8127,0.8174,0.8127,0.8078,0.9519,not-balanced,100,10,3,5,366,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0011, 'anger': 0.0009, 'anticipation': 0.0004, 'trust': 0.0023, 'surprise': 0.0012, 'sadness': 0.0065, 'disgust': -0.0009, 'joy': 0.0004, 'a_score': 0.3674}",KNeighborsClassifier()
KNeighborsClassifier,0.8322,0.8382,0.8322,0.7368,0.8102,0.829,0.8102,0.8147,0.8122,0.8292,0.8122,0.8165,0.9551,not-balanced,100,10,3,3,355,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0025, 'anger': 0.0015, 'anticipation': 0.0059, 'trust': 0.0008, 'surprise': 0.0011, 'sadness': 0.0011, 'disgust': 0.002, 'joy': 0.004, 'a_score': 0.3935}",KNeighborsClassifier()
KNeighborsClassifier,0.8297,0.8401,0.8297,0.7465,0.8069,0.8208,0.8069,0.8037,0.8112,0.8216,0.8112,0.8065,0.9537,not-balanced,100,10,8,5,663,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0002, 'anger': 0.0023, 'anticipation': 0.0014, 'trust': 0.004, 'surprise': -0.0011, 'sadness': 0.0018, 'disgust': 0.0026, 'joy': 0.0001, 'a_score': 0.367}",KNeighborsClassifier()
KNeighborsClassifier,0.8382,0.8432,0.8382,0.7403,0.8129,0.8213,0.8129,0.8051,0.8111,0.8191,0.8111,0.8022,0.95,not-balanced,100,10,4,1,167,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0019, 'anger': -0.001, 'anticipation': 0.0012, 'trust': 0.0012, 'surprise': 0.0038, 'sadness': 0.0051, 'disgust': 0.0003, 'joy': 0.0029, 'a_score': 0.3633}",KNeighborsClassifier()
KNeighborsClassifier,0.8281,0.8307,0.8281,0.7086,0.8093,0.8162,0.8093,0.8033,0.8107,0.8177,0.8107,0.8037,0.9549,not-balanced,100,10,4,2,621,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0055, 'anger': 0.001, 'anticipation': -0.0, 'trust': 0.0031, 'surprise': 0.0046, 'sadness': 0.0033, 'disgust': 0.0023, 'joy': -0.0004, 'a_score': 0.363}",KNeighborsClassifier()
KNeighborsClassifier,0.8323,0.8365,0.8323,0.7363,0.8107,0.8357,0.8107,0.816,0.8104,0.8345,0.8104,0.8156,0.9553,not-balanced,100,10,10,1,356,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0025, 'anger': 0.0027, 'anticipation': 0.0053, 'trust': 0.0035, 'surprise': 0.0032, 'sadness': 0.0012, 'disgust': 0.0013, 'joy': 0.0032, 'a_score': 0.3944}",KNeighborsClassifier()
KNeighborsClassifier,0.8347,0.836,0.8347,0.7235,0.8151,0.8383,0.8151,0.8206,0.8099,0.8315,0.8099,0.815,0.9552,not-balanced,100,10,7,1,692,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0026, 'anger': 0.0007, 'anticipation': 0.0049, 'trust': 0.0025, 'surprise': 0.0, 'sadness': 0.0032, 'disgust': 0.001, 'joy': 0.0051, 'a_score': 0.3958}",KNeighborsClassifier()
KNeighborsClassifier,0.831,0.8335,0.831,0.7162,0.8076,0.8198,0.8076,0.8015,0.8093,0.8209,0.8093,0.8026,0.955,not-balanced,100,10,2,2,199,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0005, 'anger': 0.0025, 'anticipation': 0.0029, 'trust': 0.0055, 'surprise': 0.001, 'sadness': 0.0013, 'disgust': 0.0033, 'joy': 0.0037, 'a_score': 0.3663}",KNeighborsClassifier()
KNeighborsClassifier,0.8315,0.8409,0.8315,0.7379,0.7998,0.8175,0.7998,0.7965,0.8043,0.82,0.8043,0.8003,0.9509,not-balanced,100,10,9,1,960,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.003, 'anger': 0.0035, 'anticipation': 0.0054, 'trust': 0.0032, 'surprise': 0.0061, 'sadness': 0.0059, 'disgust': 0.0058, 'joy': 0.0013, 'a_score': 0.3672}",KNeighborsClassifier()
