Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Feat. Selec. Strategy,Features,Features Importance,Model
DecisionTreeClassifier,0.9162,0.9224,0.9162,0.9051,0.913,0.9202,0.913,0.9105,0.9162,0.9234,0.9162,0.9137,0.9686,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0044, 'anger': 0.0037, 'anticipation': 0.0045, 'trust': 0.0048, 'surprise': 0.0048, 'sadness': 0.007, 'disgust': 0.0039, 'joy': 0.0047, 'a_score': 0.3675}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9159,0.9216,0.9159,0.9049,0.9129,0.9195,0.9129,0.9104,0.9162,0.923,0.9162,0.9138,0.9707,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0041, 'anger': 0.0031, 'anticipation': 0.0043, 'trust': 0.0048, 'surprise': 0.0055, 'sadness': 0.007, 'disgust': 0.0041, 'joy': 0.005, 'a_score': 0.3676}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9167,0.9226,0.9167,0.9057,0.9125,0.9188,0.9125,0.91,0.9162,0.9227,0.9162,0.9139,0.9704,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0047, 'anger': 0.004, 'anticipation': 0.0045, 'trust': 0.0057, 'surprise': 0.0052, 'sadness': 0.0065, 'disgust': 0.0045, 'joy': 0.0055, 'a_score': 0.369}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9163,0.9223,0.9163,0.9052,0.9129,0.9196,0.9129,0.9105,0.9159,0.9227,0.9159,0.9135,0.9703,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0035, 'anger': 0.0038, 'anticipation': 0.0038, 'trust': 0.0049, 'surprise': 0.005, 'sadness': 0.0066, 'disgust': 0.0049, 'joy': 0.0047, 'a_score': 0.3664}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9168,0.9224,0.9168,0.9058,0.9127,0.9192,0.9127,0.9102,0.9159,0.9227,0.9159,0.9136,0.9695,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0045, 'anger': 0.0038, 'anticipation': 0.004, 'trust': 0.0061, 'surprise': 0.0056, 'sadness': 0.0065, 'disgust': 0.0043, 'joy': 0.0049, 'a_score': 0.3683}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9153,0.9212,0.9153,0.9041,0.9126,0.9192,0.9126,0.9102,0.9158,0.9226,0.9158,0.9134,0.969,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0045, 'anger': 0.0035, 'anticipation': 0.0041, 'trust': 0.0051, 'surprise': 0.0042, 'sadness': 0.0075, 'disgust': 0.0042, 'joy': 0.0046, 'a_score': 0.3657}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9162,0.9221,0.9162,0.9051,0.9127,0.9194,0.9127,0.9102,0.9158,0.9224,0.9158,0.9134,0.9705,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0043, 'anger': 0.0039, 'anticipation': 0.0041, 'trust': 0.0051, 'surprise': 0.0055, 'sadness': 0.0065, 'disgust': 0.0046, 'joy': 0.0045, 'a_score': 0.3676}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9167,0.9224,0.9167,0.9057,0.9129,0.9197,0.9129,0.9105,0.9156,0.9223,0.9156,0.9133,0.97,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0044, 'anger': 0.0036, 'anticipation': 0.0036, 'trust': 0.0051, 'surprise': 0.0056, 'sadness': 0.0072, 'disgust': 0.0046, 'joy': 0.005, 'a_score': 0.3693}",DecisionTreeClassifier()
RandomForestClassifier,0.9119,0.9178,0.9119,0.9008,0.9134,0.9189,0.9134,0.9111,0.9155,0.9215,0.9155,0.9132,0.9763,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0048, 'anger': 0.0035, 'anticipation': 0.0036, 'trust': 0.0043, 'surprise': 0.0032, 'sadness': 0.0062, 'disgust': 0.004, 'joy': 0.0039, 'a_score': 0.3674}",RandomForestClassifier()
DecisionTreeClassifier,0.9156,0.9213,0.9156,0.9044,0.9116,0.918,0.9116,0.9092,0.9154,0.9217,0.9154,0.9131,0.9695,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.005, 'anger': 0.0037, 'anticipation': 0.0037, 'trust': 0.0049, 'surprise': 0.0049, 'sadness': 0.0085, 'disgust': 0.004, 'joy': 0.0047, 'a_score': 0.3663}",DecisionTreeClassifier()
RandomForestClassifier,0.9137,0.9196,0.9137,0.9027,0.9141,0.9197,0.9141,0.9118,0.9154,0.9216,0.9154,0.9131,0.9761,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.005, 'anger': 0.0036, 'anticipation': 0.003, 'trust': 0.0035, 'surprise': 0.0033, 'sadness': 0.0062, 'disgust': 0.004, 'joy': 0.0036, 'a_score': 0.3705}",RandomForestClassifier()
RandomForestClassifier,0.9125,0.9179,0.9125,0.9017,0.9147,0.9202,0.9147,0.9124,0.9153,0.9213,0.9153,0.913,0.976,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0044, 'anger': 0.0041, 'anticipation': 0.0037, 'trust': 0.0044, 'surprise': 0.0033, 'sadness': 0.0068, 'disgust': 0.0046, 'joy': 0.0033, 'a_score': 0.3677}",RandomForestClassifier()
