Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Feat. Selec. Strategy,Features,Features Importance,Model
DecisionTreeClassifier,0.912,0.9164,0.912,0.9006,0.9103,0.9155,0.9103,0.908,0.9148,0.92,0.9148,0.9126,0.9662,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0068, 'anger': 0.0031, 'anticipation': 0.0072, 'trust': 0.0085, 'surprise': 0.0057, 'sadness': 0.0052, 'disgust': 0.0063, 'joy': 0.0104, 'a_score': 0.3675}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9097,0.9145,0.9097,0.8979,0.9114,0.9166,0.9114,0.9092,0.9147,0.9195,0.9147,0.9126,0.9654,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0071, 'anger': 0.0029, 'anticipation': 0.0072, 'trust': 0.0071, 'surprise': 0.005, 'sadness': 0.0041, 'disgust': 0.0086, 'joy': 0.0097, 'a_score': 0.363}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9111,0.9161,0.9111,0.8994,0.9111,0.917,0.9111,0.9087,0.9145,0.92,0.9145,0.9123,0.9646,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0057, 'anger': 0.0031, 'anticipation': 0.0072, 'trust': 0.0073, 'surprise': 0.0046, 'sadness': 0.0059, 'disgust': 0.0059, 'joy': 0.0097, 'a_score': 0.365}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9119,0.9168,0.9119,0.9004,0.912,0.9173,0.912,0.9097,0.9145,0.9196,0.9145,0.9123,0.9657,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0055, 'anger': 0.0038, 'anticipation': 0.0059, 'trust': 0.0094, 'surprise': 0.0055, 'sadness': 0.0067, 'disgust': 0.0055, 'joy': 0.0108, 'a_score': 0.3663}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9134,0.9182,0.9134,0.902,0.9112,0.9166,0.9112,0.9089,0.9145,0.9198,0.9145,0.9123,0.967,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0062, 'anger': 0.0035, 'anticipation': 0.0067, 'trust': 0.0072, 'surprise': 0.006, 'sadness': 0.0053, 'disgust': 0.0046, 'joy': 0.0097, 'a_score': 0.3666}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9128,0.918,0.9128,0.9012,0.9111,0.9165,0.9111,0.9088,0.9143,0.9194,0.9143,0.9121,0.9661,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0056, 'anger': 0.0042, 'anticipation': 0.0071, 'trust': 0.0073, 'surprise': 0.0056, 'sadness': 0.0063, 'disgust': 0.0057, 'joy': 0.0112, 'a_score': 0.3636}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9108,0.9156,0.9108,0.899,0.9109,0.9156,0.9109,0.9088,0.9143,0.9186,0.9143,0.9122,0.9657,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0057, 'anger': 0.004, 'anticipation': 0.0059, 'trust': 0.0068, 'surprise': 0.0055, 'sadness': 0.0057, 'disgust': 0.0084, 'joy': 0.0098, 'a_score': 0.3673}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9142,0.9186,0.9142,0.9032,0.9101,0.9147,0.9101,0.908,0.914,0.9184,0.914,0.9119,0.9663,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.008, 'anger': 0.0037, 'anticipation': 0.0074, 'trust': 0.008, 'surprise': 0.0055, 'sadness': 0.0059, 'disgust': 0.0091, 'joy': 0.0112, 'a_score': 0.3707}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9118,0.917,0.9118,0.9002,0.9109,0.917,0.9109,0.9085,0.9138,0.9196,0.9138,0.9115,0.9653,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0053, 'anger': 0.0032, 'anticipation': 0.0063, 'trust': 0.0081, 'surprise': 0.0045, 'sadness': 0.0058, 'disgust': 0.0057, 'joy': 0.0101, 'a_score': 0.364}",DecisionTreeClassifier()
DecisionTreeClassifier,0.9149,0.9194,0.9149,0.9039,0.9099,0.9148,0.9099,0.9077,0.9137,0.9182,0.9137,0.9116,0.9669,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0046, 'anger': 0.0033, 'anticipation': 0.0077, 'trust': 0.0082, 'surprise': 0.005, 'sadness': 0.0055, 'disgust': 0.0074, 'joy': 0.011, 'a_score': 0.3694}",DecisionTreeClassifier()
