Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;Folds;Feat. Selec. Strategy;Features;Model
GaussianNB;0.9998;0.9998;0.9998;0.9996;1.0;1.0;1.0;1.0;0.7418;0.8331;0.7418;0.719;0.9999;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9998;0.9998;0.9998;0.9998;0.9996;0.9996;0.9996;0.9996;0.7311;0.8287;0.7311;0.7052;0.9999;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9998;0.9998;0.9998;0.9997;0.9996;0.9996;0.9996;0.9996;0.731;0.8287;0.731;0.7052;0.9999;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9998;0.9998;0.9998;0.9997;0.9996;0.9996;0.9996;0.9996;0.731;0.8287;0.731;0.7052;0.9999;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9998;0.9998;0.9998;0.9997;0.9996;0.9996;0.9996;0.9996;0.731;0.8287;0.731;0.7052;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9998;0.9998;0.9998;0.9997;0.9996;0.9996;0.9996;0.9996;0.731;0.8287;0.731;0.7052;0.9999;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9998;0.9998;0.9998;0.9997;1.0;1.0;1.0;1.0;0.731;0.8287;0.731;0.7052;0.9999;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9998;0.9998;0.9998;0.9997;1.0;1.0;1.0;1.0;0.731;0.8287;0.731;0.7052;0.9999;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9985;0.9985;0.9985;0.9965;1.0;1.0;1.0;1.0;0.5583;0.766;0.5583;0.4529;0.9983;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9984;0.9984;0.9984;0.9964;0.9982;0.9982;0.9982;0.9982;0.5582;0.766;0.5582;0.4527;0.9981;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9984;0.9984;0.9984;0.9962;0.9989;0.9989;0.9989;0.9989;0.5582;0.766;0.5582;0.4527;0.9977;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9984;0.9984;0.9984;0.9964;0.9986;0.9986;0.9986;0.9986;0.5582;0.766;0.5582;0.4527;0.9982;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9984;0.9984;0.9984;0.9963;0.9993;0.9993;0.9993;0.9993;0.5582;0.766;0.5582;0.4527;0.9982;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9983;0.9983;0.9983;0.996;0.9989;0.9989;0.9989;0.9989;0.5582;0.766;0.5582;0.4527;0.9983;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9984;0.9984;0.9984;0.9963;0.9978;0.9978;0.9978;0.9978;0.5582;0.766;0.5582;0.4527;0.9981;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9985;0.9985;0.9985;0.9965;0.9967;0.9968;0.9967;0.9967;0.5581;0.7659;0.5581;0.4524;0.9979;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9983;0.9983;0.9983;0.9962;0.9982;0.9982;0.9982;0.9982;0.5581;0.7659;0.5581;0.4526;0.9983;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9982;0.9982;0.9982;0.996;0.9978;0.9978;0.9978;0.9978;0.558;0.7659;0.558;0.4523;0.9985;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
